제품코드,순번,원료코드,함량
BTDM003,10.0,MFB-0075,0.001
BTDM003,11.0,MFL-0009,0.001
CCCC001,1.0,MXD-0002,59.37
CCCC001,2.0,MKD-0006,7.0
CCCC001,3.0,MOD-0006,6.0
CCCC001,4.0,MOD-0004,4.0
CCCC001,5.0,MKE-0001,4.0
CCCC001,6.0,MXL-0003,4.0
CCCC001,7.0,MWL-0001,2.5
CCCC001,8.0,MKG-0001,2.0
CCCC001,9.0,MOL-0003,2.0
CCCC001,10.0,MWE-0004,1.5
CCCC001,11.0,MST-0001,1.5
CCCC001,12.0,MK1-0002,1.3
CCCC001,13.0,MOM-0004,1.0
CCCC001,14.0,MOS-0027,1.0
CCCC001,15.0,MSA-0007,0.8
CCCC001,16.0,MSA-0008,0.5
CCCC001,17.0,mfb-0034,0.3
CCCC001,18.0,MPE-0003,0.3
CCCC001,19.0,MXT-0005,0.1
CCCC001,20.0,MVC-0003,0.1
CCCC001,21.0,MAP-0020,0.1
CCCC001,22.0,MAM-0029,0.1
CCCC001,23.0,MAP-0011,0.1
CCCC001,24.0,MVN-0001,0.09
CCCC001,25.0,MPL-0001,0.06
CCCC001,26.0,MAR-0014,0.05
CCCC001,27.0,MAA-0035,0.05
CCCC001,28.0,MAA-0032,0.05
CCCC001,29.0,MAJ-0004,0.05
CCCC001,30.0,MXE-0001,0.04
CCCC001,31.0,MOA-0011,0.01
FJCL001,1.0,MXD-0002,57.395
FJCL001,2.0,MKG-0001,10.0
FJCL001,3.0,MSE-0027,9.0
FJCL001,4.0,MSE-0030,8.0
FJCL001,5.0,MKS-0004,7.0
FJCL001,6.0,MSM-0023,7.0
FJCL001,7.0,MPS-0003,0.4
FJCL001,8.0,MXC-0001,0.2
FJCL001,9.0,MXE-0001,0.1
FJCL001,10.0,MKA-0001,0.1
FJCL001,11.0,MPE-0002,0.1
FJCL001,12.0,MFF-0023,0.09
FJCL001,13.0,MPL-0001,0.06
FJCL001,14.0,MXS-0008,0.05
FJCL001,15.0,MAF-0006,0.05
FJCL001,16.0,MAS-0021,0.05
FJCL001,17.0,MAE-0013,0.05
FJCL001,18.0,MAG-0009,0.05
FJCL001,19.0,MAG-0021,0.05
FJCL001,20.0,MAM-0027,0.05
FJCL001,21.0,MAL-0022,0.05
FJCL001,22.0,MAR-0015,0.05
FJCL001,23.0,MAI-0005,0.05
FJCL001,24.0,MAB-0016,0.05
FJCL001,25.0,MXD-0001,0.005
CCSP004,1.0,MXD-0002,43.89814
CCSP004,2.0,MSM-0037,28.0
CCSP004,3.0,MSA-0018,6.6
CCSP004,4.0,MSM-0013,6.5
CCSP004,5.0,MKM-0004,6.0
CCSP004,6.0,MSM-0011,2.8
CCSP004,7.0,MOT-0003,1.5
CCSP004,8.0,MSM-0027,1.2
CCSP004,9.0,mfb-0034,1.1
CCSP004,10.0,MPS-0003,0.4
CCSP004,11.0,MXC-0001,0.3
CCSP004,12.0,MXN-0003,0.3
CCSP004,13.0,MVP-0009,0.27
CCSP004,14.0,MXE-0001,0.1
CCSP004,15.0,MPE-0003,0.1
CCSP004,16.0,MAK-0001,0.1
CCSP004,17.0,MAM-0029,0.1
CCSP004,18.0,MAS-0035,0.1
CCSP004,19.0,MAP-0020,0.1
CCSP004,20.0,MAP-0011,0.1
CCSP004,21.0,MAA-0035,0.1
CCSP004,22.0,MAE-0018,0.1
CCSP004,23.0,MPL-0001,0.06
CCSP004,24.0,MAA-0032,0.05
CCSP004,25.0,MAL-0019,0.05
CCSP004,26.0,MAP-0035,0.02
CCSP004,27.0,MOD-0016,0.01
CCSP004,28.0,MAH-0018,0.01
CCSP004,29.0,MAP-0033,0.01
CCSP004,30.0,MAR-0014,0.01
CCSP004,31.0,MXD-0001,0.01
BTCR003,1.0,MXD-0002,53.6969
BTCR003,2.0,MKG-0001,9.0
BTCR003,3.0,MOP-0004,7.0
BTCR003,4.0,MON-0004,4.5
BTCR003,5.0,MK1-0001,4.0
BTCR003,6.0,MWE-0004,2.5
BTCR003,7.0,MCT-0008,2.4
BTCR003,8.0,MAN-0001,2.0
BTCR003,9.0,MWE-0001,2.0
BTCR003,10.0,MST-0001,2.0
BTCR003,11.0,MWS-0001,2.0
BTCR003,12.0,MON-0001,1.5
BTCR003,13.0,MK1-0002,1.2
BTCR003,14.0,MSA-0007,1.0
BTCR003,15.0,MSA-0008,1.0
BTCR003,16.0,MVV-0001,0.8
BTCR003,17.0,MCU-0002,0.5
BTCR003,18.0,MOD-0004,0.5
BTCR003,19.0,MKH-0006,0.5
BTCR003,20.0,MFB-0078,0.3
BTCR003,21.0,MPS-0002,0.3
BTCR003,22.0,MPE-0003,0.3
BTCR003,23.0,MXT-0005,0.25
BTCR003,24.0,MVS-0005,0.2
BTCR003,25.0,MAL-0019,0.1
BTCR003,26.0,MAV-0010,0.1
BTCR003,27.0,MKH-0005,0.1
BTCR003,28.0,MPL-0001,0.06
BTCR003,29.0,MOR-0001,0.05
BTCR003,30.0,MAV-0002,0.05
BTCR003,31.0,MXD-0001,0.05
FJCO002,1.0,MOP-0004,83.352
FJCO002,2.0,MSR-0003,12.5
FJCO002,3.0,MOM-0004,3.0
FJCO002,4.0,MSA-0008,0.35
FJCO002,5.0,MFB-0102,0.3
FJCO002,6.0,MOA-0011,0.1
FJCO002,7.0,MOM-0005,0.1
FJCO002,8.0,MAY-0010,0.1
FJCO002,9.0,MAV-0002,0.06
FJCO002,10.0,MOO-0001,0.05
FJCO002,11.0,MOJ-0001,0.02
FJCO002,12.0,MOR-0001,0.02
FJCO002,13.0,MFL-0011,0.01
FJCO002,14.0,MFM-0010,0.01
FJCO002,15.0,MFB-0075,0.01
FJCO002,16.0,MOC-0013,0.01
FJCO002,17.0,MAM-0033,0.001
FJCO002,18.0,MAG-0009,0.001
FJCO002,19.0,MAG-0021,0.001
FJCO002,20.0,MAV-0005,0.001
FJCO002,21.0,MAA-0002,0.001
FJCO002,22.0,MAT-0012,0.001
FJCO002,23.0,MAB-0012,0.001
FJCO002,24.0,MXD-0001,0.001
CCATR01,1.0,MXD-0002,91.7799
CCATR01,2.0,MOS-0025,5.0
CCATR01,3.0,MKI-0004,1.0
CCATR01,4.0,MPS-0002,0.4
CCATR01,5.0,MPP-0005,0.3
CCATR01,6.0,MAM-0029,0.2
CCATR01,7.0,MAS-0035,0.2
CCATR01,8.0,MAP-0020,0.2
CCATR01,9.0,MAP-0011,0.2
CCATR01,10.0,MAA-0035,0.2
CCATR01,11.0,MAE-0018,0.2
CCATR01,12.0,mfb-0034,0.15
CCATR01,13.0,MAR-0014,0.1
CCATR01,14.0,MAP-0035,0.04
CCATR01,15.0,MOA-0008,0.01
CCATR01,16.0,MOM-0005,0.01
CCATR01,17.0,MXD-0001,0.01
CCATR01,18.0,MAC-0018,0.0001
CCVF000,1.0,MKE-0001,88.54
CCVF000,2.0,MXM-0004,9.0
CCVF000,3.0,MXD-0002,2.0
CCVF000,4.0,mfb-0034,0.3
CCVF000,5.0,MDA-0001,0.05
CCVF000,6.0,MAM-0029,0.02
CCVF000,7.0,MAJ-0004,0.02
CCVF000,8.0,MAA-0032,0.02
CCVF000,9.0,MAP-0011,0.02
CCVF000,10.0,MAP-0020,0.01
CCVF000,11.0,MKP-0003,0.01
CCVF000,12.0,MAP-0035,0.01
"MLHD001
MLHD002
MLHD003",1.0,MXD-0002,57.0036
"MLHD001
MLHD002
MLHD003",2.0,MSM-0004,22.0
"MLHD001
MLHD002
MLHD003",3.0,MSM-0003,10.0
"MLHD001
MLHD002
MLHD003",4.0,MSM-0013,5.0
"MLHD001
MLHD002
MLHD003",5.0,MSM-0011,2.3
"MLHD001
MLHD002
MLHD003",6.0,MFB-0106,2.0
"MLHD001
MLHD002
MLHD003",7.0,MPS-0003,0.4
"MLHD001
MLHD002
MLHD003",8.0,MSC-0007,0.4
"MLHD001
MLHD002
MLHD003",9.0,MAS-0040,0.3
"MLHD001
MLHD002
MLHD003",10.0,MXN-0003,0.2
"MLHD001
MLHD002
MLHD003",11.0,MVT-0001,0.12
"MLHD001
MLHD002
MLHD003",12.0,MXC-0001,0.1
"MLHD001
MLHD002
MLHD003",13.0,MXE-0001,0.1
"MLHD001
MLHD002
MLHD003",14.0,MPL-0001,0.06
"MLHD001
MLHD002
MLHD003",15.0,MAF-0008,0.014
"MLHD001
MLHD002
MLHD003",16.0,MOJ-0001,0.001
"MLHD001
MLHD002
MLHD003",17.0,MOS-0026,0.001
"MLHD001
MLHD002
MLHD003",18.0,MCR-0005,0.0004
AOSP003,1.0,MXD-0002,58.86285
AOSP003,2.0,MSM-0037,20.0
AOSP003,3.0,MSM-0013,7.0
AOSP003,4.0,MVA-0006,5.0
AOSP003,5.0,MSA-0018,4.0
AOSP003,6.0,MSM-0028,1.0
AOSP003,7.0,MSR-0002,0.8
AOSP003,8.0,MFF-0050,0.8
AOSP003,9.0,MAA-0038,0.5
AOSP003,10.0,MPS-0003,0.4
AOSP003,11.0,MVP-0009,0.3
AOSP003,12.0,MXM-0001,0.2
AOSP003,13.0,MOT-0003,0.2
AOSP003,14.0,MAM-0034,0.16
AOSP003,15.0,MXE-0001,0.1
AOSP003,16.0,MXH-0003,0.1
AOSP003,17.0,MXN-0003,0.1
AOSP003,18.0,MPE-0003,0.1
AOSP003,19.0,MAB-0012,0.1
AOSP003,20.0,MPL-0001,0.06
AOSP003,21.0,MAG-0009,0.05
AOSP003,22.0,MAH-0006,0.05
AOSP003,23.0,MAS-0022,0.05
AOSP003,24.0,MAA-0035,0.02
AOSP003,25.0,MOA-0008,0.01
AOSP003,26.0,MXC-0001,0.01
AOSP003,27.0,MXG-0003,0.01
AOSP003,28.0,MXL-0001,0.01
AOSP003,29.0,MAF-0008,0.006
AOSP003,30.0,MXS-0001,0.001
AOSP003,31.0,MCF-0005,0.00011999999999999999
FJCR009,1.0,MXD-0002,55.856
FJCR009,2.0,MK1-0001,10.0
FJCR009,3.0,MOM-0004,10.0
FJCR009,4.0,MON-0004,9.0
FJCR009,5.0,MKG-0001,3.0
FJCR009,6.0,MOD-0008,2.5
FJCR009,7.0,MK1-0002,1.5
FJCR009,8.0,MSO-0006,1.5
FJCR009,9.0,MWL-0001,1.5
FJCR009,10.0,MKA-0001,1.0
FJCR009,11.0,MWE-0002,1.0
FJCR009,12.0,MSK-0001,0.5
FJCR009,13.0,MWS-0001,0.5
FJCR009,14.0,MPS-0002,0.4
FJCR009,15.0,MVA-0005,0.3
FJCR009,16.0,MVM-0002,0.2
FJCR009,17.0,MAA-0001,0.1
FJCR009,18.0,MFF-0023,0.1
FJCR009,19.0,MAS-0032,0.1
FJCR009,20.0,MAG-0021,0.1
FJCR009,21.0,MAM-0027,0.1
FJCR009,22.0,MAL-0022,0.1
FJCR009,23.0,MAR-0015,0.1
FJCR009,24.0,MAI-0005,0.1
FJCR009,25.0,MAB-0016,0.1
FJCR009,26.0,MXD-0001,0.1
FJCR009,27.0,MVN-0001,0.06
FJCR009,28.0,MPL-0001,0.06
FJCR009,29.0,MXE-0001,0.04
FJCR009,30.0,MVH-0002,0.04
FJCR009,31.0,MAP-0040,0.03
FJCRM09,1.0,MXD-0002,55.856
FJCRM09,2.0,MK1-0001,10.0
FJCRM09,3.0,MOM-0004,10.0
FJCRM09,4.0,MON-0004,9.0
FJCRM09,5.0,MKG-0001,3.0
FJCRM09,6.0,MOD-0008,2.5
FJCRM09,7.0,MK1-0002,1.5
FJCRM09,8.0,MSO-0006,1.5
FJCRM09,9.0,MWL-0001,1.5
FJCRM09,10.0,MKA-0001,1.0
FJCRM09,11.0,MWE-0002,1.0
FJCRM09,12.0,MSK-0001,0.5
FJCRM09,13.0,MWS-0001,0.5
FJCRM09,14.0,MPS-0002,0.4
FJCRM09,15.0,MVA-0005,0.3
FJCRM09,16.0,MVM-0002,0.2
FJCRM09,17.0,MAA-0001,0.1
FJCRM09,18.0,MFF-0023,0.1
FJCRM09,19.0,MAS-0032,0.1
FJCRM09,20.0,MAG-0021,0.1
FJCRM09,21.0,MAM-0027,0.1
FJCRM09,22.0,MAL-0022,0.1
FJCRM09,23.0,MAR-0015,0.1
FJCRM09,24.0,MAI-0005,0.1
FJCRM09,25.0,MAB-0016,0.1
FJCRM09,26.0,MXD-0001,0.1
FJCRM09,27.0,MVN-0001,0.06
FJCRM09,28.0,MPL-0001,0.06
FJCRM09,29.0,MXE-0001,0.04
FJCRM09,30.0,MVH-0002,0.04
FJCRM09,31.0,MAP-0040,0.03
PDBC004,1.0,MXD-0002,62.4515
PDBC004,2.0,MSM-0003,17.0
PDBC004,3.0,MSM-0004,10.0
PDBC004,4.0,MSM-0013,7.2
PDBC004,5.0,MSM-0011,1.3
PDBC004,6.0,MFB-0040,0.55
PDBC004,7.0,MXN-0003,0.5
PDBC004,8.0,MPS-0003,0.4
PDBC004,9.0,MLM-0003,0.15
PDBC004,10.0,MXC-0001,0.1
PDBC004,11.0,MPL-0001,0.06
PDBC004,12.0,MXE-0001,0.05
PDBC004,13.0,MSM-0036,0.05
PDBC004,14.0,MAL-0019,0.05
PDBC004,15.0,MAG-0012,0.05
PDBC004,16.0,MKP-0001,0.02
PDBC004,17.0,MAF-0008,0.018
PDBC004,18.0,MAL-0020,0.01
PDBC004,19.0,MAE-0013,0.01
PDBC004,20.0,MAF-0006,0.01
PDBC004,21.0,MAT-0009,0.01
PDBC004,22.0,MAT-0010,0.01
PDBC004,23.0,MCR-0005,0.0005
SNIR002,1.0,MXD-0002,82.78
SNIR002,2.0,MKG-0001,4.0
SNIR002,3.0,MKE-0001,3.5
SNIR002,4.0,MK1-0001,2.0
SNIR002,5.0,MSC-0006,1.5
SNIR002,6.0,MVN-0001,1.2
SNIR002,7.0,MSP-0004,1.0
SNIR002,8.0,MSM-0013,1.0
SNIR002,9.0,MAY-0007,0.8
SNIR002,10.0,MAS-0029,0.6
SNIR002,11.0,MPS-0003,0.4
SNIR002,12.0,MXC-0001,0.15
SNIR002,13.0,MXE-0001,0.1
SNIR002,14.0,MXS-0008,0.1
SNIR002,15.0,MFS-0062,0.1
SNIR002,16.0,MAH-0011,0.1
SNIR002,17.0,MAH-0006,0.1
SNIR002,18.0,MAA-0028,0.1
SNIR002,19.0,MAH-0020,0.1
SNIR002,20.0,MAJ-0004,0.1
SNIR002,21.0,MAF-0006,0.1
SNIR002,22.0,MPL-0001,0.06
SNIR002,23.0,MXC-0004,0.05
SNIR002,24.0,MXL-0001,0.05
SNIR002,25.0,MXM-0001,0.01
FJAP003,1.0,MXD-0002,48.8
FJAP003,2.0,MAB-0012,20.0
FJAP003,3.0,MK1-0001,10.0
FJAP003,4.0,MAH-0025,5.0
FJAP003,5.0,MKL-0001,4.0
FJAP003,6.0,MKI-0004,3.0
FJAP003,7.0,MXD-0001,3.0
FJAP003,8.0,MK1-0002,1.2
FJAP003,9.0,MAN-0009,1.0
FJAP003,10.0,MAS-0038,0.5
FJAP003,11.0,MPS-0002,0.5
FJAP003,12.0,MAL-0019,0.2
FJAP003,13.0,MAB-0014,0.2
FJAP003,14.0,MAF-0006,0.2
FJAP003,15.0,MAS-0021,0.2
FJAP003,16.0,MAE-0013,0.2
FJAP003,17.0,MAG-0009,0.2
FJAP003,18.0,MAG-0021,0.2
FJAP003,19.0,MAY-0007,0.2
FJAP003,20.0,MAM-0027,0.2
FJAP003,21.0,MAL-0022,0.2
FJAP003,22.0,MAR-0015,0.2
FJAP003,23.0,MAI-0005,0.2
FJAP003,24.0,MAB-0016,0.2
FJAP003,25.0,MAA-0001,0.1
FJAP003,26.0,MXC-0001,0.1
FJAP003,27.0,MXS-0008,0.06
FJAP003,28.0,MPL-0001,0.06
FJAP003,29.0,MAA-0021,0.04
FJAP003,30.0,MXE-0001,0.03
FJAP003,31.0,MAD-0002,0.01
FJAP004,1.0,MSC-0007,30.0
FJAP004,2.0,MXD-0002,18.495
FJAP004,3.0,MSP-0009,16.0
FJAP004,4.0,MKP-0001,15.0
FJAP004,5.0,MOP-0004,9.0
FJAP004,6.0,MON-0001,3.0
FJAP004,7.0,MAD-0015,2.0
FJAP004,8.0,MAN-0001,2.0
FJAP004,9.0,MK1-0002,1.5
FJAP004,10.0,MKD-0006,1.0
FJAP004,11.0,MXN-0003,0.5
FJAP004,12.0,MAV-0010,0.5
FJAP004,13.0,MFS-0108,0.34
FJAP004,14.0,MOU-0001,0.1
FJAP004,15.0,MAV-0008,0.1
FJAP004,16.0,MAU-0005,0.1
FJAP004,17.0,MAH-0018,0.1
FJAP004,18.0,MPE-0003,0.1
FJAP004,19.0,MPL-0001,0.06
FJAP004,20.0,MAG-0027,0.05
FJAP004,21.0,MAA-0021,0.04
FJAP004,22.0,MAV-0011,0.015
FJAP005,1.0,MAA-0038,30.0
FJAP005,2.0,MXD-0002,28.01
FJAP005,3.0,MK1-0001,15.0
FJAP005,4.0,MKD-0006,6.0
FJAP005,5.0,MAN-0001,5.0
FJAP005,6.0,MXG-0003,3.0
FJAP005,7.0,MKE-0001,3.0
FJAP005,8.0,MKL-0001,2.5
FJAP005,9.0,MK1-0002,1.5
FJAP005,10.0,MSS-0007,1.2
FJAP005,11.0,MKH-0006,1.0
FJAP005,12.0,MOT-0003,0.6
FJAP005,13.0,MAL-0001,0.5
FJAP005,14.0,MAP-0030,0.5
FJAP005,15.0,MAT-0012,0.5
FJAP005,16.0,MXS-0001,0.45
FJAP005,17.0,MPS-0002,0.3
FJAP005,18.0,MVN-0001,0.2
FJAP005,19.0,MXB-0004,0.1
FJAP005,20.0,MAA-0002,0.1
FJAP005,21.0,MPL-0001,0.06
FJAP005,22.0,MAM-0035,0.05
FJAP005,23.0,MAC-0040,0.05
FJAP005,24.0,MAB-0012,0.05
FJAP005,25.0,MAE-0016,0.05
FJAP005,26.0,MAF-0006,0.05
FJAP005,27.0,MAG-0009,0.05
FJAP005,28.0,MAG-0021,0.05
FJAP005,29.0,MCC-0010,0.05
FJAP005,30.0,MXE-0001,0.03
FJAP005,31.0,MAT-0014,0.02
AOBL005,1.0,MXD-0002,77.399
AOBL005,2.0,MOL-0002,9.4
AOBL005,3.0,MKG-0001,4.0
AOBL005,4.0,MST-0001,1.5
AOBL005,5.0,MON-0001,1.5
AOBL005,6.0,MWE-0001,1.2
AOBL005,7.0,MWE-0002,0.9
AOBL005,8.0,MWE-0004,0.9
AOBL005,9.0,MSK-0001,0.6
AOBL005,10.0,MSA-0007,0.5
AOBL005,11.0,MOD-0004,0.5
AOBL005,12.0,MPP-0005,0.3
AOBL005,13.0,MPS-0004,0.2
AOBL005,14.0,MXT-0001,0.2
AOBL005,15.0,MWS-0001,0.2
AOBL005,16.0,MAE-0020,0.2
AOBL005,17.0,MFS-0091,0.16
AOBL005,18.0,MVP-0006,0.1
AOBL005,19.0,MAR-0006,0.1
AOBL005,20.0,MOA-0008,0.05
AOBL005,21.0,MVN-0001,0.03
AOBL005,22.0,MXE-0001,0.02
AOBL005,23.0,MAC-0045,0.01
AOBL005,24.0,MAV-0002,0.01
AOBL005,25.0,MAF-0006,0.01
AOBL005,26.0,MAP-0031,0.01
AOBL005,27.0,MAC-0018,0.001
AOFC001,1.0,MXD-0002,47.217400000000005
AOFC001,2.0,MKG-0001,15.0
AOFC001,3.0,MWM-0006,14.0
AOFC001,4.0,MWP-0009,8.0
AOFC001,5.0,MXK-0002,5.2
AOFC001,6.0,MWL-0003,4.0
AOFC001,7.0,MLM-0003,2.0
AOFC001,8.0,MSA-0007,2.0
AOFC001,9.0,MWW-0001,1.7
AOFC001,10.0,MFS-0041,0.3
AOFC001,11.0,MXE-0001,0.1
AOFC001,12.0,MPD-0003,0.1
AOFC001,13.0,MKH-0006,0.1
AOFC001,14.0,MAF-0008,0.1
AOFC001,15.0,MVN-0001,0.06
AOFC001,16.0,MSS-0003,0.01
AOFC001,17.0,MSE-0008,0.01
AOFC001,18.0,MOM-0005,0.01
AOFC001,19.0,MOO-0001,0.01
AOFC001,20.0,MAD-0002,0.01
AOFC001,21.0,MAN-0001,0.01
AOFC001,22.0,MAA-0002,0.01
AOFC001,23.0,MAB-0012,0.01
AOFC001,24.0,MAE-0016,0.01
AOFC001,25.0,MAS-0021,0.01
AOFC001,26.0,MAS-0022,0.01
AOFC001,27.0,MAT-0012,0.01
AOFC001,28.0,MAV-0002,0.001
AOFC001,29.0,MAC-0040,0.001
AOFC001,30.0,MCF-0005,0.0004
AOFC001,31.0,MCF-0001,0.0002
KBBC001,1.0,MXD-0002,57.11967
KBBC001,2.0,MSM-0004,22.0
KBBC001,3.0,MSM-0003,10.0
KBBC001,4.0,MSM-0013,5.0
KBBC001,5.0,MSM-0011,2.2
KBBC001,6.0,MVS-0007,1.0
KBBC001,7.0,MFS-0093,0.8
KBBC001,8.0,MPS-0003,0.4
KBBC001,9.0,MXN-0003,0.3
KBBC001,10.0,MXE-0001,0.2
KBBC001,11.0,MCC-0009,0.12
KBBC001,12.0,MXC-0001,0.1
KBBC001,13.0,MKP-0001,0.1
KBBC001,14.0,MVT-0001,0.1
KBBC001,15.0,MAR-0006,0.1
KBBC001,16.0,MAE-0018,0.1
KBBC001,17.0,MAS-0041,0.1
KBBC001,18.0,MPL-0001,0.06
KBBC001,19.0,MAH-0018,0.05
KBBC001,20.0,MAJ-0005,0.05
KBBC001,21.0,MAT-0009,0.05
KBBC001,22.0,MAV-0005,0.05
KBBC001,23.0,MCR-0008,0.00033
KBBC002,1.0,MXD-0002,57.11983
KBBC002,2.0,MSM-0004,22.0
KBBC002,3.0,MSM-0003,10.0
KBBC002,4.0,MSM-0013,5.0
KBBC002,5.0,MSM-0011,2.2
KBBC002,6.0,MVS-0007,1.0
KBBC002,7.0,MFS-0110,0.8
KBBC002,8.0,MPS-0003,0.4
KBBC002,9.0,MXN-0003,0.3
KBBC002,10.0,MXE-0001,0.2
KBBC002,11.0,MCC-0009,0.12
KBBC002,12.0,MXC-0001,0.1
KBBC002,13.0,MKP-0001,0.1
KBBC002,14.0,MVT-0001,0.1
KBBC002,15.0,MAR-0006,0.1
KBBC002,16.0,MAE-0018,0.1
KBBC002,17.0,MAS-0041,0.1
KBBC002,18.0,MPL-0001,0.06
KBBC002,19.0,MAH-0018,0.05
KBBC002,20.0,MAJ-0005,0.05
KBBC002,21.0,MAT-0009,0.05
KBBC002,22.0,MAV-0005,0.05
KBBC002,23.0,MCF-0001,0.00017
KBBC003,1.0,MXD-0002,57.11976000000001
KBBC003,2.0,MSM-0004,22.0
KBBC003,3.0,MSM-0003,10.0
KBBC003,4.0,MSM-0013,5.0
KBBC003,5.0,MSM-0011,2.2
KBBC003,6.0,MVS-0007,1.0
KBBC003,7.0,MFS-0109,0.8
KBBC003,8.0,MPS-0003,0.4
KBBC003,9.0,MXN-0003,0.3
KBBC003,10.0,MXE-0001,0.2
KBBC003,11.0,MCC-0009,0.12
KBBC003,12.0,MXC-0001,0.1
KBBC003,13.0,MKP-0001,0.1
KBBC003,14.0,MVT-0001,0.1
KBBC003,15.0,MAR-0006,0.1
KBBC003,16.0,MAE-0018,0.1
KBBC003,17.0,MAS-0041,0.1
KBBC003,18.0,MPL-0001,0.06
KBBC003,19.0,MAH-0018,0.05
KBBC003,20.0,MAJ-0005,0.05
KBBC003,21.0,MAT-0009,0.05
KBBC003,22.0,MAV-0005,0.05
KBBC003,23.0,MCR-0005,0.00017
KBBC003,24.0,MCF-0001,7.000000000000001e-05
KBBC004,1.0,MXD-0002,57.1196
KBBC004,2.0,MSM-0004,22.0
KBBC004,3.0,MSM-0003,10.0
KBBC004,4.0,MSM-0013,5.0
KBBC004,5.0,MSM-0011,2.2
KBBC004,6.0,MVS-0007,1.0
KBBC004,7.0,MFB-0108,0.8
KBBC004,8.0,MPS-0003,0.4
KBBC004,9.0,MXN-0003,0.3
KBBC004,10.0,MXE-0001,0.2
KBBC004,11.0,MCC-0009,0.12
KBBC004,12.0,MXC-0001,0.1
KBBC004,13.0,MKP-0001,0.1
KBBC004,14.0,MVT-0001,0.1
KBBC004,15.0,MAR-0006,0.1
KBBC004,16.0,MAE-0018,0.1
KBBC004,17.0,MAS-0041,0.1
KBBC004,18.0,MPL-0001,0.06
KBBC004,19.0,MAH-0018,0.05
KBBC004,20.0,MAJ-0005,0.05
KBBC004,21.0,MAT-0009,0.05
KBBC004,22.0,MAV-0005,0.05
KBBC004,23.0,MCF-0006,0.0004
KSAM001,1.0,MXD-0002,74.0
KSAM001,2.0,MKE-0001,7.0
KSAM001,3.0,MAU-0006,5.0
KSAM001,4.0,MAN-0001,2.0
KSAM001,5.0,MKG-0001,2.0
KSAM001,6.0,MKS-0003,2.0
KSAM001,7.0,MKH-0006,1.5
KSAM001,8.0,MK1-0002,1.2
KSAM001,9.0,MAB-0012,1.0
KSAM001,10.0,MOD-0008,0.8
KSAM001,11.0,MVV-0004,0.6
KSAM001,12.0,MKL-0001,0.5
KSAM001,13.0,MKH-0005,0.5
KSAM001,14.0,MPE-0003,0.4
KSAM001,15.0,MVC-0003,0.28
KSAM001,16.0,MAH-0006,0.2
KSAM001,17.0,MFF-0051,0.2
KSAM001,18.0,MXT-0005,0.2
KSAM001,19.0,MAC-0021,0.1
KSAM001,20.0,MAN-0009,0.1
KSAM001,21.0,MAG-0009,0.1
KSAM001,22.0,MAH-0001,0.1
KSAM001,23.0,MPL-0001,0.06
KSAM001,24.0,MAA-0001,0.05
KSAM001,25.0,MAA-0021,0.04
KSAM001,26.0,MAD-0002,0.03
KSAM001,27.0,MXE-0001,0.02
KSAM001,28.0,MAP-0035,0.01
KSAM001,29.0,MXD-0001,0.01
KSAMM01,1.0,MXD-0002,74.0
KSAMM01,2.0,MKE-0001,7.0
KSAMM01,3.0,MAU-0006,5.0
KSAMM01,4.0,MAN-0001,2.0
KSAMM01,5.0,MKG-0001,2.0
KSAMM01,6.0,MKS-0003,2.0
KSAMM01,7.0,MKH-0006,1.5
KSAMM01,8.0,MK1-0002,1.2
KSAMM01,9.0,MAB-0012,1.0
KSAMM01,10.0,MOD-0008,0.8
KSAMM01,11.0,MVV-0004,0.6
KSAMM01,12.0,MKL-0001,0.5
KSAMM01,13.0,MKH-0005,0.5
KSAMM01,14.0,MPE-0003,0.4
KSAMM01,15.0,MVC-0003,0.28
KSAMM01,16.0,MAH-0006,0.2
KSAMM01,17.0,MFF-0051,0.2
KSAMM01,18.0,MXT-0005,0.2
KSAMM01,19.0,MAC-0021,0.1
KSAMM01,20.0,MAN-0009,0.1
KSAMM01,21.0,MAG-0009,0.1
KSAMM01,22.0,MAH-0001,0.1
KSAMM01,23.0,MPL-0001,0.06
KSAMM01,24.0,MAA-0001,0.05
KSAMM01,25.0,MAA-0021,0.04
KSAMM01,26.0,MAD-0002,0.03
KSAMM01,27.0,MXE-0001,0.02
KSAMM01,28.0,MAP-0035,0.01
KSAMM01,29.0,MXD-0001,0.01
KSAT001,1.0,MXD-0002,61.55
KSAT001,2.0,MKE-0001,25.0
KSAT001,3.0,MAU-0006,5.0
KSAT001,4.0,MAN-0001,2.0
KSAT001,5.0,MK1-0001,2.0
KSAT001,6.0,MAB-0012,1.0
KSAT001,7.0,MSN-0011,0.5
KSAT001,8.0,MSC-0006,0.5
KSAT001,9.0,MFF-0051,0.5
KSAT001,10.0,MKH-0005,0.5
KSAT001,11.0,MPE-0003,0.4
KSAT001,12.0,MAH-0006,0.2
KSAT001,13.0,MXS-0008,0.1
KSAT001,14.0,MKA-0001,0.1
KSAT001,15.0,MAC-0021,0.1
KSAT001,16.0,MAN-0009,0.1
KSAT001,17.0,MAG-0009,0.1
KSAT001,18.0,MAH-0001,0.1
KSAT001,19.0,MXC-0001,0.06
KSAT001,20.0,MPL-0001,0.06
KSAT001,21.0,MAA-0021,0.04
KSAT001,22.0,MXE-0001,0.03
KSAT001,23.0,MAA-0001,0.03
KSAT001,24.0,MAD-0002,0.01
