관리번호,제품명,품목코드,TEST,SPECIFICATION,RESULT
EVCO-525,EVAS Aroma Fome Cleanser Rice,ARFC003,Color,White,PASSED TO THE TEST
EVCO-525,EVAS Aroma Fome Cleanser Rice,ARFC003,Odor,Fragrance,PASSED TO THE TEST
EVCO-525,EVAS Aroma Fome Cleanser Rice,ARFC003,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-525,EVAS Aroma Fome Cleanser Rice,ARFC003,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-525,EVAS Aroma Fome Cleanser Rice,ARFC003,Hardness,1.07 ± 0.1,1.06
EVCO-525,EVAS Aroma Fome Cleanser Rice,ARFC003,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-525,EVAS Aroma Fome Cleanser Rice,ARFC003,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-525,EVAS Aroma Fome Cleanser Rice,ARFC003,Content,102.5ml,PASSED TO THE TEST
EVCO-526,EVAS Aroma Fome Cleanser Whitening,ARFC004,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-526,EVAS Aroma Fome Cleanser Whitening,ARFC004,Color,White,PASSED TO THE TEST
EVCO-526,EVAS Aroma Fome Cleanser Whitening,ARFC004,Odor,Fragrance,PASSED TO THE TEST
EVCO-526,EVAS Aroma Fome Cleanser Whitening,ARFC004,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-526,EVAS Aroma Fome Cleanser Whitening,ARFC004,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-526,EVAS Aroma Fome Cleanser Whitening,ARFC004,Hardness,1.07 ± 0.1,1.06
EVCO-526,EVAS Aroma Fome Cleanser Whitening,ARFC004,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-526,EVAS Aroma Fome Cleanser Whitening,ARFC004,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-526,EVAS Aroma Fome Cleanser Whitening,ARFC004,Content,102.5ml,PASSED TO THE TEST
EVCO-527,Pedison Nutritive Infusion Cream,PDIC000,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-527,Pedison Nutritive Infusion Cream,PDIC000,Color,White,PASSED TO THE TEST
EVCO-527,Pedison Nutritive Infusion Cream,PDIC000,Odor,Fragrance,PASSED TO THE TEST
EVCO-527,Pedison Nutritive Infusion Cream,PDIC000,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-527,Pedison Nutritive Infusion Cream,PDIC000,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-527,Pedison Nutritive Infusion Cream,PDIC000,Hardness,1.07 ± 0.1,1.06
EVCO-527,Pedison Nutritive Infusion Cream,PDIC000,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-527,Pedison Nutritive Infusion Cream,PDIC000,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-527,Pedison Nutritive Infusion Cream,PDIC000,Content,102.5ml,PASSED TO THE TEST
EVCO-528,Kelly's Moisture Ninabobo Essence,KMNE000,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-528,Kelly's Moisture Ninabobo Essence,KMNE000,Color,White,PASSED TO THE TEST
EVCO-528,Kelly's Moisture Ninabobo Essence,KMNE000,Odor,Fragrance,PASSED TO THE TEST
EVCO-528,Kelly's Moisture Ninabobo Essence,KMNE000,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-528,Kelly's Moisture Ninabobo Essence,KMNE000,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-528,Kelly's Moisture Ninabobo Essence,KMNE000,Hardness,1.07 ± 0.1,1.06
EVCO-528,Kelly's Moisture Ninabobo Essence,KMNE000,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-528,Kelly's Moisture Ninabobo Essence,KMNE000,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-528,Kelly's Moisture Ninabobo Essence,KMNE000,Content,102.5ml,PASSED TO THE TEST
EVCO-529,Mimi Lauryne's Scent Remain Soy Candle Sparking Sake,MLSC001,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-529,Mimi Lauryne's Scent Remain Soy Candle Sparking Sake,MLSC001,Color,White,PASSED TO THE TEST
EVCO-529,Mimi Lauryne's Scent Remain Soy Candle Sparking Sake,MLSC001,Odor,Fragrance,PASSED TO THE TEST
EVCO-529,Mimi Lauryne's Scent Remain Soy Candle Sparking Sake,MLSC001,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-529,Mimi Lauryne's Scent Remain Soy Candle Sparking Sake,MLSC001,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-529,Mimi Lauryne's Scent Remain Soy Candle Sparking Sake,MLSC001,Hardness,1.07 ± 0.1,1.06
EVCO-529,Mimi Lauryne's Scent Remain Soy Candle Sparking Sake,MLSC001,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-529,Mimi Lauryne's Scent Remain Soy Candle Sparking Sake,MLSC001,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-529,Mimi Lauryne's Scent Remain Soy Candle Sparking Sake,MLSC001,Content,102.5ml,PASSED TO THE TEST
EVCO-530,Mimi Lauryne's Scent Remain Soy Candle Mariee,MLSC002,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-530,Mimi Lauryne's Scent Remain Soy Candle Mariee,MLSC002,Color,White,PASSED TO THE TEST
EVCO-530,Mimi Lauryne's Scent Remain Soy Candle Mariee,MLSC002,Odor,Fragrance,PASSED TO THE TEST
EVCO-530,Mimi Lauryne's Scent Remain Soy Candle Mariee,MLSC002,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-530,Mimi Lauryne's Scent Remain Soy Candle Mariee,MLSC002,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-530,Mimi Lauryne's Scent Remain Soy Candle Mariee,MLSC002,Hardness,1.07 ± 0.1,1.06
EVCO-530,Mimi Lauryne's Scent Remain Soy Candle Mariee,MLSC002,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-530,Mimi Lauryne's Scent Remain Soy Candle Mariee,MLSC002,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-530,Mimi Lauryne's Scent Remain Soy Candle Mariee,MLSC002,Content,102.5ml,PASSED TO THE TEST
EVCO-531,Mimi Lauryne's Scent Remain Soy Candle Rosee Fleur,MLSC003,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-531,Mimi Lauryne's Scent Remain Soy Candle Rosee Fleur,MLSC003,Color,White,PASSED TO THE TEST
EVCO-531,Mimi Lauryne's Scent Remain Soy Candle Rosee Fleur,MLSC003,Odor,Fragrance,PASSED TO THE TEST
EVCO-531,Mimi Lauryne's Scent Remain Soy Candle Rosee Fleur,MLSC003,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-531,Mimi Lauryne's Scent Remain Soy Candle Rosee Fleur,MLSC003,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-531,Mimi Lauryne's Scent Remain Soy Candle Rosee Fleur,MLSC003,Hardness,1.07 ± 0.1,1.06
EVCO-531,Mimi Lauryne's Scent Remain Soy Candle Rosee Fleur,MLSC003,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-531,Mimi Lauryne's Scent Remain Soy Candle Rosee Fleur,MLSC003,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-531,Mimi Lauryne's Scent Remain Soy Candle Rosee Fleur,MLSC003,Content,102.5ml,PASSED TO THE TEST
EVCO-532,Mimi Lauryne's Scent Remain Diffuser Musk et Musk,MLDF010,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-532,Mimi Lauryne's Scent Remain Diffuser Musk et Musk,MLDF010,Color,White,PASSED TO THE TEST
EVCO-532,Mimi Lauryne's Scent Remain Diffuser Musk et Musk,MLDF010,Odor,Fragrance,PASSED TO THE TEST
EVCO-532,Mimi Lauryne's Scent Remain Diffuser Musk et Musk,MLDF010,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-532,Mimi Lauryne's Scent Remain Diffuser Musk et Musk,MLDF010,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-532,Mimi Lauryne's Scent Remain Diffuser Musk et Musk,MLDF010,Hardness,1.07 ± 0.1,1.06
EVCO-532,Mimi Lauryne's Scent Remain Diffuser Musk et Musk,MLDF010,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-532,Mimi Lauryne's Scent Remain Diffuser Musk et Musk,MLDF010,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-532,Mimi Lauryne's Scent Remain Diffuser Musk et Musk,MLDF010,Content,102.5ml,PASSED TO THE TEST
EVCO-533,Mimi Lauryne's Scent Remain Diffuser Black Berry,MLDF011,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-533,Mimi Lauryne's Scent Remain Diffuser Black Berry,MLDF011,Color,White,PASSED TO THE TEST
EVCO-533,Mimi Lauryne's Scent Remain Diffuser Black Berry,MLDF011,Odor,Fragrance,PASSED TO THE TEST
EVCO-533,Mimi Lauryne's Scent Remain Diffuser Black Berry,MLDF011,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-533,Mimi Lauryne's Scent Remain Diffuser Black Berry,MLDF011,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-533,Mimi Lauryne's Scent Remain Diffuser Black Berry,MLDF011,Hardness,1.07 ± 0.1,1.06
EVCO-533,Mimi Lauryne's Scent Remain Diffuser Black Berry,MLDF011,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-533,Mimi Lauryne's Scent Remain Diffuser Black Berry,MLDF011,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-533,Mimi Lauryne's Scent Remain Diffuser Black Berry,MLDF011,Content,102.5ml,PASSED TO THE TEST
EVCO-534,Mimi Lauryne's Scent Remain Soy Candle Black Berry,MLSC004,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-534,Mimi Lauryne's Scent Remain Soy Candle Black Berry,MLSC004,Color,White,PASSED TO THE TEST
EVCO-534,Mimi Lauryne's Scent Remain Soy Candle Black Berry,MLSC004,Odor,Fragrance,PASSED TO THE TEST
EVCO-534,Mimi Lauryne's Scent Remain Soy Candle Black Berry,MLSC004,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-534,Mimi Lauryne's Scent Remain Soy Candle Black Berry,MLSC004,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-534,Mimi Lauryne's Scent Remain Soy Candle Black Berry,MLSC004,Hardness,1.07 ± 0.1,1.06
EVCO-534,Mimi Lauryne's Scent Remain Soy Candle Black Berry,MLSC004,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-534,Mimi Lauryne's Scent Remain Soy Candle Black Berry,MLSC004,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-534,Mimi Lauryne's Scent Remain Soy Candle Black Berry,MLSC004,Content,102.5ml,PASSED TO THE TEST
EVCO-535,Mimi Lauryne's Scent Remain Soy Candle Musk et Musk,MLSC005,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-535,Mimi Lauryne's Scent Remain Soy Candle Musk et Musk,MLSC005,Color,White,PASSED TO THE TEST
EVCO-535,Mimi Lauryne's Scent Remain Soy Candle Musk et Musk,MLSC005,Odor,Fragrance,PASSED TO THE TEST
EVCO-535,Mimi Lauryne's Scent Remain Soy Candle Musk et Musk,MLSC005,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-535,Mimi Lauryne's Scent Remain Soy Candle Musk et Musk,MLSC005,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-535,Mimi Lauryne's Scent Remain Soy Candle Musk et Musk,MLSC005,Hardness,1.07 ± 0.1,1.06
EVCO-535,Mimi Lauryne's Scent Remain Soy Candle Musk et Musk,MLSC005,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-535,Mimi Lauryne's Scent Remain Soy Candle Musk et Musk,MLSC005,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-535,Mimi Lauryne's Scent Remain Soy Candle Musk et Musk,MLSC005,Content,102.5ml,PASSED TO THE TEST
EVCO-536,Rosemind Vit.E Lip Balm NO.1 Rose Fairy,RMLB001,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-536,Rosemind Vit.E Lip Balm NO.1 Rose Fairy,RMLB001,Color,White,PASSED TO THE TEST
EVCO-536,Rosemind Vit.E Lip Balm NO.1 Rose Fairy,RMLB001,Odor,Fragrance,PASSED TO THE TEST
EVCO-536,Rosemind Vit.E Lip Balm NO.1 Rose Fairy,RMLB001,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-536,Rosemind Vit.E Lip Balm NO.1 Rose Fairy,RMLB001,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-536,Rosemind Vit.E Lip Balm NO.1 Rose Fairy,RMLB001,Hardness,1.07 ± 0.1,1.06
EVCO-536,Rosemind Vit.E Lip Balm NO.1 Rose Fairy,RMLB001,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-536,Rosemind Vit.E Lip Balm NO.1 Rose Fairy,RMLB001,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-536,Rosemind Vit.E Lip Balm NO.1 Rose Fairy,RMLB001,Content,102.5ml,PASSED TO THE TEST
EVCO-537,Rosemind Vit.E Lip Balm NO.2 Mint Tea,RMLB002,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-537,Rosemind Vit.E Lip Balm NO.2 Mint Tea,RMLB002,Color,White,PASSED TO THE TEST
EVCO-537,Rosemind Vit.E Lip Balm NO.2 Mint Tea,RMLB002,Odor,Fragrance,PASSED TO THE TEST
EVCO-537,Rosemind Vit.E Lip Balm NO.2 Mint Tea,RMLB002,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-537,Rosemind Vit.E Lip Balm NO.2 Mint Tea,RMLB002,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-537,Rosemind Vit.E Lip Balm NO.2 Mint Tea,RMLB002,Hardness,1.07 ± 0.1,1.06
EVCO-537,Rosemind Vit.E Lip Balm NO.2 Mint Tea,RMLB002,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-537,Rosemind Vit.E Lip Balm NO.2 Mint Tea,RMLB002,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-537,Rosemind Vit.E Lip Balm NO.2 Mint Tea,RMLB002,Content,102.5ml,PASSED TO THE TEST
EVCO-538,Rose Mine Perfume Touch Gleaming Bijou,RMPG004,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-538,Rose Mine Perfume Touch Gleaming Bijou,RMPG004,Color,White,PASSED TO THE TEST
EVCO-538,Rose Mine Perfume Touch Gleaming Bijou,RMPG004,Odor,Fragrance,PASSED TO THE TEST
EVCO-538,Rose Mine Perfume Touch Gleaming Bijou,RMPG004,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-538,Rose Mine Perfume Touch Gleaming Bijou,RMPG004,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-538,Rose Mine Perfume Touch Gleaming Bijou,RMPG004,Hardness,1.07 ± 0.1,1.06
EVCO-538,Rose Mine Perfume Touch Gleaming Bijou,RMPG004,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-538,Rose Mine Perfume Touch Gleaming Bijou,RMPG004,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-538,Rose Mine Perfume Touch Gleaming Bijou,RMPG004,Content,102.5ml,PASSED TO THE TEST
EVCO-539,Rose Mine Perfume Touch Maybe,RMPG005,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-539,Rose Mine Perfume Touch Maybe,RMPG005,Color,White,PASSED TO THE TEST
EVCO-539,Rose Mine Perfume Touch Maybe,RMPG005,Odor,Fragrance,PASSED TO THE TEST
EVCO-539,Rose Mine Perfume Touch Maybe,RMPG005,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-539,Rose Mine Perfume Touch Maybe,RMPG005,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-539,Rose Mine Perfume Touch Maybe,RMPG005,Hardness,1.07 ± 0.1,1.06
EVCO-539,Rose Mine Perfume Touch Maybe,RMPG005,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-539,Rose Mine Perfume Touch Maybe,RMPG005,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-539,Rose Mine Perfume Touch Maybe,RMPG005,Content,102.5ml,PASSED TO THE TEST
EVCO-540,Rose Mine Perfume Touch Sweet Pea,RMPG006,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-540,Rose Mine Perfume Touch Sweet Pea,RMPG006,Color,White,PASSED TO THE TEST
EVCO-540,Rose Mine Perfume Touch Sweet Pea,RMPG006,Odor,Fragrance,PASSED TO THE TEST
EVCO-540,Rose Mine Perfume Touch Sweet Pea,RMPG006,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-540,Rose Mine Perfume Touch Sweet Pea,RMPG006,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-540,Rose Mine Perfume Touch Sweet Pea,RMPG006,Hardness,1.07 ± 0.1,1.06
EVCO-540,Rose Mine Perfume Touch Sweet Pea,RMPG006,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-540,Rose Mine Perfume Touch Sweet Pea,RMPG006,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-540,Rose Mine Perfume Touch Sweet Pea,RMPG006,Content,102.5ml,PASSED TO THE TEST
EVCO-541,Mimi Lauryne's Scent Remain Diffuser April,MLDF012,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-541,Mimi Lauryne's Scent Remain Diffuser April,MLDF012,Color,White,PASSED TO THE TEST
EVCO-541,Mimi Lauryne's Scent Remain Diffuser April,MLDF012,Odor,Fragrance,PASSED TO THE TEST
EVCO-541,Mimi Lauryne's Scent Remain Diffuser April,MLDF012,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-541,Mimi Lauryne's Scent Remain Diffuser April,MLDF012,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-541,Mimi Lauryne's Scent Remain Diffuser April,MLDF012,Hardness,1.07 ± 0.1,1.06
EVCO-541,Mimi Lauryne's Scent Remain Diffuser April,MLDF012,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-541,Mimi Lauryne's Scent Remain Diffuser April,MLDF012,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-541,Mimi Lauryne's Scent Remain Diffuser April,MLDF012,Content,102.5ml,PASSED TO THE TEST
EVCO-542,Mimi Lauryne's Scent Remain Diffuser Mango & Guava,MLDF013,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-542,Mimi Lauryne's Scent Remain Diffuser Mango & Guava,MLDF013,Color,White,PASSED TO THE TEST
EVCO-542,Mimi Lauryne's Scent Remain Diffuser Mango & Guava,MLDF013,Odor,Fragrance,PASSED TO THE TEST
EVCO-542,Mimi Lauryne's Scent Remain Diffuser Mango & Guava,MLDF013,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-542,Mimi Lauryne's Scent Remain Diffuser Mango & Guava,MLDF013,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-542,Mimi Lauryne's Scent Remain Diffuser Mango & Guava,MLDF013,Hardness,1.07 ± 0.1,1.06
EVCO-542,Mimi Lauryne's Scent Remain Diffuser Mango & Guava,MLDF013,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-542,Mimi Lauryne's Scent Remain Diffuser Mango & Guava,MLDF013,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-542,Mimi Lauryne's Scent Remain Diffuser Mango & Guava,MLDF013,Content,102.5ml,PASSED TO THE TEST
EVCO-543,Mimi Lauryne's Scent Remain Diffuser Queen's Flower,MLDF014,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-543,Mimi Lauryne's Scent Remain Diffuser Queen's Flower,MLDF014,Color,White,PASSED TO THE TEST
EVCO-543,Mimi Lauryne's Scent Remain Diffuser Queen's Flower,MLDF014,Odor,Fragrance,PASSED TO THE TEST
EVCO-543,Mimi Lauryne's Scent Remain Diffuser Queen's Flower,MLDF014,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-543,Mimi Lauryne's Scent Remain Diffuser Queen's Flower,MLDF014,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-543,Mimi Lauryne's Scent Remain Diffuser Queen's Flower,MLDF014,Hardness,1.07 ± 0.1,1.06
EVCO-543,Mimi Lauryne's Scent Remain Diffuser Queen's Flower,MLDF014,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-543,Mimi Lauryne's Scent Remain Diffuser Queen's Flower,MLDF014,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-543,Mimi Lauryne's Scent Remain Diffuser Queen's Flower,MLDF014,Content,102.5ml,PASSED TO THE TEST
EVCO-544,Mimi Lauryne's Scent Remain Soy Candle April,MLSC006,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-544,Mimi Lauryne's Scent Remain Soy Candle April,MLSC006,Color,White,PASSED TO THE TEST
EVCO-544,Mimi Lauryne's Scent Remain Soy Candle April,MLSC006,Odor,Fragrance,PASSED TO THE TEST
EVCO-544,Mimi Lauryne's Scent Remain Soy Candle April,MLSC006,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-544,Mimi Lauryne's Scent Remain Soy Candle April,MLSC006,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-544,Mimi Lauryne's Scent Remain Soy Candle April,MLSC006,Hardness,1.07 ± 0.1,1.06
EVCO-544,Mimi Lauryne's Scent Remain Soy Candle April,MLSC006,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-544,Mimi Lauryne's Scent Remain Soy Candle April,MLSC006,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-544,Mimi Lauryne's Scent Remain Soy Candle April,MLSC006,Content,102.5ml,PASSED TO THE TEST
EVCO-545,Mimi Lauryne's Scent Remain Soy Candle Mango & Guaba,MLSC007,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-545,Mimi Lauryne's Scent Remain Soy Candle Mango & Guaba,MLSC007,Color,White,PASSED TO THE TEST
EVCO-545,Mimi Lauryne's Scent Remain Soy Candle Mango & Guaba,MLSC007,Odor,Fragrance,PASSED TO THE TEST
EVCO-545,Mimi Lauryne's Scent Remain Soy Candle Mango & Guaba,MLSC007,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-545,Mimi Lauryne's Scent Remain Soy Candle Mango & Guaba,MLSC007,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-545,Mimi Lauryne's Scent Remain Soy Candle Mango & Guaba,MLSC007,Hardness,1.07 ± 0.1,1.06
EVCO-545,Mimi Lauryne's Scent Remain Soy Candle Mango & Guaba,MLSC007,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-545,Mimi Lauryne's Scent Remain Soy Candle Mango & Guaba,MLSC007,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-545,Mimi Lauryne's Scent Remain Soy Candle Mango & Guaba,MLSC007,Content,102.5ml,PASSED TO THE TEST
EVCO-546,Mimi Lauryne's Scent Remain Soy Candle Queen's Flower,MLSC008,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-546,Mimi Lauryne's Scent Remain Soy Candle Queen's Flower,MLSC008,Color,White,PASSED TO THE TEST
EVCO-546,Mimi Lauryne's Scent Remain Soy Candle Queen's Flower,MLSC008,Odor,Fragrance,PASSED TO THE TEST
EVCO-546,Mimi Lauryne's Scent Remain Soy Candle Queen's Flower,MLSC008,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-546,Mimi Lauryne's Scent Remain Soy Candle Queen's Flower,MLSC008,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-546,Mimi Lauryne's Scent Remain Soy Candle Queen's Flower,MLSC008,Hardness,1.07 ± 0.1,1.06
EVCO-546,Mimi Lauryne's Scent Remain Soy Candle Queen's Flower,MLSC008,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-546,Mimi Lauryne's Scent Remain Soy Candle Queen's Flower,MLSC008,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-546,Mimi Lauryne's Scent Remain Soy Candle Queen's Flower,MLSC008,Content,102.5ml,PASSED TO THE TEST
EVCO-547,Mimi Lauryne's Scent Remain Protein Shampoo Queen's Flower,MLSP004,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-547,Mimi Lauryne's Scent Remain Protein Shampoo Queen's Flower,MLSP004,Color,White,PASSED TO THE TEST
EVCO-547,Mimi Lauryne's Scent Remain Protein Shampoo Queen's Flower,MLSP004,Odor,Fragrance,PASSED TO THE TEST
EVCO-547,Mimi Lauryne's Scent Remain Protein Shampoo Queen's Flower,MLSP004,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-547,Mimi Lauryne's Scent Remain Protein Shampoo Queen's Flower,MLSP004,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-547,Mimi Lauryne's Scent Remain Protein Shampoo Queen's Flower,MLSP004,Hardness,1.07 ± 0.1,1.06
EVCO-547,Mimi Lauryne's Scent Remain Protein Shampoo Queen's Flower,MLSP004,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-547,Mimi Lauryne's Scent Remain Protein Shampoo Queen's Flower,MLSP004,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-547,Mimi Lauryne's Scent Remain Protein Shampoo Queen's Flower,MLSP004,Content,102.5ml,PASSED TO THE TEST
EVCO-548,Mimi Lauryne's Scent Remain Protein Hair Serum Queen's Flower,MLHS004,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-548,Mimi Lauryne's Scent Remain Protein Hair Serum Queen's Flower,MLHS004,Color,White,PASSED TO THE TEST
EVCO-548,Mimi Lauryne's Scent Remain Protein Hair Serum Queen's Flower,MLHS004,Odor,Fragrance,PASSED TO THE TEST
EVCO-548,Mimi Lauryne's Scent Remain Protein Hair Serum Queen's Flower,MLHS004,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-548,Mimi Lauryne's Scent Remain Protein Hair Serum Queen's Flower,MLHS004,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-548,Mimi Lauryne's Scent Remain Protein Hair Serum Queen's Flower,MLHS004,Hardness,1.07 ± 0.1,1.06
EVCO-548,Mimi Lauryne's Scent Remain Protein Hair Serum Queen's Flower,MLHS004,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-548,Mimi Lauryne's Scent Remain Protein Hair Serum Queen's Flower,MLHS004,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-548,Mimi Lauryne's Scent Remain Protein Hair Serum Queen's Flower,MLHS004,Content,102.5ml,PASSED TO THE TEST
EVCO-549,Mimi Lauryne's Scent Remain Protein Conditioner Queen's Flower,MLRS004,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-549,Mimi Lauryne's Scent Remain Protein Conditioner Queen's Flower,MLRS004,Color,White,PASSED TO THE TEST
