ingredient_code,ingredient_name,manufacturer,origin_country,purchase_type,purchase_method
MAA-0001,Allantoin,WUHU HUAHAI BIOLOGY ENGINEERING ,블루켐,무작위,원료실
MAA-0002,알로에베라 추출물,인코스,인코스,무작위,원료실
MAA-0016,Anti-Shadow Complex,Ichmaru,한주씨앤씨,무작위,원료실
MAA-0017,알부틴 (Arbutin),엔지켐,썬화인글로벌,무작위,원료실
MAA-0018,신선초 추출물(ANGELICA EXT),씨앤비바이오,씨앤비바이오,무작위,원료실
MAA-0020,초과(초도구)추출물,씨앤비바이오,씨앤비바이오,무작위,원료실
MAA-0021,Adenosine(podwer),SHARING,㈜나노젠,무작위,원료실
MAA-0022,Aquasilicone,H&A 파마켐,샘스씨앤에스,무작위,원료실
MAA-0024,아카시아추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAA-0025,은행잎추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAA-0026,레몬밤추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAA-0027,Avocado ext.,내추럴솔루션,내추럴솔루션,무작위,원료실
MAA-0028,Azure 3 Complex,내추럴솔루션,내추럴솔루션,무작위,원료실
MAA-0029,Aloe Powder (200:1),American Grown Aloe LLC,㈜블루켐,무작위,원료실
MAA-0030,안젤리카추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAA-0031,사과추출물-PF,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAA-0032,아로니아열매 추출물 H,BIO-FD&C,BIO-FD&C,무작위,원료실
MAA-0033,악마의발톱뿌리추출물-PF,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAA-0034,은행나무잎추출물,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAA-0035,Amino Acid Solution,주식회사 더가든오브내추럴솔루션,주식회사 더가든오브내추럴솔루션,무작위,원료실
MAA-0036,Ascorbic Acid Fine Powder,DSM,세로켐,무작위,원료실
MAA-0037,아티초크잎추출물-PF,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAA-0038,어성초 추출수 - HD,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAA-0039,아텔로콜라겐솔루션(0.1%),내추럴솔루션,내추럴솔루션,무작위,원료실
MAB-0004,Biolac,Barnet,비젼화학,무작위,원료실
MAB-0009,블랙커민씨 추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAB-0010,바오밥나무 추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAB-0011,병풀 추출물 H,(주)바이오에프디엔씨,(주)바이오에프디엔씨,무작위,원료실
MAB-0012,병풀추출물 ,㈜즐거운회사,㈜즐거운회사,무작위,원료실
MAB-0013,Byungpul Extract-Ev ,㈜즐거운회사,㈜즐거운회사,무작위,원료실
MAB-0014,Blue Complex H,(주)바이오에프디엔씨,(주)바이오에프디엔씨,무작위,원료실
MAB-0015,푸른연꽃추출물-PF,㈜즐거운회사,㈜즐거운회사,무작위,원료실
MAB-0016,비피다발효추출물-HD,㈜즐거운회사,㈜즐거운회사,무작위,원료실
MAB-0017,D-Biotin,NHU,(주)블루켐,무작위,원료실
MAB-0018,BioDTox,바이오스펙트럼㈜,바이오스펙트럼㈜,무작위,원료실
MAB-0019,Brillain MB218,"BEIJING BRILLIANCE BIOTECH CO., LTD.",(주)블루켐,무작위,원료실
MAC-0001,캐모마일꽃추출물 [Chamomile Ext.],(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAC-0016,CM-Glucan,Mibelle AG,세일,무작위,원료실
MAC-0018,"Ceramide 3B,DS-CeramideY30",Solus,(주)모아캠,무작위,원료실
MAC-0021,Caffein,Kaden,랩싸이언스,무작위,원료실
MAC-0025,Cucumber Extract,유로코스텍,유로코스텍,무작위,원료실
MAC-0026,Charcoal Powder(참숯파우더）,(주)씨앤비코스메틱,(주)이현에프앤씨,무작위,원료실
MAC-0031,Carrot Extract,,신아무역,무작위,원료실
MAC-0032,Coral Water(산호수추출물),씨앤비바이오,씨앤비바이오,무작위,원료실
MAC-0033,Caviar Extract,더마랩,더마랩,무작위,원료실
MAC-0034,Cocoa Powder D-11-S,인투푸드,인투푸드,무작위,원료실
MAC-0035,체리추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAC-0036,창포 Ext.,,,무작위,원료실
MAC-0037,코카오 complex,내추럴솔루션,내추럴솔루션,무작위,원료실
MAC-0038,크렌베리추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAC-0039,컴프리잎추출물-SP,내추럴솔루션,내추럴솔루션,무작위,원료실
MAC-0040,Centella Asiatica,HUNAN,(주)이우바이오,무작위,원료실
MAC-0041,CapColor CV-WSS,Chr. Hansen A / S,㈜주피터 인터내셔널,무작위,원료실
MAC-0042,캐나다빙하수 HD,(주)블루켐,(주)블루켐,무작위,원료실
MAC-0043,7 Collagen Complex,태신,태신,무작위,원료실
MAC-0044,칼라민파우더,DAYANG CHEM,(주)블루켐,무작위,원료실
MAC-0045,Cholesterol JP,NIPPON FINE CHEMICAL,한송,무작위,원료실
MAD-0002,DPG(Lipo DPG),DAEPYUNG,라온무역,무작위,원료실
MAD-0006,Deep Seawater(해양심층수),환경관리센터,젠슨리무역,무작위,원료실
MAD-0008,Dehydrated Rose Flower,GreenTek21,에스앤디랩,무작위,원료실
MAD-0009,머드파우더,보령시청,보령시청,무작위,원료실
MAD-0010,머드워터(추출물),보령시청,보령시청,무작위,원료실
MAD-0011,감나무잎추출물-PF,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAD-0012,당호박추출물,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAD-0013,두송열매추출물-PF,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAD-0014,바다포도추출물,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAD-0015,Dextrose anhydrous 98% [(Glucose)],덕산약품공업,블루켐,무작위,원료실
MAE-0009,Ederline H,Sepoga,금강무역,무작위,원료실
MAE-0011,Evermat,AAK,ASK corp ,무작위,원료실
MAE-0012,ECM-Protect,Atrium,비전씨앤티,무작위,원료실
MAE-0013,EVAS Herb Complex(HD), 더마랩,이스티온네이처,무작위,원료실
MAE-0014,BIO-EGF 10 H,BIO FD&C,BIO FD&C,무작위,원료실
MAE-0015,에바스-Pro Complex,내추럴솔루션,내추럴솔루션,무작위,원료실
MAE-0016,유칼립투스추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAE-0017,에델바이스추출물-SP,내추럴솔루션,내추럴솔루션,무작위,원료실
MAE-0018,Elastin H-HD,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAE-0019,Specbio Ectoin,Spec-Chem Industry Inc,나노젠,무작위,원료실
MAE-0020,EVAS Anti-odor Complex,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAF-0006,Fresh Green Bud,내추럴솔루션,내추럴솔루션,무작위,원료실
MAF-0007,후코이단추출물,㈜해림후코이단,㈜해림후코이단,무작위,원료실
MAF-0008,FruitMax Brown 900 WS,CHR-HANSEN,(주)주피터인터네셔널,무작위,원료실
MAG-0002,Gamma-Oryzanol,Tsumo Rice,정한약품,무작위,원료실
MAG-0003,Ginkgo Extract,씨앤비바이오,씨앤비바이오,무작위,원료실
MAG-0004,Gatuline RC,Gatefosse,(주)노바켐,무작위,원료실
MAG-0007,HIZ Wheat Protein,즐거운회사,즐거운회사,무작위,원료실
MAG-0009,Green Tea Ext.,㈜즐거운회사,㈜즐거운회사,무작위,원료실
MAG-0012,자몽추출물-PF,㈜즐거운회사,㈜즐거운회사,무작위,원료실
MAG-0021,갈락토미세스 발효여과물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAG-0022,포도추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAG-0023,Guaiazulene [symrise],,이현에프앤씨,무작위,원료실
MAG-0024,감귤추출물-PF,즐거운회사,즐거운회사,무작위,원료실
MAG-0025,고수추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAG-0026,검정콩추출물,㈜즐거운회사,㈜즐거운회사,무작위,원료실
MAG-0027,L-Glutathione,"Kyowa Hakko Bio Co., Ltd.",(주)블루켐,무작위,원료실
MAG-0028,녹차파우더 GB 3000,지엔바이오,지엔바이오,무작위,원료실
MAG-0029,가르시니아열매추출물-PF,㈜즐거운회사,㈜즐거운회사,무작위,원료실
MAG-0030,금사연둥지추출물,㈜즐거운회사,㈜즐거운회사,무작위,원료실
MAG-0031,GREEN WS-P HIGH,NATUREX,(주)코스파인,무작위,원료실
MAG-0032,Ginsenosides Solution,옵트바이오,옵트바이오,무작위,원료실
MAG-0033,Ginsenoside Exosome #9,옵트바이오,옵트바이오,무작위,원료실
MAH-0001,위치하젤 추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAH-0006,로즈마리추출물,㈜즐거운회사,㈜즐거운회사,무작위,원료실
MAH-0007,Herbasol Ext.Spruce Needles,Cosmetochem,세일,무작위,원료실
MAH-0008,Honey,동서/아카시아,쿠팡,무작위,원료실
MAH-0011,Ivy Ext.(담쟁이),(주)씨앤비바이오,(주)씨앤비바이오,무작위,원료실
MAH-0018,꿀추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAH-0019,황토파우더(4000mesh), ,신아무역,무작위,원료실
MAH-0020,해당화뿌리 추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAH-0021,스웨덴 홍차추출물(HD),C&B BIO,㈜블루켐,무작위,원료실
MAH-0022,히비스커스꽃추출물,㈜즐거운회사,㈜즐거운회사,무작위,원료실
MAH-0023,Houttuynia Cordata pwd GB 1000,지엔바이오,지엔바이오,무작위,원료실
MAH-0024,홍삼수-HD,㈜즐거운회사,㈜즐거운회사,무작위,원료실
MAH-0025,Hyal 11(T),태신,태신,무작위,원료실
MAI-0003,INFLAX,(주)바이오에프디엔씨,(주)바이오에프디엔씨,무작위,원료실
MAI-0004,아이리스추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAI-0005,인삼발효(B)여과물-HD,㈜즐거운회사,㈜즐거운회사,무작위,원료실
MAI-0006,아이슬란드이끼추출물-PF,㈜즐거운회사,㈜즐거운회사,무작위,원료실
MAJ-0001,쟈스민추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAJ-0002,차전초(질경이) 추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAJ-0003,Jeju Blossom(PD),내추럴솔루션,내추럴솔루션,무작위,원료실
MAJ-0004,제비꽃 추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAJ-0005,진주추출물-NP ,내추럴솔루션,내추럴솔루션,무작위,원료실
MAJ-0006,작약꽃추출물,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAK-0001,Keratin H-HD,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAL-0001,L-Arginine,대상,(주)한백씨앤에프,무작위,원료실
MAL-0013,다시마추출물-PF,즐거운회사,즐거운회사,무작위,원료실
MAL-0014,백합추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAL-0015,Lactobiol Liquid PF,I.D.bio,썬화인글로벌,무작위,원료실
MAL-0016,라벤더추출물-NS,내추럴솔루션,내추럴솔루션,무작위,원료실
MAL-0017,Organic Lemonbalm Water,내추럴솔루션,내추럴솔루션,무작위,원료실
MAL-0018,레몬추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAL-0019,Lovely Berry 4 Complex,내추럴솔루션,내추럴솔루션,무작위,원료실
MAL-0020,라임추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAL-0021,Lavender Extract-PD,내추럴솔루션,내추럴솔루션,무작위,원료실
MAL-0022,락토바실러스발효물-HD,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAL-0023,리치열매추출물,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAL-0024,Lacto 10 Complex,내추럴솔루션,내추럴솔루션,무작위,원료실
MAM-0001,Marigold Ext.(금잔화),(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAM-0003,Mulberry Ext.(BG),Marusen,유로코스텍,무작위,원료실
MAM-0011,Marine Collagen (KV),㈜단정바이오,케이에스캠,무작위,원료실
MAM-0015,Mela white Complex,더마랩,이스티온네이처,무작위,원료실
MAM-0016,맥반석(신),동서캠,동서캠,무작위,원료실
MAM-0017,Milk,서울우유,서울우유,무작위,원료실
MAM-0019,Microzest Coffee,,지코,무작위,원료실
MAM-0025,Magic Solution 9507,더마랩,더마랩,무작위,원료실
MAM-0026,모링가잎추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAM-0027,우유추출물-NP,내추럴솔루션,내추럴솔루션,무작위,원료실
MAM-0028,망고추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAM-0029,Marine Collagen (KV) (H),㈜단정바이오,케이에스켐,무작위,원료실
MAM-0030,MSM,Hangzhou Ruijiang Chemical,지코,무작위,원료실
MAM-0031,마카추출물,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAM-0032,MultiEx BSASM Plus,바이오스펙트럼㈜,바이오스펙트럼㈜,무작위,원료실
MAM-0033,Melafresh T96,Southern Cross Botanicals Pty Ltd,(주)블루켐,무작위,원료실
MAM-0034,MS-NeoBead GR13(G),미산캠프인터내셔널,미산캠프인터내셔널,무작위,원료실
MAM-0035,Madecassoside 90,"Nanning Xingjing
Technology",인코스,무작위,원료실
MAM-0036,마트리카리아꽃수-HD,즐거운회사,즐거운회사,무작위,원료실
MAN-0001,Nicotinamide PC,DSM,세로켐,무작위,원료실
MAN-0003,Nutrilan-H,코그니스,코그니스코리아,무작위,원료실
MAN-0005,Nayasol-99,MDH Laboratories,태성사,무작위,원료실
MAN-0008,Nanoceramide(5%),H&A 파마켐,샘스씨앤에스,무작위,원료실
MAN-0009,NSG,팁스트레이드,팁스트레이드,무작위,원료실
MAN-0010,난황추출물-PF,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAN-0011,Nanoactive RAL,HANGZHOU LINGEBA TECHNOLOGY,㈜에코텍아이앤씨,무작위,원료실
MAO-0006,오렌지추출물-PF,즐거운회사,즐거운회사,무작위,원료실
MAO-0007,Oat Extract,더마랩,더마랩,무작위,원료실
MAO-0008,온천수-WP,내추럴솔루션,내추럴솔루션,무작위,원료실
MAO-0009,오이추출물-PF,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAP-0011,하이드롤라이즈드실크-HD,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAP-0015,Phytokine,Coletica,세일 ,무작위,원료실
MAP-0016,Prodhy Ext' AHA,Prod'hyg,욱성물산,무작위,원료실
MAP-0018,Photopreventine (Structurine),Silab,에스앤디랩,무작위,원료실
MAP-0019,Portulaca Ext. (마치현),유로코스텍,씨앤비바이오,무작위,원료실
MAP-0020,Phyto Protein Complex (= PHYTOKERATIN),즐거운회사,즐거운회사,무작위,원료실
MAP-0021,Pine bud Extract,바이오랜드,바이오랜드,무작위,원료실
MAP-0022,석류추출물(Punica Extract),유로코스텍,유로코스텍,무작위,원료실
MAP-0027,Pumpkin Powder,GreenTek21,에스앤디랩,무작위,원료실
MAP-0028,Phyto Oligo,더마랩, 더마랩,무작위,원료실
MAP-0029,편강추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAP-0030,Phyto Aqua HA-05,케미랜드,케미랜드,무작위,원료실
MAP-0031,편백나무추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAP-0032,Phytobright-FR(PD),내추럴솔루션,내추럴솔루션,무작위,원료실
MAP-0033,프로폴리스 추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAP-0034,복숭아추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAP-0035,Peptuin 9 Balance,(주)바이오에프디엔씨,(주)바이오에프디엔씨,무작위,원료실
MAP-0036,프로폴리스 추출수,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAP-0037,패션프룻열매추출물,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAP-0038,Puensomes Yellow02 40/60,Puenbiotech Shanghai,인코스,무작위,원료실
MAP-0039,AIO Marine Plant PDRN,올인원진텍,이와세코스파한국㈜,무작위,원료실
MAP-0040,Phytoserene,ROELMI HPC,가나씨앤피,무작위,원료실
MAR-0006,Rose Water,ENNAGRAM,(주)디알 켐 무역,무작위,원료실
MAR-0010,Retisome 500-LPN,바이오엔텍,에스앤디랩,무작위,원료실
MAR-0011,Red Wine Extract,더마랩,더마랩,무작위,원료실
MAR-0012,홍삼추출물-Ev,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAR-0013,루이보스차 추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAR-0014,로즈오브예리코 추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAR-0015,RCe(LS) FM-HD,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAR-0016,RNC 2118,G&B BIO,(주)블루켐,무작위,원료실
MAR-0017,쌀가루 [햇쌀마루/박력쌀가루],햇쌀마루,주식회사 에스에이컴퍼니,무작위,원료실
MAS-0003,Skimmed Milk Powder,서울우유,서울우유,무작위,원료실
MAS-0004,Steviten-SG,대평,해피콜,무작위,원료실
MAS-0008,조류(Algae)추출물,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAS-0009,Snow White Coral Alga,Campo R & D,오네스,무작위,원료실
MAS-0011,Sericin Liquid B,Ichimaru,유로코스텍,무작위,원료실
MAS-0012,Song-Yi Mushroom Extract,Campo R & D,오네스,무작위,원료실
MAS-0016,상황버섯 추출물,유로코스텍,유로코스텍,무작위,원료실
MAS-0017,Seboclear,Rahn AG,비젼화학,무작위,원료실
MAS-0018,쌀추출물,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAS-0019,Strawberry Extract,내추럴솔루션,내추럴솔루션,무작위,원료실
MAS-0020,SNLT Adenoshere 2.0,바이오스펙트럼,한화에프앤씨,무작위,원료실
MAS-0021,Seed Complex,(주)씨앤비바이오,(주)씨앤비바이오,무작위,원료실
MAS-0022,페퍼민트 추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAS-0023,헨나추출물 ,(주)즐거운회사(주)즐거운회사20000,,무작위,원료실
MAS-0025,SFE Black Rice ,Greentek21,에스앤디랩,무작위,원료실
MAS-0026,Stay -C50,DSM,세로켐,무작위,원료실
MAS-0027,Skin Plus Calm,내추럴솔루션,내추럴솔루션,무작위,원료실
MAS-0028,달팽이점액여과물-PF,(주)즐거운회사(주)즐거운회사20000,,무작위,원료실
MAS-0029,생모단-Evas,내추럴솔루션,내추럴솔루션,무작위,원료실
MAS-0030,솔잎가루,대박식품,청명약초,무작위,원료실
MAS-0031,Sage Extract-PD,내추럴솔루션,내추럴솔루션,무작위,원료실
MAS-0032,사철쑥추출물,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAS-0033,사탕무뿌리추출물-PF,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAS-0034,스피룰리나추출물,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAS-0035,실크추출물,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAS-0036,생강추출물-PF,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAS-0037,Sytenol A,Sytheon,㈜블루켐,무작위,원료실
MAS-0038,Sodium Hyaluronate Powder(120만),Shandong Focusfreda Biotech Co,(주)블루켐,무작위,원료실
MAS-0039,SinoWhite TXA,주식회사썬화인글로벌,주식회사썬화인글로벌,무작위,원료실
MAS-0040,OPT Sugar Cane Extract (HD),옵트바이오,옵트바이오,무작위,원료실
MAS-0041,산호추출물-PF,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAS-0042,SpecWhite 03,Spec-Chem Industry Inc,(주)초이스엔텍,무작위,원료실
MAT-0005,Tensine(with preservative),Silab ,윤영무역,무작위,원료실
MAT-0008,Tomato Extract,내추럴솔루션,내추럴솔루션,무작위,원료실
MAT-0009,T-Flower Complex,내추럴솔루션,내추럴솔루션,무작위,원료실
MAT-0010,Tropical Fruits Complex-GS,내추럴솔루션,내추럴솔루션,무작위,원료실
MAT-0011,탄산수,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAT-0012,티트리잎추출물-PF,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAT-0013,티트리잎수-HE,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAT-0014,TECA 90,Nanning Xingjing Technology,인코스,무작위,원료실
MAU-0002,Unibiovit B-332,(주)씨앤비바이오,(주)씨앤비바이오,무작위,원료실
MAU-0003,Unipearls SGE,Induchem,케이에스켐,무작위,원료실
MAU-0004,Unipearls SRE,Induchem,케이에스켐,무작위,원료실
MAU-0005,유자추추물-PF,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAU-0006,울릉해양심층수-THD,더가든오브내추럴솔루션,더가든오브내추럴솔루션,무작위,원료실
MAV-0002,Vitamin-E Acetate,DSM,세로켐,무작위,원료실
MAV-0004,Vegebios of Pineapple,C.E.P,세일 ,무작위,원료실
MAV-0005,파파야열매추출물,즐거운회사,즐거운회사,무작위,원료실
MAV-0006,Vitasome Complexe,바이오엔텍,에스앤디랩,무작위,원료실
MAV-0007,비타민수,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAV-0008,Vita CE 990,(주)케미랜드,(주)케미랜드,무작위,원료실
MAV-0009,비니거추출물,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAV-0010,Vita 11 TS (C),태신,태신,무작위,원료실
MAV-0011,Vitamin B12 Cryst,DSM,세로켐,무작위,원료실
MAV-0012,VDRN DamaskRosa,지앤비바이오,블루켐,무작위,원료실
MAW-0002,백차(White Tea),GreenTek21,에스앤디랩,무작위,원료실
MAY-0002,Yucca Glauca Extract,,,무작위,원료실
MAY-0003,윤부용 (Yoon Bu Yong),dermalab,이스티온네이처(Isty On Nature),무작위,원료실
MAY-0005,산다화추출물(동백꽃추출물),내추럴솔루션,내추럴솔루션,무작위,원료실
MAY-0007,약쑥 추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAY-0008,양배추 추출물,내추럴솔루션,내추럴솔루션,무작위,원료실
MAY-0009,연꽃추출물-SP,내추럴솔루션,내추럴솔루션,무작위,원료실
MAY-0010,약모밀추출물-PF,(주)즐거운회사,(주)즐거운회사,무작위,원료실
MAY-0011,YNC 1113,G&B BIO,㈜블루켐,무작위,원료실
MAZ-0002,Zetazome Co Q10 AQ 1,,에스앤디랩,무작위,원료실
MCB-0002,Blue No 1,Kiriya chem,보락,무작위,원료실
MCB-0004,Eco - Blue,FC&F,미시우먼,무작위,원료실
MCB-0005,Eco - Brown,,,무작위,원료실
MCC-0001,카카오색소,,이현에프앤에프,무작위,원료실
MCC-0002,Colorona Gold Plus MP-25,Merck,케미랜드,무작위,원료실
MCC-0003,Cosmetica Crystal White 9001P,Merck,케미랜드,무작위,원료실
MCC-0004,카라멜,,인터넷구매,무작위,원료실
MCC-0005,C61-1245,SunChemical,케이에스켐,무작위,원료실
MCC-0006,Cosmi 100,fuzhou kuncai fine chemicals co. ltd,(주)나노젠,무작위,원료실
MCC-0007,CC Bead WTY,(주)케미랜드,(주)케미랜드,무작위,원료실
MCC-0008,CC Bead WTR,(주)케미랜드,(주)케미랜드,무작위,원료실
MCC-0009,Cosmi KC 8900,KUNCAI,나노젠,무작위,원료실
MCC-0010,"Gardenia Safflower Extract-
BS (powder) [수용성]",정도화학,정도화학,무작위,원료실
MCC-0011,Cosmi 8856,"FUJIAN KUNCAI 
MATERIAL TECHNOLOGY",나노젠,무작위,원료실
MCD-0009,D&C Yellow No.11(kishi),Kishi Kasei,신양무역,무작위,원료실
MCF-0001,FD&C Blue No.1(Kishi),㈜보락,신양무역,무작위,원료실
MCF-0002,FD&C Green No.3(Kishi),Kishi Kasei,신양무역,무작위,원료실
MCF-0005,황색 4호 (FD_C Yellow No.5) [Kishi],Kishi Kasei,신양무역,무작위,원료실
MCF-0006,FD&C Yellow No.6(Kishi),Kishi Kasei,신양무역,무작위,원료실
MCG-0001,Eco-Hunter Green,,,무작위,원료실
MCO-0001,Orange 205,Kishi Kasei,신양무역,무작위,원료실
MCP-0001,Eco - Purple,,,무작위,원료실
MCR-0001,R-2 (아마란스),㈜보락,신양무역,무작위,원료실
MCR-0002,R-401(비오라민),Kishi Kasei,신양무역,무작위,원료실
MCR-0005,RED 227,Kishi Kasei,신양무역,무작위,원료실
MCR-0006,RED 225,Kishi Kasei,신양무역,무작위,원료실
MCR-0007,RED 504,Kishi Kasei,신양무역,무작위,원료실
MCR-0008,RED 102,Kishi Kasei,신양무역,무작위,원료실
MCR-0009,Eco - Red,FC&F,미시우먼,무작위,원료실
MCT-0006,Tiovel AQ-G,타임향료,타임향료,무작위,원료실
MCT-0007,Timiron Splendid Red,Merck,케미랜드,무작위,원료실
MCT-0008,Tio2 CR-50,ISK,케미랜드,무작위,원료실
MCT-0009,Tarox LL-XLO,,,무작위,원료실
MCT-0010,Tarox R-516-L,,㈜케이에스켐,무작위,원료실
MCU-0001,Ultramarine Blue AS,UNIVAR,케미랜드,무작위,원료실
MCU-0002,UltraMarine Violet 12,VENATOR,㈜케이에스켐,무작위,원료실
MCV-0001,"VIOLET No,401(자색401호)",Kishi Kasei,신양무역,무작위,원료실
MCY-0001,Eco - Yellow,FC&F,미시우먼,무작위,원료실
MDA-0001,Aerosil 200,Evonik,(주)블루켐,무작위,원료실
MDA-0002,Aerosil R 972,Evonik,(주)블루켐,무작위,원료실
MDA-0003,Apricot pwd GB 500,GN Bio,GN Bio,무작위,원료실
MDB-0002,BBC Color Base(#23),보광화학,보광화학,무작위,원료실
MDC-0001,CosRED™,ARGILE DU VELAY,(주)한주씨앤씨,무작위,원료실
MDD-0001,DRY-FLO PC,Akzo Nobel,주식회사 한송,무작위,원료실
MDE-0001,EVAS BB Color Base-Light 01,,케미랜드,무작위,원료실
MDG-0001,Garcinia pwd GB 50,지엔바이오,지엔바이오,무작위,원료실
MDI-0001,Inducos 10/5,Induchem,젠슨리무역,무작위,원료실
MDK-0001,Kaolin JP-100,BRENNTAG SPECIALTIES.INC,(주)이현에프앤씨,무작위,원료실
MDP-0004,Puennature 7027,puenbiotech,인코스㈜,무작위,원료실
MDS-0012,Silight 10M DS,보광화학,보광화학,무작위,원료실
MDS-0013,SUNPMMA-S,선진화학,보광화학,무작위,원료실
MDS-0014,Supersil 5500,,㈜씨엔텍,무작위,원료실
MDS-0015,Silnos XL200,ABCNANOTECH,(주)미산캠프인터내셔널,무작위,원료실
MDS-0016,Silnos 130,ABCNANOTECH,(주)미산캠프인터내셔널,무작위,원료실
MDT-0009,Tio2 Nanosil,보광화학,보광화학,무작위,원료실
MFA-0012,Aloe H15036,한불화농,한불화농,무작위,원료실
MFA-0013,Acacia 35765,고려애프앤애프,고려애프앤애프,무작위,원료실
MFA-0014,Art Show A CSN040444,키맥스㈜,키맥스㈜,무작위,원료실
MFA-0015,Anita-31715,쎈텍㈜,쎈텍㈜,무작위,원료실
MFA-0016,Air Freshner A63454,고려애프앤애프,고려애프앤애프,무작위,원료실
MFB-0001,Baby Powder 40019S,,,무작위,원료실
MFB-0009,BTS 08346,Givaudan ,지보단코리아,무작위,원료실
MFB-0014,Body Cleanser A15385,한불화농,한불화농,무작위,원료실
MFB-0016,Body Cleanser A15194,한불화농,한불화농,무작위,원료실
MFB-0017,BODY CLEANSER A15752/R1,한불화농,한불화농,무작위,원료실
MFB-0019,Body Care HP-73035,한빛향료,한빛향료,무작위,원료실
MFB-0020,Body Care E15284,한불화농,한불화농,무작위,원료실
MFB-0021,Body Oil F15295,한불화농,한불화농,무작위,원료실
MFB-0022,Body Cleanser 70822,고려애프앤애프,고려애프앤애프,무작위,원료실
MFB-0024,Body Care 71021,고려애프앤애프,고려애프앤애프,무작위,원료실
MFB-0025,BODY Care 71008,고려애프앤애프,고려애프앤애프,무작위,원료실
