id,ingredient_code,component_order,inci_name_en,inci_name_kr,cas_number,composition_ratio,function,country_of_origin,created_at
c094415a-8c04-4b41-ad30-1fd4da2cd145,MOS-0028,1,Hippophae Rhamnoides Fruit Oil,비타민나무열매오일,90106-68-6,100.0000,Skin Conditioning Agent,중국,2026-01-28 16:37:18.006524+00
c0a5137c-0abb-4e1a-94bb-c658c8c51dcf,MAM-0001,2,Butylene Glycol,부틸렌글라이콜,107-88-0,20.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c0a5cbba-2a20-4646-8d44-ea12d2116472,MVN-0002,1,Cellulose,셀룰로오스,9004-34-6,100.0000,Bulking Agents,프랑스,2026-01-28 16:37:18.006524+00
c0af7821-0199-4cdc-b5fd-0e293b910866,MAG-0025,2,Butylene Glycol,부틸렌글라이콜,107-88-0,40.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c0c6042e-4f71-4fa8-9e35-28653878e5ad,MAM-0034,6,Butylene Glycol,부틸렌글라이콜,107-88-0,0.0020,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c10e5471-6f80-4227-89f0-db6f658fd1f3,MSO-0003,1,Olive Oil PEG-7 Esters,올리브오일피이지-7에스터,-,100.0000,Emusifying Agents,,2026-01-28 16:37:18.006524+00
c10fc9ae-4d50-452a-b21f-d2dae6aa30f5,MFB-0109,1,Fragrance,향료,,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
c1119903-f192-4cb3-879d-8f4d95db0abc,MFS-0079,1,Fragrance,향료,-,100.0000,Fragrance,,2026-01-28 16:37:18.006524+00
c114e35d-cc7a-4a86-8f0c-c19c635a4007,MSM-0013,1,Cocamidopropyl Betaine,코카미도프로필베타인,61789-40-0,30.0000,Surfactant,대한민국,2026-01-28 16:37:18.006524+00
c16932dd-343e-4c04-9d11-1c7c58d8bc94,MUM-0001,1,Benzophenone-9,벤조페논-9,76656-36-5,100.0000,UV Absorber,,2026-01-28 16:37:18.006524+00
c18d3efb-ad5e-4cf7-b966-9290fb4ea60f,MAM-0032,7,Glycyrrhiza Glabra (Licorice) Root Extract,스페인감초뿌리추출물,84775-66-6,1.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c1cff1c6-1a3f-4b1f-83fd-eda3aeb84c6f,MWP-0007,1,Myristic Acid,미리스틱애씨드,544-63-8,100.0000,"Emulsion Stabilizer, Surfactants",,2026-01-28 16:37:18.006524+00
c1d9eb7d-5e6b-4a50-9660-58bf9965e837,MAC-0037,5,Phenoxyethanol,,,0.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c1ee0a1b-d1e3-413b-aa1a-9a6fbc7a246b,MPP-0006,2,Methylparaben,메틸파라벤,99-76-3,0.0000,Preservative,이스라엘,2026-01-28 16:37:18.006524+00
c1f706d3-1f04-45e7-9fd3-be70c066f6f4,MSE-0028,1,Ceteareth-25,세테아레스-25,68439-49-6(Generic),100.0000,Emusifying Agent,이탈리아,2026-01-28 16:37:18.006524+00
c24f722c-2d06-4974-84c8-554e7249a2c7,MAL-0017,2,Sodium Benzoate,소듐벤조에이트,107-88-0,0.2700,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c2522a2c-9722-437d-84fb-3cb21606960e,MAL-0024,10,Saccharomyces/Camellia Sinensis Extract Ferment Filtrate,효모/녹차추출발효여과물,,1.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c2589314-0799-43fe-9916-01100c27ebf7,MAA-0022,4,Dimethicone,다이메티콘,9006-65-9,0.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c2641982-d053-4b5f-b6dd-fe7ead53959e,MSM-0033,1,Sodium Lauroyl Glutamate,소듐라우로일글루타메이트,29923-31-7,100.0000,Surfactant,대한민국,2026-01-28 16:37:18.006524+00
c28b0c9b-710a-4e93-a30f-a2153fed3b7d,MSA-0017,3,Hexyl Laurate,헥실라우레이트,34316-64-8,0.0000,Skin Conditioning Agent,,2026-01-28 16:37:18.006524+00
c2a91444-6b38-49ae-8bd6-528bbfe71619,MAR-0010,3,Caprylic/Capric Triglyceride,카프릴릭/카프릭트라이글리세라이드,56-81-5,12.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
c2c39fe0-0f78-4301-aba6-c3d14b011238,MAP-0031,3,Chamaecyparis Obtusa Leaf Extract,편백잎추출물,91745-97-0,5.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c2c4ecba-2d74-45e6-86c8-c109dc98ecc2,MAA-0026,3,Water,정제수,84082-61-1,50.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c2f74d5b-680c-41c3-8d23-e3dd68d93bcf,MPK-0001,2,Methylisothiazolinone,메칠이소치아졸리논,2682-20-4,0.0000,Preservative,한국,2026-01-28 16:37:18.006524+00
c30c3cce-26a1-4eba-a401-28ff955f4dc5,MKP-0005,1,Pentylene Glycol,펜틸렌글라이콜,5343-92-0,100.0000,Humectants,독일,2026-01-28 16:37:18.006524+00
c3442f98-291f-4cb8-9796-b5b674b9824b,MFL-0011,1,Fragrance,향료,68855-99-2,100.0000,Fragrance,,2026-01-28 16:37:16.589765+00
c3645409-b50b-4088-8ee2-e37b5230ef1e,MFF-0049,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
c39343fc-bd54-4626-a386-37841833ec51,MAM-0025,2,Polyglycerin-3,폴리글리세린-3,25618-55-7,0.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c3945d2f-c910-4bb3-8ded-ecf62ae2197a,MSX-0001,1,C12-20 Acid PEG-8 Ester,C12-20애씨드피이지-8에스터,68908-68-9,100.0000,Surfactant,이탈리아,2026-01-28 16:37:18.006524+00
c3a15509-5b3a-4ef3-bf1b-7d5a6710fe15,MCT-0006,4,Silica,실리카,7631-86-9,0.0000,Ultraviolet Light Absorbers,,2026-01-28 16:37:16.589765+00
c3c3505f-26e3-4afc-a405-3d48b8bc69b0,MAT-0012,2,Butylene Glycol,부틸렌글라이콜,107-88-0,40.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c3c7900b-2019-445d-8359-4b2672b0f570,MUT-0002,2,Diethylhexyl Carbonate,다이에틸헥실카보네이트,14858-73-2,0.0000,Sunscreen Agents,,2026-01-28 16:37:18.006524+00
c3d91f80-d150-4fd4-9812-6704104bcb7b,MAC-0033,2,Butylene Glycol,,,25.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c404c626-b2c3-4165-a013-0527e18b9881,MAL-0024,9,Lactobacillus/Angelica Keiskei Leaf/Stem Extract Ferment Filtrate,락토바실러스/신선초잎/줄기추출물발효여과물,,1.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c4127f1d-27de-4285-88cb-ec0d05e7dceb,MSM-0031,1,Stearamidopropyl Dimethylamine,스테아라미도프로필다이메틸아민,7651-02-07 00:00:00,100.0000,Surfactant,대한민국,2026-01-28 16:37:18.006524+00
c476a327-bbf1-4970-aaef-959f16dbd9a2,MAG-0007,1,Glycerin,,7732-18-5,85.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c4889355-b6a1-4082-829a-31f4cb80b2af,MOL-0002,1,White Mineral Oil,미네랄오일,8042-47-5,100.0000,Skin Conditioning Agent,,2026-01-28 16:37:18.006524+00
c4997053-26ba-4c9e-8be2-c363ca7a10aa,MAC-0039,1,Water,정제수,7732-18-5,55.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c49c5e61-4279-4f6b-b8a8-eeb2fee1c1b3,MVV-0004,1,Sodium Polyacryloyldimethyl Taurate,소듐폴리아크릴로일다이메틸타우레이트,ㅡ,40.0000,Viscosity Increasing Agent,홍콩,2026-01-28 16:37:18.006524+00
c4c06cfc-2052-473b-882d-79806f97a43d,MDB-0002,6,Red Oxide of Iron,적색산화철,1309-37-1,1.9400,Bulking Agents,대한민국,2026-01-28 16:37:16.589765+00
c4d7af08-b0d2-4229-93c8-be848ec373c4,MAV-0010,7,Menadione,메나다이온,58-27-5,0.0500,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c4eeca11-e581-462c-ab55-1270cb7208cb,MSO-0006,1,Cetearyl Olivate,세테아릴올리베이트,-,60.0000,Emusifying Agents,이탈리아,2026-01-28 16:37:18.006524+00
c5142d23-5251-48f0-b0fd-2e4076b83ea8,MSP-0008,1,Polyglyceryl-4 Laurate,폴리글리세릴-4라우레이트,74504-64-6,60.0000,Emusifying Agents,미국,2026-01-28 16:37:18.006524+00
c5356cdc-55e0-42af-9ab8-579cfaa64a90,MFF-0045,1,Fragrance,향료,,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
c5496e3b-a7f1-4217-90ff-a6c21d4e35ff,MAV-0010,8,Bioflavonoids,바이오플라보노이드,61788-55-4,0.0010,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c54a130d-d77d-4699-a8ee-d67b143c622e,MAA-0025,1,Water,,7732-18-5,55.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c568c970-6fb7-4382-9fc1-1caadc2d661f,MOV-0001,1,Glyceryl Linoleate,글리세릴리놀리에이트,2277-28-3,0.0000,Skin Conditioning Agent,독일,2026-01-28 16:37:18.006524+00
c56a1542-a0e3-4461-a9fe-cfb63a61268b,MAP-0037,2,Butylene Glycol,부틸렌글라이콜,107-88-0,40.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c58597b1-5d92-499f-b47d-180197c12ef9,MSE-0029,2,Sodium Cocoyl Isethionate,소듐코코일이세티오네이트,61789-32-0,22.0000,Surfactant,대한민국,2026-01-28 16:37:18.006524+00
c5b90e0d-535f-48b2-be6e-d9e91ceb27e1,MFS-0097,1,Callitris Columellaris Seed Oil,싸이프러스씨오일,192526-11-7,100.0000,Skin Conditioning Agent,프랑스,2026-01-28 16:37:18.006524+00
c5cdb962-2427-47cd-99ff-bab52e5d406b,MAM-0032,9,"Rosmarinus Officinalis (Rosemary) Leaf
Extract",로즈마리잎추출물,84604-14-8,0.5000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c5d1c845-0bef-479b-9693-3a9ad2f9ae8f,MFC-0028,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
c5fa3aaa-58e5-4bd6-b537-ffa41f24d654,MSE-0008,1,PEG-5 Glyceryl Stearate,피이지-5글리세릴스테아레이트,-,100.0000,Surfactant,일본,2026-01-28 16:37:18.006524+00
c601ae95-b6c1-4e49-bafb-335182525f3c,MFB-0052,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
c60e48f0-f6af-4f81-a187-ef16ed4719e8,MFP-0037,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:18.006524+00
c614b422-5e3a-4ea7-aaee-bf6f019350da,MAV-0006,7,Tocopheryl Acetate,토코페릴아세테이트,58-95-7,0.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
c6399f0c-fccd-4547-a57b-3add07ea90be,MSP-0005,2,Water,정제수,7732-18-5,72.0000,Surfactant,대한민국,2026-01-28 16:37:18.006524+00
c672a330-d71c-459c-a226-27f0e275bbc2,MAE-0012,1,Tripeptide-2,트라이펩타이드-2,-,0.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
c6bd4d7b-782f-4455-a5ff-dd73dc82c4a3,MAE-0013,8,"Hamamelis Virginiana (Witch Hazel)
Bark/Leaf/Twig Extract",버지니아풍년화껍질/잎/잔가지추출물,84696-19-5,0.2300,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c6da1745-da51-4b95-93fb-a45d8e6aad78,MAA-0035,14,Valine,발린,516-06-3 (DL-),0.0100,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c711d681-5321-4a86-a170-17cd685f1120,MCC-0010,3,Dextrin,덱스트린,9004-53-9,25.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c7256940-b98a-4038-bbbd-4ed4c0ada7c4,MAT-0011,1,Water,탄산수,7732-18-5,97.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c7582111-4225-43cd-98fd-5972fc3efb4f,MXT-0001,1,Triethanolamine,트라이에탄올아민,102-71-6,100.0000,pH Adjuster,,2026-01-28 16:37:18.006524+00
c7605651-e9eb-41ca-a70a-3dc6db79eece,MFC-0020,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
c7650e62-9233-4e00-8526-7cd715be165a,MFF-0011,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
c7745907-465e-43d7-8f1a-60afe13fb321,MAP-0016,7,Prunus Armeniaca (Apricot) Fruit Extract,야생딸기추출물,68650-44-2,0.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
c7774199-d3c2-4570-a028-e7a917e383be,MAA-0029,2,MALTO-DEXTRIN,,,5.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c78cd1c9-5f73-4662-a3f2-1d38d6d41df8,MAA-0002,1,Water,정제수,7732-18-5,59.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
c7cded2a-2092-48d4-b6d8-438398d281ad,MOM-0010,1,Cyclopentasiloxane,사이클로펜타실록세인,541-02-6,50.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:18.006524+00
c7f0388a-24fc-4307-9f69-e5f3b97fe13d,MAP-0040,1,Beta-sitosterol,베타-시토스테롤,83-46-5,100.0000,Skin Conditioning Agent,이탈리아,2026-01-28 16:37:16.589765+00
c8270f57-99d7-4df7-aef7-edc7fd953702,MFF-0018,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
c82d8203-44db-40f9-9df2-0b50f787d851,MAH-0018,1,Water,정제수,7732-18-5,59.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c833746c-405a-4be3-b324-93167d26a80e,MSM-0024,3,Water,정제수,,10.0000,"Antistatic Agents, Hair Conditioning Agent",,2026-01-28 16:37:18.006524+00
c841037d-896d-400f-bae7-528ced5a91d9,MFF-0036,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
c868afda-3124-4301-8384-e6630e6e4239,MFB-0044,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
c87a6ced-95d9-49c8-9665-06b1dbb9873c,MOO-0002,2,Organic virgin olive extra oil,,8001-25-0,20.0000,Skin Conditioning Agent,,2026-01-28 16:37:18.006524+00
c8d4cdf9-0bee-4607-8d28-f3fba4adb44e,MFS-0083,1,Fragrance,향료,-,100.0000,Fragrance,,2026-01-28 16:37:18.006524+00
c8d91c06-8717-4f9e-bcee-995c525815fc,MAA-0022,3,Glycerin,글리세린,56-81-5,0.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c8fd63a3-8706-4fef-9ff3-6ecdc684fff4,MAS-0029,13,Lycium Chinense Fruit Extract,구기자추출물,-,0.2500,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c9053cd3-af43-4ad0-80a3-7cbc4a7f1977,MAS-0029,3,Rehmannia Glutinosa Root Extract,지황뿌리추출물,-,0.9000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c913b270-0512-4b15-9af0-bd6fda4d632a,MFS-0107,1,Fragrance,향료,8014-09-3,100.0000,Fragrance,대한민국,2026-01-28 16:37:18.006524+00
c9302add-34c0-4536-bc85-da5c57b35ed5,MAY-0010,1,Water,정제수,7732-18-5,55.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c982ba58-bc30-4314-87f1-c80f5fc95bdc,MFS-0095,1,Fragrance,향료,-,100.0000,Fragrance,,2026-01-28 16:37:18.006524+00
c99a001b-aba1-4f4c-926f-c4fbdc350164,MAC-0042,4,Caprylyl Glycol,카프릴릴글라이콜,1117-86-8,0.0500,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
c9a4041c-fc30-4b4e-a092-d5dff9d07125,MAS-0036,3,Zingiber Officinale (Ginger) Root Extract,생강추출물,84696-15-1,3.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
c9b7f477-6a5a-448e-8243-9c821bf70eb9,MAU-0003,1,Mannitol,만니톨,69-65-8,50.0000,Skin Conditioning Agent,스위스,2026-01-28 16:37:16.589765+00
c9d5b0df-3775-4b3b-b453-d06107f69190,MFS-0089,1,Fragrance,향료,-,100.0000,Fragrance,,2026-01-28 16:37:18.006524+00
c9e82560-2af2-4766-8060-60365c45c0b6,MOC-0011,5,Aloe Barbadensis Flower Extract,알로에베라꽃추출물,85507-69-3/94349-62-9,5.0000,Skin Conditioning Agent,싱가포르,2026-01-28 16:37:18.006524+00
ca0a014c-ee1d-46cb-92ef-cd84f75905db,MAI-0005,2,"1,2-Hexanediol","1,2-헥산다이올",6920-22-5,3.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
ca76a872-a3a5-454a-b369-042e26a863ff,MSM-0027,1,Cocamide MEA,코카마이드엠이에이,68140-00-1,100.0000,Surfactant,,2026-01-28 16:37:18.006524+00
ca8ce735-1bdf-4a01-85ce-ebd3056c3d17,MFF-0031,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
ca96241a-f8c2-4aa7-919f-8bc066e619db,MFB-0071,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
cad16380-2ae7-4348-875d-7e6ed50d68e9,MCR-0006,1,CI 26100,적색225호,,100.0000,Colorant,일본,2026-01-28 16:37:16.589765+00
caf9c253-fa8f-49c5-90fd-cf13c06d6a0b,MUN-0002,1,Isoamyl p-Methoxycinnamate,이소아밀p-메톡시신나메이트,71617-10-2,100.0000,Sunscreen Agents,,2026-01-28 16:37:18.006524+00
cb07258a-3736-4a03-8702-2a600d7b1aae,MAY-0009,2,Alcohol,에탄올,64-17-5,40.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
cb3c6d1c-d2a9-4736-a53c-fce68c0d16ee,MFS-0103,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:18.006524+00
cb5d01f0-7ebd-45a5-aa78-c37c2111d7cc,MAG-0026,2,Butylene Glycol,부틸렌글라이콜,107-88-0,40.0000,Skin conditioning,대한민국,2026-01-28 16:37:16.589765+00
cb89ee8c-2bfe-453c-af21-903c3dd32e94,MFS-0047,1,Fragrance,향료,-,100.0000,Fragrance,,2026-01-28 16:37:18.006524+00
cbe46cf0-75f8-445b-863c-c7f432d3661b,MAM-0019,1,Coffea Arabica (Coffee) Seed Powder,커피콩가루,-,100.0000,Scrubs,,2026-01-28 16:37:16.589765+00
cbf95366-0847-4adc-83a6-2a70142ad434,MAM-0016,3,Magnesium Oxide,마그네슘옥사이드,1309-48-4,0.0000,Opacifying Agents,,2026-01-28 16:37:16.589765+00
cc15aab9-cff8-45e4-a90c-db41f58a8ecf,MAG-0012,3,Citrus Paradisi (Grapefruit) Fruit Extract,자몽추출물,90045-43-5,3.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
cc6247ce-b4ea-42dc-abbc-1a9d53880e7b,MAP-0035,13,Hexapeptide-9,헥사펩타이드-9,-,0.0050,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
cc68cd3b-84bf-436f-a1d2-35c61e906ae1,MFB-0072,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
cc7d4e4c-a1d3-4629-862a-4b308abbb19e,MFP-0006,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:18.006524+00
cc8937a5-5ba6-4b50-8580-12484d9da50c,MAA-0036,1,Ascorbic Acid,아스코빅애씨드,50-81-7,100.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
ccdd16e2-b05a-42e2-8e35-e5c82e599376,MAV-0005,3,Carica Papaya (Papaya) Fruit Extract,파파야열매추출물,84012-30-6,10.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
cd21a4df-ac2a-4368-9637-d00fb2ec4e96,MCD-0009,1,CI 47000,황색204호,8003-22-3,100.0000,Colorant,일본,2026-01-28 16:37:16.589765+00
cd39b1d8-fc31-4760-af21-5e106dcf7caf,MFT-0011,1,Fragrance,향료,-,100.0000,Fragrance,스페인,2026-01-28 16:37:18.006524+00
cd4f9491-ce6f-4dbc-b885-d3cbc2ae7c46,MAA-0027,1,Water,정제수,7732-18-5,90.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
cd68e4e8-bc1b-4909-9d2a-7a04b838fa21,MCT-0006,1,Titanium Dioxide,티타늄디옥사이드,13463-67-7,0.0000,Ultraviolet Light Absorbers,,2026-01-28 16:37:16.589765+00
cd93aed9-67e2-42ff-ac7e-c32e7e1cfb1a,MFB-0024,1,Fragrance,향료,-,100.0000,Fragrance,,2026-01-28 16:37:16.589765+00
cd94a734-2373-4758-b4b7-477f0f9b3935,MAN-0010,2,Water,정제수,,30.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
cd99731d-4435-4fb9-9b9a-6dab1dc5c984,MCT-0007,2,Mica,마이카,12001-26-2,33.0000,Pearlizing Agent,독일,2026-01-28 16:37:16.589765+00
cd9c5755-638f-4c0a-828d-9d33248b260b,MAG-0004,4,Glycyrrhiza Glabra Root Extract,,,5.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
cde1643c-0cec-49ef-980d-ab6d79d13a38,MVA-0007,1,PEG-240/HDI Copolymer Bis-Decyltetradeceth-20 Ether,피이지-240/에이치디아이코폴리머비스-데실테트라데세스-20에터,-,0.0000,Viscosity Increasing Agent,대한민국,2026-01-28 16:37:18.006524+00
cdf28b53-a8d2-4ba9-99f2-46250e1806f8,MOJ-0001,1,Simmondsia Chinensis (Jojoba) Seed Oil,호호바씨오일,61789-91-1,100.0000,Skin Conditioning Agent,,2026-01-28 16:37:18.006524+00
cdf30734-0174-41cf-8e36-214d2c27be8f,MXC-0010,7,Stearyl Alcohol,스테아릴알코올,112-92-5,19.0000,Skin Conditioning Agent,중국,2026-01-28 16:37:18.006524+00
cdfb2131-51bd-4dbb-b2e9-3d3db61f0d05,MFO-0005,1,Fragrance,향료,8008-57-9,100.0000,"Skin Conditioning Agent, Fragrance",,2026-01-28 16:37:18.006524+00
ce02f5a9-7cb5-4d07-9584-f696b22fe253,MUC-0002,4,Polyhydroxystearic Acid,폴리하이드록시스테아릭애씨드,27924-99-8,5.0000,Sunscreen Agents,"3, -, -, 1",2026-01-28 16:37:18.006524+00
ce1121a8-c47c-4c39-bb6e-4d32ff0bf671,MVZ-0001,2,Water,정제수,7732-18-5,0.0000,Humectants,,2026-01-28 16:37:18.006524+00
ce2821fd-f844-4d42-a2e5-9a45aa0cbbb6,MAC-0040,1,Asiaticoside,아시아티코사이드,16830-15-2,15.0000,Skin Conditioning Agent,중국,2026-01-28 16:37:16.589765+00
ce39047f-8dcd-4915-a453-5355ff55413f,MAS-0022,1,Water,정제수,7732-18-5,55.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
ce76cd00-1b86-4f75-86e2-4efe7d579e93,MSA-0017,1,Polyglyceryl-4 Isostearate,폴리글리세릴-4아이소스테아레이트,91824-88-3,0.0000,Skin Conditioning Agent,,2026-01-28 16:37:18.006524+00
ce9a5c6d-7958-40b6-a859-61add5798fa7,MOF-0005,1,Fragrance,향료,59259-38-0,100.0000,Fragrance,Germany,2026-01-28 16:37:18.006524+00
cef9026f-1dcf-4f7e-b392-eb31a6ef59a0,MFD-0009,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
ceff38ca-c361-41c6-8f2d-9c35f27f2a87,MAV-0005,2,Butylene Glycol,부틸렌글라이콜,107-88-0,40.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
cf0045d2-200b-4fd2-90c0-b854e056382f,MKE-0001,1,Alcohol,에탄올,64-17-5,100.0000,Solvent,뉴질랜드,2026-01-28 16:37:18.006524+00
cf2af102-56c1-4f32-994e-5518fd857389,MAG-0024,3,Citrus Tangerina (Tangerine) Extract,탄제린추출물,,5.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
cf6b6cb1-0068-4ab8-9c31-f5cd8d48a13c,MFK-0016,1,Fragrance,향료,-,100.0000,Fragrance,,2026-01-28 16:37:16.589765+00
cf77c4f2-4a18-424f-b62b-1997fd18522d,MFB-0019,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
cf80db49-4123-46e8-805a-9348c163c4d3,MAC-0043,6,Sodium Soy Hydrolyzed Collagen,소듐소이하이드롤라이즈드콜라겐,68188-31-8,0.1000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
cfbf61ca-24cd-4535-86e7-d922b1aa9e19,MOF-0006,1,Helianthus Annuus (Sunflower) Seed Oil,해바라기씨오일,8001-21-6,0.0000,Skin Conditioning Agent,미국,2026-01-28 16:37:18.006524+00
cfe9d333-153b-4022-8dc8-255d66b9e794,MKH-0004,1,Water,정제수,9004-61-9,96.5000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:18.006524+00
cff047ff-6c19-4c7f-9d96-b15d11bd18dc,MFB-0020,1,Fragrance,향료,-,100.0000,Fragrance,,2026-01-28 16:37:16.589765+00
d01e1950-4b3d-44ee-8551-f785d8631707,MXM-0003,1,Polyquaternium-11,폴리쿼터늄-11,53633-54-8,20.0000,"Film Formers, Hair Fixatives",,2026-01-28 16:37:18.006524+00
d05a4dfd-c064-4c10-bdd5-100ad021a3ba,MAP-0032,1,Water,정제수,7732-18-5,55.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
d08d1406-36ec-438e-8845-7c42be7a9971,MFS-0043,1,Fragrance,향료,-,100.0000,Fragrance,,2026-01-28 16:37:18.006524+00
d0a8058f-68ed-49da-86b8-417d9131e9c1,MFB-0086,1,Fragrance,향료,,100.0000,Fragrance,,2026-01-28 16:37:16.589765+00
d0b43382-7fe8-4c79-864c-6d529f095f61,MFT-0021,1,Fragrance,향료,-,100.0000,Fragrance,스페인,2026-01-28 16:37:18.006524+00
d0ce2339-d319-41ad-ab1d-1d6a9fc409ef,MOV-0001,3,Glyceryl Arachidonate,글리세릴아라키도네이트,35474-99-8,0.0000,Skin Conditioning Agent,독일,2026-01-28 16:37:18.006524+00
d11d073e-c49a-491b-882f-9ce2d506f6ad,MAA-0035,12,Glycine,글라이신,56-40-6,0.0100,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
d12503c2-3a27-4e9f-8ce5-ef1334029778,MAS-0023,2,Butylene Glycol,부틸렌글라이콜,,40.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
d14002c0-5a53-4d30-8fec-ad104bb51c36,MFT-0030,1,Fragrance,향료,-,100.0000,Fragrance,스페인,2026-01-28 16:37:18.006524+00
d1ae1fcf-f8db-4e6f-8ba4-4ec76d99900a,MSM-0004,1,Sodium Lauryl Sulfate,소듐라우릴설페이트,151-21-3,30.0000,Surfactant,,2026-01-28 16:37:18.006524+00
