ingredient_code,ingredient_name,spec_item,spec_standard,result_value,result_date,test_method,remarks
MUP-0004,Hyshell EHS,굴절률(n20),1.500 ~ 1.503,,,,
MUP-0004,Hyshell EHS,산가,1 이하,,,,
MUP-0004,Hyshell EHS,검화가,200 ~ 230,,,,
MVP-0003,Polyox WSR-205,성상,"백색의 가루, 특이취",,,,
MVP-0003,Polyox WSR-205,융점(℃),65,,,,
MVP-0003,Polyox WSR-205,점도,"4,500 ~ 8,800",,,,
MVP-0003,Polyox WSR-205,P H,8.00 ~ 10.00,,,,
MVP-0006,Pemulen TR-1,성상,"백색의 가루, 특이취",,,,
MVP-0006,Pemulen TR-1,점도,"3,000 ~ 13,000",,,,
MVP-0006,Pemulen TR-1,건조감량,2.0% 이하,,,,
MVP-0006,Pemulen TR-1,중금속,20ppm 이하,,,,
MVP-0006,Pemulen TR-1,비소,2ppm 이하,,,,
MWP-0006,Palmac 98-12,성상,"백색의박편덩어리모양,특이취",,,,
MWP-0006,Palmac 98-12,융점(℃),32 ~ 45,,,,
MWP-0006,Palmac 98-12,산가,275 ~ 285,,,,
MWP-0006,Palmac 98-12,에스텔가,3 이하,,,,
MWP-0006,Palmac 98-12,요오드가,1 이하,,,,
MWP-0006,Palmac 98-12,중금속/비소,20ppm 이하/2ppm 이하,,,,
MWP-0006,Palmac 98-12,강열잔분,0.1% 이하,,,,
MWP-0007,Palmac 98-14,성상,"백색의박편덩어리모양,특이취",,,,
MWP-0007,Palmac 98-14,융점(℃),45 ~ 56,,,,
MWP-0007,Palmac 98-14,산가,240 ~ 250,,,,
MWP-0007,Palmac 98-14,에스텔가,3 이하,,,,
MWP-0007,Palmac 98-14,요오드가,1 이하,,,,
MWP-0007,Palmac 98-14,중금속/비소,20ppm 이하/2ppm 이하,,,,
MWP-0007,Palmac 98-14,강열잔분,0.1% 이하,,,,
MWP-0008,Palmac 98-16,성상,"백색의박편입자,특이취",,,,
MWP-0008,Palmac 98-16,융점(℃),52 ~ 69,,,,
MWP-0008,Palmac 98-16,산가,215 ~ 220,,,,
MWP-0008,Palmac 98-16,에스텔가,3 이하,,,,
MWP-0008,Palmac 98-16,요오드가,1 이하,,,,
MWP-0008,Palmac 98-16,강열잔분,0.1% 이하,,,,
MWP-0009,"Stearic Acid
 (Edenor ST 05M MY)",성상,"백색의박편결정성고체덩어리,특이취",,,,
MWP-0009,"Stearic Acid
 (Edenor ST 05M MY)",융점(℃),54 ~ 56,,,,
MWP-0009,"Stearic Acid
 (Edenor ST 05M MY)",산가,206 ~ 213,,,,
MWP-0009,"Stearic Acid
 (Edenor ST 05M MY)",에스텔가,3 이하,,,,
MWP-0009,"Stearic Acid
 (Edenor ST 05M MY)",요오드가,7 이하,,,,
MWP-0009,"Stearic Acid
 (Edenor ST 05M MY)",강열잔분,0.1% 이하,,,,
MKP-0004,PEG-16 Macadamia,성상,무색의 투명액상,,,,
MKP-0004,PEG-16 Macadamia,굴절률(n40),1.450 ~ 1.470,,,,
MKP-0004,PEG-16 Macadamia,산가,2 이하,,,,
MPP-0005,Saliethanol [Phenoxyethanol],성상,"무색~엷은황색의 맑은액,특이취",,,,
MPP-0005,Saliethanol [Phenoxyethanol],비중(d20),1.105 ~ 1.110,,,,
MPP-0005,Saliethanol [Phenoxyethanol],중금속,20ppm 이하,,,,
MPP-0005,Saliethanol [Phenoxyethanol],비소,2ppm 이하,,,,
MPP-0005,Saliethanol [Phenoxyethanol],Ph,5.50 ~ 7.00,,,,
MSP-0003,PEG-4000,성상,백색의 플레이트상,,,,
MSP-0003,PEG-4000,P H,4.00 ~ 7.50,,,,
MSP-0003,PEG-4000,강열잔분,0.2% 이하,,,,
MVP-0009,Polyquta 400KC,성상,"백색 ~ 엷은황색의 가루,특이취",,,,
MVP-0009,Polyquta 400KC,건조감량,6.0% 이하,,,,
MVP-0009,Polyquta 400KC,강열잔분,3.0% 이하,,,,
MVP-0009,Polyquta 400KC,점도,300 ~ 500,,,,
MAP-0029,편강추출물,성상,무색투명한 액상,,,,
MAP-0029,편강추출물,P H,4.00 ~ 7.00,,,,
MAP-0029,편강추출물,비중(d20),0.980 ~ 1.040,,,,
MAP-0029,편강추출물,중금속,10ppm 이하,,,,
MAP-0029,편강추출물,비소,2ppm 이하,,,,
MAP-0029,편강추출물,미생물,100Cfu/g 이하,,,,
MFP-0009,Peppermint-26640,성상,미황색의 액상,,,,
MFP-0009,Peppermint-26640,냄새,표준품에 준함,,,,
MFP-0009,Peppermint-26640,비중(d20),0.908 ~ 0.928,,,,
MFP-0009,Peppermint-26640,굴절률(n20),1.447 ~ 1.467,,,,
MAP-0030,Phyto Aqua HA-05,성상,무색투명한 액상,,,,
MAP-0030,Phyto Aqua HA-05,P H,5.50 ~ 7.50,,,,
MAP-0030,Phyto Aqua HA-05,점도(3s/12rpm),"1,000 ~ 2,000",,,,
MAP-0030,Phyto Aqua HA-05,중금속,20ppm 이하,,,,
MAP-0030,Phyto Aqua HA-05,비소,2ppm 이하,,,,
MAP-0030,Phyto Aqua HA-05,미생물,100Cfu/g 이하,,,,
MAP-0031,편백나무추출물,성상,미황색 ~ 갈색 액상,,,,
MAP-0031,편백나무추출물,P H,4.00 ~ 7.00,,,,
MAP-0031,편백나무추출물,비중(d20),0.980 ~ 1.040,,,,
MAP-0031,편백나무추출물,중금속,10ppm 이하,,,,
MAP-0031,편백나무추출물,비소,2ppm 이하,,,,
MAP-0031,편백나무추출물,미생물,100Cfu/g 이하,,,,
MWP-0004,Pola Wax GP-200,성상,백색~황색의왁스상작은알갱이.특이취,,,,
MWP-0004,Pola Wax GP-200,P H,5.50 ~ 7.00(3% Sol),,,,
MWP-0004,Pola Wax GP-200,융점(℃),48 ~ 52,,,,
MWP-0004,Pola Wax GP-200,검화가,9.00 ~ 14.00,,,,
MWP-0004,Pola Wax GP-200,요오드가,3.5 이하,,,,
MFP-0010,Perfume 10P01020,성상,무색의 액상,,,,
MFP-0010,Perfume 10P01020,냄새,표준품에 준함,,,,
MFP-0010,Perfume 10P01020,비중(d20),0.928 ~ 0.968,,,,
MFP-0010,Perfume 10P01020,굴절률(n20),1.4548 ~ 1.4948,,,,
MFP-0011,Perfume A27986,성상,황색의 액상,,,,
MFP-0011,Perfume A27986,냄새,표준품에 준함,,,,
MFP-0011,Perfume A27986,비중(d20),0.9706 ~ 0.9906,,,,
MFP-0011,Perfume A27986,굴절률(n20),1.4620 ~ 1.4720,,,,
MFP-0012,Perfume A28018,성상,미황색의 액상,,,,
MFP-0012,Perfume A28018,냄새,표준품에 준함,,,,
MFP-0012,Perfume A28018,비중(d20),0.9833 ~ 1.0033,,,,
MFP-0012,Perfume A28018,굴절률(n20),1.4717 ~ 1.4817,,,,
MFP-0013,Perfume A27988,성상,미황색의 액상,,,,
MFP-0013,Perfume A27988,냄새,표준품에 준함,,,,
MFP-0013,Perfume A27988,비중(d20),1.0232 ~ 1.0432,,,,
MFP-0013,Perfume A27988,굴절률(n20),1.4942 ~ 1.5042,,,,
MFP-0014,Perfume A27987,성상,미황색의 액상,,,,
MFP-0014,Perfume A27987,냄새,표준품에 준함,,,,
MFP-0014,Perfume A27987,비중(d20),1.006 ~ 1.026,,,,
MFP-0014,Perfume A27987,굴절률(n20),1.489 ~ 1.499,,,,
MFP-0015,Perfume B20585,성상,황색의 액상,,,,
MFP-0015,Perfume B20585,냄새,표준품에 준함,,,,
MFP-0015,Perfume B20585,비중(d20),0.895 ~ 0.915,,,,
MFP-0015,Perfume B20585,굴절률(n20),1.464 ~ 1.474,,,,
MFP-0016,Perfume B20587,성상,미황색의 액상,,,,
MFP-0016,Perfume B20587,냄새,표준품에 준함,,,,
MFP-0016,Perfume B20587,비중(d20),0.953 ~ 0.973,,,,
MFP-0016,Perfume B20587,굴절률(n20),1.489 ~ 1.499,,,,
MAS-0022,페퍼민트 추출물,성상,갈색의 액상,,,,
MAS-0022,페퍼민트 추출물,pH,4.0 ~ 7.0,,,,
MAS-0022,페퍼민트 추출물,비중(d20),0.98 ~ 1.04,,,,
MAS-0022,페퍼민트 추출물,중금속,10 ppm 이하,,,,
MAS-0022,페퍼민트 추출물,비소,2 ppm 이하,,,,
MAS-0022,페퍼민트 추출물,미생물,100 cfu/g 이하,,,,
MFP-0019,Perfume B20589,성상,미황색의 액상,,,,
MFP-0019,Perfume B20589,냄새,표준품에 준함,,,,
MFP-0019,Perfume B20589,비중(d20),0.975 ~ 0.995,,,,
MFP-0019,Perfume B20589,굴절률(n20),1.468 ~ 1.478,,,,
MFP-0018,Perfume B20022,성상,미황색의 액상,,,,
MFP-0018,Perfume B20022,냄새,표준품에 준함,,,,
MFP-0018,Perfume B20022,비중(d20),1.017 ~ 1.037,,,,
MFP-0018,Perfume B20022,굴절률(n20),1.515 ~ 1.525,,,,
MFP-0017,Perfume B20017,성상,미황색의 액상,,,,
MFP-0017,Perfume B20017,냄새,표준품에 준함,,,,
MFP-0017,Perfume B20017,비중(d20),0.981 ~ 1.001,,,,
MFP-0017,Perfume B20017,굴절률(n20),1.466 ~ 1.476,,,,
MFP-0020,Perfume B20023,성상,미황색의 액상,,,,
MFP-0020,Perfume B20023,냄새,표준품에 준함,,,,
MFP-0020,Perfume B20023,비중(d20),0.956 ~ 0.976,,,,
MFP-0020,Perfume B20023,굴절률(n20),1.477 ~ 1.487,,,,
MFP-0021,Perfume B20584,성상,미황색의 액상,,,,
MFP-0021,Perfume B20584,냄새,표준품에 준함,,,,
MFP-0021,Perfume B20584,비중(d20),0.956 ~ 0.976,,,,
MFP-0021,Perfume B20584,굴절률(n20),1.489 ~ 1.499,,,,
MKP-0005,Purolan PD,성상,무색의 투명액상,,,,
MKP-0005,Purolan PD,내용량,98 % 이상,,,,
MKP-0005,Purolan PD,수분,2 이하,,,,
MFP-0022,Perfume B22581,성상,미황색의 액상,,,,
MFP-0022,Perfume B22581,냄새,표준품에 준함,,,,
MFP-0022,Perfume B22581,비중(d20),1.015 ~ 1.035,,,,
MFP-0022,Perfume B22581,굴절률(n20),1.513 ~ 1.523,,,,
MFP-0023,Perfume B22582,성상,미황색의 액상,,,,
MFP-0023,Perfume B22582,냄새,표준품에 준함,,,,
MFP-0023,Perfume B22582,비중(d20),0.959 ~ 0.979,,,,
MFP-0023,Perfume B22582,굴절률(n20),1.487 ~ 1.497,,,,
MPP-0001,PCMX,성상,백색의 결정체,,,,
MPP-0001,PCMX,냄새,표준품에 준함,,,,
MPP-0001,PCMX,끓는점,114-116℃,,,,
MFP-0024,Perfume B26624,성상,황색의 액상,,,,
MFP-0024,Perfume B26624,냄새,표준품에 준함,,,,
MFP-0024,Perfume B26624,비중(d20),0.963 ~ 0.983,,,,
MFP-0024,Perfume B26624,굴절률(n20),1.456 ~ 1.466,,,,
MFP-0025,Perfume B26641,성상,미황색의 액상,,,,
MFP-0025,Perfume B26641,냄새,표준품에 준함,,,,
MFP-0025,Perfume B26641,비중(d20),0.963 ~ 0.983,,,,
MFP-0025,Perfume B26641,굴절률(n20),1.469 ~ 1.479,,,,
MFP-0026,Perfume B26642,성상,미황색의 액상,,,,
MFP-0026,Perfume B26642,냄새,표준품에 준함,,,,
MFP-0026,Perfume B26642,비중(d20),0.971 ~ 0.991,,,,
MFP-0026,Perfume B26642,굴절률(n20),1.470 ~ 1.480,,,,
MFP-0027,Perfume B26640,성상,황색의 액상,,,,
MFP-0027,Perfume B26640,냄새,표준품에 준함,,,,
MFP-0027,Perfume B26640,비중(d20),0.960 ~ 0.980,,,,
MFP-0027,Perfume B26640,굴절률(n20),1.471 ~ 1.481,,,,
MFP-0028,Perfume B26638,성상,미황색의 액상,,,,
MFP-0028,Perfume B26638,냄새,표준품에 준함,,,,
MFP-0028,Perfume B26638,비중(d20),0.944 ~ 0.964,,,,
MFP-0028,Perfume B26638,굴절률(n20),1.473 ~ 1.483,,,,
MAP-0032,Phytobright-FR(PD),성상,갈색의 액상,,,,
MAP-0032,Phytobright-FR(PD),냄새,표준품에 준함,,,,
MAP-0032,Phytobright-FR(PD),pH,4.0 ~ 7.0,,,,
MAP-0032,Phytobright-FR(PD),비중(d21),0.980 ~ 1.040,,,,
MAP-0032,Phytobright-FR(PD),중금속,10 ppm 이하,,,,
MAP-0032,Phytobright-FR(PD),비소,2 ppm 이하,,,,
MAP-0032,Phytobright-FR(PD),미생물,100 cfu/g 이하,,,,
MSP-0005,Peptimo AGK,성상,맑고 옅은 노랑,,,,
MSP-0005,Peptimo AGK,냄새,미약한 특이취,,,,
MSP-0005,Peptimo AGK,pH,8.0 ~ 9.0,,,,
MSP-0005,Peptimo AGK,함 량,26% ~ 30%,,,,
MSP-0005,Peptimo AGK,중금속,20 ppm 이하,,,,
MSP-0005,Peptimo AGK,비소,5 ppm 이하,,,,
MFP-0029,Perfume B27553,성상,미황색의 액상,,,,
MFP-0029,Perfume B27553,냄새,표준품에 준함,,,,
MFP-0029,Perfume B27553,비중(d20),0.941 ~ 0.961,,,,
MFP-0029,Perfume B27553,굴절률(n20),1.472 ~ 1.482,,,,
MFP-0030,Perfume B27597,성상,미황색의 액상,,,,
MFP-0030,Perfume B27597,냄새,표준품에 준함,,,,
MFP-0030,Perfume B27597,비중(d20),0.970 ~ 0.990,,,,
MFP-0030,Perfume B27597,굴절률(n20),1.468 ~ 1.478,,,,
MFP-0031,Perfume B27598,성상,황색의 액상,,,,
MFP-0031,Perfume B27598,냄새,표준품에 준함,,,,
MFP-0031,Perfume B27598,비중(d20),0.968 ~ 0.988,,,,
MFP-0031,Perfume B27598,굴절률(n20),1.472 ~ 1.482,,,,
MFP-0032,Perfume B27554,성상,미황색의 액상,,,,
MFP-0032,Perfume B27554,냄새,표준품에 준함,,,,
MFP-0032,Perfume B27554,비중(d20),0.968 ~ 0.988,,,,
MFP-0032,Perfume B27554,굴절률(n20),1.472 ~ 1.482,,,,
MAP-0033,프로폴리스 추출물,성상,노란색의 액상,,,,
MAP-0033,프로폴리스 추출물,냄새,표준품에 준함,,,,
MAP-0033,프로폴리스 추출물,pH,4.0 ~ 7.0,,,,
MAP-0033,프로폴리스 추출물,비중(d21),0.980 ~ 1.040,,,,
MAP-0033,프로폴리스 추출물,중금속,10 ppm 이하,,,,
MAP-0033,프로폴리스 추출물,비소,2 ppm 이하,,,,
MAP-0033,프로폴리스 추출물,미생물,100 cfu/g 이하,,,,
MFP-0033,Perfume B26627,성상,황색의 액상,,,,
MFP-0033,Perfume B26627,냄새,표준품에 준함,,,,
MFP-0033,Perfume B26627,비중(d20),0.972 ~ 0.992,,,,
MFP-0033,Perfume B26627,굴절률(n20),1.464 ~ 1.474,,,,
MFP-0033,Perfume B26627,성상,황색의 액상,,,,
MFP-0033,Perfume B26627,냄새,표준품에 준함,,,,
MFP-0033,Perfume B26627,비중(d20),0.972 ~ 0.992,,,,
MFP-0033,Perfume B26627,굴절률(n20),1.464 ~ 1.474,,,,
MFP-0034,Perfume B20020,성상,미황색의 액상,,,,
MFP-0034,Perfume B20020,냄새,표준품에 준함,,,,
MFP-0034,Perfume B20020,비중(d20),0.938 ~ 0.958,,,,
MFP-0034,Perfume B20020,굴절률(n20),1.468 ~ 1.478,,,,
MFP-0035,Perfume B28339,성상,미황색의 액상,,,,
MFP-0035,Perfume B28339,냄새,표준품에 준함,,,,
MFP-0035,Perfume B28339,비중(d20),0.973 ~ 0.993,,,,
MFP-0035,Perfume B28339,굴절률(n20),1.498 ~ 1.508,,,,
MOP-0002,Peanut Oil,성상,미황색의 맑은 액상,,,,
MOP-0002,Peanut Oil,냄새,표준품에 준함,,,,
MOP-0002,Peanut Oil,굴절률(n20),1.466 ~ 1.475,,,,
MOP-0002,Peanut Oil,비중(d20),0.915 이하,,,,
MOP-0002,Peanut Oil,산가,0.50 이하,,,,
MOP-0002,Peanut Oil,요오드가,80 ~ 107,,,,
MOP-0002,Peanut Oil,검화가,183 ~ 196,,,,
MFP-0036,Petitgrain Oil,성상,미황색의 액상,,,,
MFP-0036,Petitgrain Oil,냄새,표준품에준함,,,,
MFP-0036,Petitgrain Oil,비중(d20),0.882 ~ 0.893,,,,
MFP-0036,Petitgrain Oil,굴절률(n20),1.455 ~ 1.463,,,,
MXP-0001,VP-20,성상,백색의 분말,,,,
MXP-0001,VP-20,Ph,5.0 ~ 7.0,,,,
MXP-0001,VP-20,미생물,100 cfu/g 이하,,,,
MXP-0001,VP-20,점도,30.0 ~ 34.0,,,,
MSP-0006,Pureact WS Conc,성상,황백색의 진주광택 반죽,,,,
MSP-0006,Pureact WS Conc,냄새,가벼운 지방취,,,,
MSP-0006,Pureact WS Conc,산가,0.3 ~ 3.0,,,,
MSP-0006,Pureact WS Conc,Ph,7.4 ~ 8.4,,,,
MVP-0005,PVP K-30,성상,백색의 분말,,,,
MVP-0005,PVP K-30,Ph,3.0 ~ 7.0,,,,
MVP-0005,PVP K-30,수분,5.0 이하,,,,
MVP-0005,PVP K-30,중금속,0.001ppm 이하,,,,
MVP-0005,PVP K-30,미생물,100 cfu/g 이하,,,,
MSP-0007,Polyaquol-2W,성상,백색의 분말,,,,
MSP-0007,Polyaquol-2W,Ph,5.0 ~ 7.0,,,,
MSP-0007,Polyaquol-2W,수분,2 이하,,,,
MFP-0037,Perfume C20541,성상,미황색의 액상,,,,
MFP-0037,Perfume C20541,냄새,표준품에 준함,,,,
MFP-0037,Perfume C20541,비중(d20),0.947 ~ 0.967,,,,
MFP-0037,Perfume C20541,굴절률(n20),1.472 ~ 1.482,,,,
MUP-0005,Parsol 340,성상,황색의 끈적한 액상,,,,
MUP-0005,Parsol 340,굴절률,1.561 ~ 1.571,,,,
MUP-0005,Parsol 340,비중,1.045 ~ 1.055,,,,
MUP-0005,Parsol 340,중금속,5ppm 이하,,,,
MUP-0005,Parsol 340,비소,10ppm 이하,,,,
MFP-0038,Peppermint Oil,성상,"무색~연황색의 액상,특이취",,,,
MFP-0038,Peppermint Oil,비중(d20),0.900 ~ 0.916,,,,
MFP-0038,Peppermint Oil,굴절률(n20),1.459 ~ 1.465,,,,
MFP-0039,Perfume D21707,성상,미황색의 액상,,,,
MFP-0039,Perfume D21707,냄새,표준품에 준함,,,,
MFP-0039,Perfume D21707,비중(d20),0.941 ~ 0.961,,,,
MFP-0039,Perfume D21707,굴절률(n20),1.471 ~ 1.481,,,,
MFP-0040,Perfume D21708,성상,미황색의 액상,,,,
MFP-0040,Perfume D21708,냄새,표준품에 준함,,,,
MFP-0040,Perfume D21708,비중(d20),1.014 ~ 1.034,,,,
MFP-0040,Perfume D21708,굴절률(n20),1.473 ~ 1.483,,,,
MOP-0003,PB-1400F,성상,무색의 끈적한 액상,,,,
MOP-0003,PB-1400F,냄새,표준품에 준함,,,,
MOP-0003,PB-1400F,점도,760 ~ 860,,,,
MOP-0003,PB-1400F,중금속,10 ppm 이하,,,,
MDP-0004,Puennature 7027,성상,연한 황색의 가루,,,,
MDP-0004,Puennature 7027,미생물,100 cfu/g 이하,,,,
MFP-0041,Perfume D28777,성상,미황색의 액상,,,,
MFP-0041,Perfume D28777,냄새,표준품에 준함,,,,
MFP-0041,Perfume D28777,비중(d20),0.980 ~ 1.000,,,,
MFP-0041,Perfume D28777,굴절률(n20),1.461 ~ 1.471,,,,
MFP-0042,Perfume D28779,성상,미황색의 액상,,,,
MFP-0042,Perfume D28779,냄새,표준품에 준함,,,,
MFP-0042,Perfume D28779,비중(d20),0.998 ~ 1.018,,,,
MFP-0042,Perfume D28779,굴절률(n20),1.496 ~ 1.506,,,,
MOP-0004,Palmsurf 2EHP,성상,투명한 액체,,,,
MOP-0004,Palmsurf 2EHP,산가,0.20 이하,,,,
MOP-0004,Palmsurf 2EHP,요오드가,0.50 이하,,,,
MOP-0004,Palmsurf 2EHP,검화가,150 ~ 155,,,,
MOP-0004,Palmsurf 2EHP,수분,0.10 이하,,,,
MWP-0011,Performalene 400,성상,흰색의 결정성 가루,,,,
MWP-0011,Performalene 400,융점(℃),74 ~ 88,,,,
MWP-0011,Performalene 400,점도,2 ~ 6,,,,
MAP-0037,패션프룻열매추출물,성상,옅은 갈색의 액상,,,,
MAP-0037,패션프룻열매추출물,비중(d20),0.980 ~ 1.040,,,,
MAP-0037,패션프룻열매추출물,중금속,10ppm 이하,,,,
MAP-0037,패션프룻열매추출물,비소,2ppm 이하,,,,
MAP-0037,패션프룻열매추출물,미생물,100 Cfu/g 이하,,,,
MAP-0037,패션프룻열매추출물,P H,3.0~6.0,,,,
MSP-0008,Polyaquol-LW,성상,미황색의 액상,,,,
MSP-0008,Polyaquol-LW,함량,99.00 ~ 99.99,,,,
MSP-0008,Polyaquol-LW,수분,1 이하,,,,
MAP-0038,Puensomes Yellow02 40/60,성상,황색의 액상,,,,
MAP-0038,Puensomes Yellow02 40/60,수분,8 이하,,,,
MAP-0038,Puensomes Yellow02 40/60,비소,2ppm 이하,,,,
MAP-0038,Puensomes Yellow02 40/60,미생물,100 Cfu/g 이하,,,,
MAP-0038,Puensomes Yellow02 40/60,P H,4.0 ~ 8.5,,,,
MAP-0039,AIO Marine Plant PDRN,성상,투명한 액체,,,,
MAP-0039,AIO Marine Plant PDRN,중금속,20ppm 이하,,,,
MAP-0039,AIO Marine Plant PDRN,비중(d20),0.900 ~ 1.100,,,,
MAP-0039,AIO Marine Plant PDRN,P H,5.0 ~ 9.0,,,,
MAP-0039,AIO Marine Plant PDRN,미생물,100 Cfu/ml 이하,,,,
MFP-0043,PURE COTTON V2,성상,미황색의 액상,,,,
MFP-0043,PURE COTTON V2,냄새,표준품에 준함,,,,
MFP-0043,PURE COTTON V2,비중(d20),0.9727 ~ 0.9827,,,,
MFP-0043,PURE COTTON V2,굴절률(n20),1.4755 ~ 1.4855,,,,
MXP-0002,Phytic Acid (50%),성상,미황색의 액상,,,,
MXP-0002,Phytic Acid (50%),융점(℃),98 ~105℃,,,,
MXP-0002,Phytic Acid (50%),P H,1.0 ~1.6,,,,
MAP-0040,Phytoserene,성상,무색의 파우더,,,,
MAP-0040,Phytoserene,냄새,표준품에 준함,,,,
MAP-0040,Phytoserene,건조감량,4 이하,,,,
MAP-0040,Phytoserene,미생물,100 Cfu/g 이하,,,,
MSP-0009,Plurol Isostearique,성상,점성이 있는 액상,,,,
MSP-0009,Plurol Isostearique,산가,6.0 이하,,,,
MSP-0009,Plurol Isostearique,요오드가,10 이하,,,,
MSP-0009,Plurol Isostearique,수 분,1.0% 이하,,,,
MSP-0009,Plurol Isostearique,중금속,10 ppm 이하,,,,
MXP-0003,Papain Powder,성상,연미색의 파우더,,,,
MXP-0003,Papain Powder,냄새,약간의 특이취,,,,
MXP-0003,Papain Powder,납,10 ppm 이하,,,,
MXP-0003,Papain Powder,비소,2 ppm 이하,,,,
MXP-0003,Papain Powder,미생물,100 Cfu/g 이하,,,,
MKP-0006,Polyglycerin-3,성상,연한 황색~ 황색의 점성 액체,,,,
MKP-0006,Polyglycerin-3,수 분,0.5% 이하,,,,
MKP-0006,Polyglycerin-3,납,1 ppm 이하,,,,
MKP-0006,Polyglycerin-3,비소,1 ppm 이하,,,,
MAR-0006,Rose Water,성상,"무색의 액,특이취",,,,
MAR-0006,Rose Water,P H,4.50 ~ 6.50,,,,
MAR-0006,Rose Water,비중(d20),0.995 ~ 1.005,,,,
MAR-0006,Rose Water,굴절률(n20),1.330 ~ 1.340,,,,
MAR-0006,Rose Water,중금속,20ppm 이하,,,,
MAR-0006,Rose Water,비소,2ppm 이하,,,,
MAR-0006,Rose Water,미생물,100Cfu/g 이하,,,,
MAR-0010,Retisome 500-LPN,성상,"연황색의유액상,특이취",,,,
MAR-0010,Retisome 500-LPN,P H,4.00 ~ 6.00,,,,
MAR-0010,Retisome 500-LPN,미생물,100Cfu/g 이하,,,,
MAR-0011,Wine Extract,성상,"연갈색~갈색의액,특이취",,,,
MAR-0011,Wine Extract,P H,3.50 ~ 6.50,,,,
MAR-0011,Wine Extract,비중(d20),0.950 ~ 1.050,,,,
MAR-0011,Wine Extract,중금속,20ppm 이하,,,,
MAR-0011,Wine Extract,비소,2ppm 이하,,,,
MAR-0011,Wine Extract,미생물,100Cfu/g 이하,,,,
MAR-0012,홍삼추출물-Ev,성상,"연노랑~연갈색의액,특이취",,,,
MAR-0012,홍삼추출물-Ev,P H,5.50 ~ 7.50,,,,
MAR-0012,홍삼추출물-Ev,비중(d25),0.950 ~ 1.060,,,,
MAR-0012,홍삼추출물-Ev,굴절률(n25),1.300 ~ 1.400,,,,
MAR-0012,홍삼추출물-Ev,중금속,20ppm 이하,,,,
MAR-0012,홍삼추출물-Ev,비소,2ppm 이하,,,,
MAR-0012,홍삼추출물-Ev,미생물,100Cfu/g 이하,,,,
MCR-0001,R-2(아마란스),성상,"적갈색~암적갈색의과립,분말",,,,
MCR-0001,R-2(아마란스),중금속,20ppm 이하,,,,
MCR-0001,R-2(아마란스),비소,2ppm 이하,,,,
MCR-0001,R-2(아마란스),건조감량,10.0% 이하,,,,
MCR-0002,R-401(비오라민),성상,"적자색의과립,분말",,,,
MCR-0002,R-401(비오라민),중금속,20ppm 이하,,,,
MCR-0002,R-401(비오라민),비소,2ppm 이하,,,,
MCR-0002,R-401(비오라민),건조감량,10.0% 이하,,,,
MCR-0005,RED 227,성상,"갈색의과립,분말",,,,
MCR-0005,RED 227,중금속,20ppm 이하,,,,
MCR-0005,RED 227,비소,2ppm 이하,,,,
MCR-0005,RED 227,건조감량,6.0% 이하,,,,
MCR-0006,RED 225,성상,"적갈색의 과립,분말",,,,
MCR-0006,RED 225,중금속,20ppm 이하,,,,
MCR-0006,RED 225,비소,2ppm 이하,,,,
MCR-0006,RED 225,건조감량,5.0% 이하,,,,
MCR-0006,RED 225,강열잔분,1.0% 이하,,,,
MFR-0005,Rosemary,성상,연황색의 투명액상,,,,
MFR-0005,Rosemary,냄새,표준품에 준함,,,,
MFR-0005,Rosemary,굴절률(n20),1.467 ~ 1.471,,,,
MFR-0005,Rosemary,비중(d20),0.890 ~ 0.910,,,,
MOR-0001,Rose Hip Oil,성상,"엷은황색의기름,특이취",,,,
MOR-0001,Rose Hip Oil,굴절률(n20),1.470 ~ 1.487,,,,
MOR-0001,Rose Hip Oil,비중(d20),0.920 ~ 0.930,,,,
MOR-0001,Rose Hip Oil,산가,5 이하,,,,
MOR-0001,Rose Hip Oil,요오드가,161 ~ 181,,,,
MOR-0001,Rose Hip Oil,중금속/비소,20ppm 이하/2ppm 이하,,,,
MOR-0001,Rose Hip Oil,수분,0.1% 이하,,,,
MSR-0002,Rheodol TW-L120,성상,"미황색~황색의액,특이취",,,,
MSR-0002,Rheodol TW-L120,점도,300 ~ 500,,,,
MSR-0002,Rheodol TW-L120,비중(d20),1.050 ~ 1.150,,,,
MSR-0002,Rheodol TW-L120,산가,2.0 이하,,,,
MSR-0002,Rheodol TW-L120,검화가,43 ~ 53,,,,
MSR-0002,Rheodol TW-L120,수분,2.5 ~ 3.0%,,,,
MFR-0006,Rose 100811,성상,연황색의 투명액상,,,,
MFR-0006,Rose 100811,냄새,표준품에 준함,,,,
MFR-0006,Rose 100811,굴절률(n20),1.434 ~ 1.474,,,,
MFR-0006,Rose 100811,비중(d20),0.962 ~ 1.002,,,,
MAH-0006,Rosemary Ext.,성상,"갈색의 맑은액,특이취",,,,
MAH-0006,Rosemary Ext.,P H,4.0 ~ 7.0,,,,
MAH-0006,Rosemary Ext.,비중(d25),0.98 ~ 1.04,,,,
MAH-0006,Rosemary Ext.,중금속,10ppm 이하,,,,
MAH-0006,Rosemary Ext.,비소,2ppm 이하,,,,
MAH-0006,Rosemary Ext.,미생물,100Cfu/g 이하,,,,
MFR-0007,Rose Verbena-95B,성상,연황색의 투명액상,,,,
MFR-0007,Rose Verbena-95B,냄새,표준품에 준함,,,,
MFR-0007,Rose Verbena-95B,굴절률(n20),1.484 ~ 1.494,,,,
