ingredient_code,ingredient_name,spec_item,spec_standard,result_value,result_date,test_method,remarks
MSM-0030,Miconium BTAC80,P H,5.0 ~ 7.0,,,,
MSM-0030,Miconium BTAC80,비소,2ppm 이하,,,,
MSM-0030,Miconium BTAC80,중금속,20ppm 이하,,,,
MAM-0030,MSM,성상,흰색 결정,,,,
MAM-0030,MSM,융점(℃),108.5 ~ 110.5,,,,
MAM-0030,MSM,납,1ppm 이하,,,,
MAM-0030,MSM,비소,0.1ppm 이하,,,,
MAM-0031,마카추출물,성상,맑은 연황색의 액체,,,,
MAM-0031,마카추출물,P H,4.0 ~ 7.0,,,,
MAM-0031,마카추출물,비중(d20),0.98 ~ 1.04,,,,
MAM-0031,마카추출물,납,10ppm 이하,,,,
MAM-0031,마카추출물,비소,2ppm 이하,,,,
MAM-0031,마카추출물,미생물,100cfu/ml 이하,,,,
MOM-0009,MS-Oil PT,성상,맑은 무색의 액체,,,,
MOM-0009,MS-Oil PT,점도,20 ± 5,,,,
MOM-0009,MS-Oil PT,굴절률(n20),1.460 ± 0.005,,,,
MOM-0009,MS-Oil PT,비중(d20),0.980 ± 0.010,,,,
MSM-0031,Micomin SAPDA,성상,백색의 납상,,,,
MSM-0031,Micomin SAPDA,융점(℃),65.0 ~ 70.0,,,,
MSM-0031,Micomin SAPDA,산가,2.00 이하,,,,
MXM-0006,MPE-010,성상,맑은 무색의 액체,,,,
MXM-0006,MPE-010,P H(20℃),3.0 ~ 3.3,,,,
MXM-0006,MPE-010,비중(d20),0.97 ~ 0.98,,,,
MSM-0032,Miami SCG(P),성상,흰색~ 옅은황색의 가루,,,,
MSM-0032,Miami SCG(P),산가,40.00 이하,,,,
MSM-0032,Miami SCG(P),건조감량,7.00 이하,,,,
MSM-0032,Miami SCG(P),납,20ppm 이하,,,,
MSM-0032,Miami SCG(P),비소,2ppm 이하,,,,
MSM-0033,Miami LS190,성상,"흰색, 맑은 황색 가루",,,,
MSM-0033,Miami LS190,P H,5.00 ~ 5.60,,,,
MSM-0033,Miami LS190,산가,110.00 ~ 130.00,,,,
MSM-0033,Miami LS190,납,20ppm 이하,,,,
MSM-0033,Miami LS190,비소,2ppm 이하,,,,
MSM-0034,Micopol CMM,성상,연한 황색의 액체,,,,
MSM-0034,Micopol CMM,P H,8.00 ~ 11.00,,,,
MSM-0035,Miconate SLSA,성상,흰색의 가루,,,,
MSM-0035,Miconate SLSA,P H,5.00 ~ 7.50,,,,
MSM-0035,Miconate SLSA,수분,3.00% 이하,,,,
MSM-0036,Mirataine BB/FLA,성상,무색 ~ 연황색의액체,,,,
MSM-0036,Mirataine BB/FLA,P H,6.00 ~ 8.00,,,,
MSM-0036,Mirataine BB/FLA,수분,62.00 ~ 64.00,,,,
MOM-0010,MS SIL 6700,성상,맑은 ~ 연무 액체,,,,
MOM-0010,MS SIL 6700,굴절률,1.369 ~ 1.429,,,,
MOM-0010,MS SIL 6700,점도,150 ~ 250,,,,
MOM-0010,MS SIL 6700,중금속,20ppm 이하,,,,
MOM-0010,MS SIL 6700,비소,2ppm 이하,,,,
MAM-0032,MultiEx BSASM Plus,성상,"노란색의 액상, 특이취",,,,
MAM-0032,MultiEx BSASM Plus,P H,5.50 ~ 7.50,,,,
MAM-0032,MultiEx BSASM Plus,비중(d20),0.90 ~ 1.10,,,,
MAM-0032,MultiEx BSASM Plus,납,2ppm 이하,,,,
MAM-0032,MultiEx BSASM Plus,비소,2ppm 이하,,,,
MAM-0032,MultiEx BSASM Plus,중금속/비소,10ppm 이하/2ppm 이하,,,,
MAM-0032,MultiEx BSASM Plus,미생물,100cfu/g 이하,,,,
MAM-0033,Melafresh T96,성상,옅은 황색의 액체,,,,
MAM-0033,Melafresh T96,특이취,약간의 특이취,,,,
MFM-0023,Masculine 15959,성상,"황색 액상, 특이취",,,,
MFM-0023,Masculine 15959,비중,0.951 ~ 0.971,,,,
MFM-0023,Masculine 15959,점도,1.462 ~ 1.472,,,,
MSM-0037,Micolin AOS 35,성상,투명한 담황색 액체,,,,
MSM-0037,Micolin AOS 35,pH,11.5~13.5,,,,
MFM-0022,Masculine 15286,성상,"황색 액상, 특이취",,,,
MFM-0022,Masculine 15286,비중,0.951 ~ 0.971,,,,
MFM-0022,Masculine 15286,점도,1.462 ~ 1.472,,,,
MAM-0034,MS-NeoBead GR13(G),성상,녹색 그래뉼,,,,
MAM-0034,MS-NeoBead GR13(G),pH,5.0 ~ 8.0,,,,
MAM-0034,MS-NeoBead GR13(G),건조감량,10% 이하,,,,
MAM-0034,MS-NeoBead GR13(G),납,20 ppm 이하,,,,
MAM-0034,MS-NeoBead GR13(G),비소,2 ppm 이하,,,,
MVM-0002,Makimousse 25,성상,백색 ~ 미색의 분말,,,,
MVM-0002,Makimousse 25,건조감량,10% 이하,,,,
MVM-0002,Makimousse 25,중금속,20 ppm 이하,,,,
MVM-0002,Makimousse 25,비소,2 ppm 이하,,,,
MAM-0035,Madecassoside 90,성상,연한 황색 ~ 흰색의 분말,,,,
MAM-0035,Madecassoside 90,건조감량,5% 이하,,,,
MAM-0035,Madecassoside 90,비소,1 ppm 이하,,,,
MAM-0035,Madecassoside 90,납,1 ppm 이하,,,,
MAM-0035,Madecassoside 90,미생물,100cfu/g 이하,,,,
MAM-0036,마트리카리아꽃수-HD,성상,무색의 액체,,,,
MAM-0036,마트리카리아꽃수-HD,냄새,특이취,,,,
MAM-0036,마트리카리아꽃수-HD,P H,5.0 ~ 8.0,,,,
MAM-0036,마트리카리아꽃수-HD,비중,0.98 ~ 1.04,,,,
MAM-0036,마트리카리아꽃수-HD,중금속,10 ppm 이하,,,,
MAM-0036,마트리카리아꽃수-HD,비소,2 ppm 이하,,,,
MAM-0036,마트리카리아꽃수-HD,미생물,100cfu/g 이하,,,,
MAN-0001,"Nicotinamide
(Niacinamide PC)",성상,"백색의결정,결정성가루",,,,
MAN-0001,"Nicotinamide
(Niacinamide PC)",융점(℃),128 ~ 131,,,,
MAN-0001,"Nicotinamide
(Niacinamide PC)",P H,6.00 ~ 7.50,,,,
MAN-0001,"Nicotinamide
(Niacinamide PC)",중금속,30ppm 이하,,,,
MAN-0001,"Nicotinamide
(Niacinamide PC)",건조감량,0.5% 이하,,,,
MAN-0001,"Nicotinamide
(Niacinamide PC)",강열잔분,0.1% 이하,,,,
MAN-0001,"Nicotinamide
(Niacinamide PC)",확인시험,이 원료 20mg에 수산화나트륨시액 5ml를 넣어 조심하여 끓일 때 나는 가스는 적색리트머스시험지를 청색으로 변화시킨다.,,,,
MAN-0003,Nutrilan-H,성상,"적갈색의액,특이취",,,,
MAN-0003,Nutrilan-H,P H,6.00 ~ 7.00,,,,
MAN-0003,Nutrilan-H,비중(d20),1.100 ~ 1.200,,,,
MAN-0003,Nutrilan-H,중금속,20ppm 이하,,,,
MAN-0003,Nutrilan-H,비소,2ppm 이하,,,,
MAN-0003,Nutrilan-H,건조잔분,35 ~ 36%,,,,
MAN-0003,Nutrilan-H,미생물,100Cfu/g 이하,,,,
MON-0001,MCT Oil,성상,미황색의투명액,,,,
MON-0001,MCT Oil,수분,0.2 이하,,,,
MON-0001,MCT Oil,산가,0.1 이하,,,,
MON-0001,MCT Oil,검화가,325 ~ 340,,,,
MON-0001,MCT Oil,요오드가,0.50 이하,,,,
MON-0004,Silkflo 364 NF,성상,"무색투명점성액,특이취",,,,
MON-0004,Silkflo 364 NF,굴절률(n20),1.455 ~ 1.456,,,,
MON-0004,Silkflo 364 NF,비중(d20),0.810 ~ 0.830,,,,
MON-0004,Silkflo 364 NF,산가,0.01 이하,,,,
MSN-0001,Nikkol BB-10,성상,"백색~미황색의납상물질,특이취",,,,
MSN-0001,Nikkol BB-10,P H,5.00 ~ 7.00,,,,
MSN-0001,Nikkol BB-10,산가,1 이하,,,,
MSN-0001,Nikkol BB-10,건조감량,3% 이하,,,,
MSN-0001,Nikkol BB-10,강열잔분,1% 이하,,,,
MSN-0002,Nikko CIO,성상,"무색~미황색의액,특이취",,,,
MSN-0002,Nikko CIO,산가,2 이하,,,,
MSN-0002,Nikko CIO,검화가,135 ~ 165,,,,
MSN-0002,Nikko CIO,중금속,20ppm 이하,,,,
MSN-0002,Nikko CIO,비소,2ppm 이하,,,,
MSN-0002,Nikko CIO,강열잔분,0.1% 이하,,,,
MSN-0003,Nikkol DHC-30,성상,백색의납상고체또는덩어리,,,,
MSN-0003,Nikkol DHC-30,산가,1 이하,,,,
MSN-0003,Nikkol DHC-30,요오드가,15 이하,,,,
MSN-0003,Nikkol DHC-30,수산기가,29 ~ 39,,,,
MSN-0003,Nikkol DHC-30,중금속,5ppm 이하,,,,
MSN-0003,Nikkol DHC-30,비소,2ppm 이하,,,,
MSN-0003,Nikkol DHC-30,건조감량,1.0% 이하,,,,
MSN-0011,Nikkol HCO-60(의약),성상,"백색~엷은황색의반고상,특이취",,,,
MSN-0011,Nikkol HCO-60(의약),P H,3.60 ~ 6.00,,,,
MSN-0011,Nikkol HCO-60(의약),산가,1 이하,,,,
MSN-0011,Nikkol HCO-60(의약),검화가,43 ~ 51,,,,
MSN-0011,Nikkol HCO-60(의약),중금속/비소,20ppm 이하/2ppm 이하,,,,
MSN-0011,Nikkol HCO-60(의약),강열잔분,1.0% 이하,,,,
MUN-0002,Neo Heliopan E 1000,성상,무색 ~ 엷은황색의 액,,,,
MUN-0002,Neo Heliopan E 1000,산가,1 이하,,,,
MUN-0002,Neo Heliopan E 1000,굴절률(n20),1.556 ~ 1.560,,,,
MUN-0002,Neo Heliopan E 1000,비중(d25),1.037 ~ 1.041,,,,
MUN-0002,Neo Heliopan E 1000,수분,1.0% 이하,,,,
MVN-0001,Natrosol 250HR (NF) [Aqualon],성상,"백색~황색을띤백색가루,특이취",,,,
MVN-0001,Natrosol 250HR (NF) [Aqualon],점도,"1,500 ~ 2,500",,,,
MVN-0001,Natrosol 250HR (NF) [Aqualon],P H,5.50 ~ 8.50,,,,
MVN-0001,Natrosol 250HR (NF) [Aqualon],건조감량,10% 이하,,,,
MVN-0001,Natrosol 250HR (NF) [Aqualon],강열잔분,5% 이하,,,,
MVN-0001,Natrosol 250HR (NF) [Aqualon],미생물,100Cfu/g 이하,,,,
MVN-0002,Natural Cellulose Powder,성상,"백색의파우더,특이취",,,,
MVN-0002,Natural Cellulose Powder,P H,5.20 ~ 7.50,,,,
MVN-0002,Natural Cellulose Powder,중금속,10ppm 이하,,,,
MVN-0002,Natural Cellulose Powder,수분,6% 이하,,,,
MVN-0002,Natural Cellulose Powder,미생물,100Cfu/g 이하,,,,
MVN-0003,Nomcort HK-P,성상,엷은황색의 알갱이,,,,
MVN-0003,Nomcort HK-P,산가,0.1 이하,,,,
MVN-0003,Nomcort HK-P,건조잔분,0.1 이하,,,,
MVN-0003,Nomcort HK-P,중금속,20ppm 이하,,,,
MVN-0003,Nomcort HK-P,비소,2ppm 이하,,,,
MVN-0004,Nomcort HK-G,성상,엷은황색의 알갱이,,,,
MVN-0004,Nomcort HK-G,산가,3 이하,,,,
MVN-0004,Nomcort HK-G,건조잔분,0.1 이하,,,,
MVN-0004,Nomcort HK-G,중금속,20ppm 이하,,,,
MVN-0004,Nomcort HK-G,비소,2ppm 이하,,,,
MXN-0003,Nacl(시약급),성상,무색~백색의입방형결정성가루,,,,
MXN-0003,Nacl(시약급),P H,5.00 ~ 8.00,,,,
MXN-0003,Nacl(시약급),중금속,5ppm 이하,,,,
MXN-0003,Nacl(시약급),비소,4ppm 이하,,,,
MXN-0003,Nacl(시약급),건조감량,1.0% 이하,,,,
MAN-0008,Nanoceramide(5%),성상,엷은황색의 젤상,,,,
MAN-0008,Nanoceramide(5%),P H,6.00 ~ 8.00,,,,
MAN-0008,Nanoceramide(5%),굴절률(n20),1.431 ~ 1.481,,,,
MAN-0008,Nanoceramide(5%),비중(d25),1.070 ~ 1.180,,,,
MAN-0008,Nanoceramide(5%),중금속,20 ppm이하,,,,
MAN-0008,Nanoceramide(5%),비소,2 ppm이하,,,,
MAN-0008,Nanoceramide(5%),미생물,100cfu/g이하,,,,
MFN-0001,Natural Citrus-31559,성상,미황색 ~ 황색의 액상,,,,
MFN-0001,Natural Citrus-31559,냄새,표준품에 준함,,,,
MFN-0001,Natural Citrus-31559,비중(d20),0.858 ~ 0.878,,,,
MFN-0001,Natural Citrus-31559,굴절률(n20),1.462 ~ 1.482,,,,
MAN-0009,NSG,성상,투명 젤상,,,,
MAN-0009,NSG,P H,8.00 ~ 9.00,,,,
MAN-0009,NSG,비중(d25),1.060 ~ 1.180,,,,
MAN-0009,NSG,투명도,97% 이상,,,,
MAN-0009,NSG,중금속,1 ppm이하,,,,
MAN-0009,NSG,미생물,100cfu/g이하,,,,
MXN-0004,NaOH (시약급),성상,흰색 알갱이,,,,
MXN-0004,NaOH (시약급),냄새,표준품에 준함,,,,
MAN-0010,난황추출물-PF,성상,무색의 액체,,,,
MAN-0010,난황추출물-PF,P H,4.00 ~ 7.00,,,,
MAN-0010,난황추출물-PF,비중(d25),0.98 ~ 1.04,,,,
MAN-0010,난황추출물-PF,비소,2 ppm이하,,,,
MAN-0010,난황추출물-PF,미생물,100cfu/g이하,,,,
MAN-0011,Nanoactive RAL,성상,황색 ~ 오랜지색의 점성액,,,,
MAN-0011,Nanoactive RAL,중금속,10 ppm이하,,,,
MAN-0011,Nanoactive RAL,미생물,10cfu/g이하,,,,
MAO-0006,오렌지추출물,성상,"투명한액상,특이취",,,,
MAO-0006,오렌지추출물,P H,4.00 ~ 6.00,,,,
MAO-0006,오렌지추출물,굴절률(n20),1.345 ~ 1.385,,,,
MAO-0006,오렌지추출물,비중(d20),0.990 ~ 1.030,,,,
MAO-0006,오렌지추출물,중금속,10ppm 이하,,,,
MAO-0006,오렌지추출물,비소,2ppm 이하,,,,
MAO-0006,오렌지추출물,미생물,100Cfu/g 이하,,,,
MKO-0001,Osmocide-2,성상,"무색투명한겔상,특이취",,,,
MKO-0001,Osmocide-2,P H,5.00 ~ 7.00,,,,
MKO-0001,Osmocide-2,굴절률(n20),1.420 ~ 1.440,,,,
MKO-0001,Osmocide-2,수분,20 ~ 30%,,,,
MKO-0001,Osmocide-2,점도,"20,000 ~ 30,000",,,,
MOO-0001,Olive Oil (YOLA),성상,"엷은황색의투명한액,특이취",,,,
MOO-0001,Olive Oil (YOLA),비중(d20),0.910 ~ 0.916,,,,
MOO-0001,Olive Oil (YOLA),산가,1 이하,,,,
MOO-0001,Olive Oil (YOLA),검화가,186 ~ 194,,,,
MOO-0001,Olive Oil (YOLA),요오드가,79 ~ 88,,,,
MSO-0003,Olivem 300,성상,"연황색의투명한액,특이취",,,,
MSO-0003,Olivem 300,점도,180 ~ 260,,,,
MSO-0003,Olivem 300,P H,5.00 ~ 7.00,,,,
MSO-0003,Olivem 300,산가,3.0 이하,,,,
MSO-0003,Olivem 300,검화가,90 ~ 100,,,,
MSO-0003,Olivem 300,수산기가,170 ~ 185,,,,
MSO-0003,Olivem 300,수분,1.0% 이하,,,,
MSO-0004,Olivem 900,성상,"연황색의왁스상,특이취",,,,
MSO-0004,Olivem 900,융점(℃),69 ~ 72,,,,
MSO-0004,Olivem 900,산가,10 ~ 30,,,,
MSO-0004,Olivem 900,검화가,160 ~ 190,,,,
MSO-0004,Olivem 900,요오드가,30 이하,,,,
MSO-0004,Olivem 900,수분,1.0% 이하,,,,
MSO-0005,Olivem 700,성상,"백색의왁스상,특이취",,,,
MSO-0005,Olivem 700,융점(℃),59 ~ 63,,,,
MSO-0005,Olivem 700,산가,3 이하,,,,
MSO-0005,Olivem 700,검화가,140 ~ 155,,,,
MSO-0005,Olivem 700,요오드가,3 이하,,,,
MSO-0006,Olivem 1000,성상,"연황색의왁스상,특이취",,,,
MSO-0006,Olivem 1000,P H,5.00 ~ 7.00,,,,
MSO-0006,Olivem 1000,융점(℃),65 ~ 75,,,,
MSO-0006,Olivem 1000,산가,5 ~ 15,,,,
MSO-0006,Olivem 1000,검화가,90 ~ 120,,,,
MUO-0001,Optisol AS,성상,연갈색의 가루,,,,
MUO-0001,Optisol AS,P H,5.00 ~ 7.00,,,,
MUO-0001,Optisol AS,중금속,10ppm 이하,,,,
MUO-0001,Optisol AS,비소,1ppm 이하,,,,
MUO-0001,Optisol AS,미생물,100Cfu/g 이하,,,,
MWO-0002,Oliwax LC,성상,"연황색의왁스상,특이취",,,,
MWO-0002,Oliwax LC,산가,5 ~ 10,,,,
MWO-0002,Oliwax LC,수분,1.0% 이하,,,,
MAO-0007,Oat Extract,성상,연황색 ~ 갈색의 액,,,,
MAO-0007,Oat Extract,P H,4.50 ~ 6.50,,,,
MAO-0007,Oat Extract,굴절률(n20),1.345 ~ 1.385,,,,
MAO-0007,Oat Extract,비중(d20),0.980 ~ 1.020,,,,
MAO-0007,Oat Extract,중금속,10ppm 이하,,,,
MAO-0007,Oat Extract,비소,2ppm 이하,,,,
MAO-0007,Oat Extract,미생물,100cfu/g 이하,,,,
MOO-0002,Omeag-3,성상,"황색의맑은액,특이취",,,,
MOO-0002,Omeag-3,비중(d20),0.910 ~ 0.930,,,,
MOO-0002,Omeag-3,굴절률(n20),1.469 ~ 1.472,,,,
MAO-0008,온천수,성상,무색 투명의 액상,,,,
MAO-0008,온천수,비중(d20),0.980 ~ 1.04,,,,
MAO-0008,온천수,pH,4.00 ~ 7.00,,,,
MAO-0008,온천수,미생물,100 cfu/g,,,,
MAO-0008,온천수,납,10 ppm 이하,,,,
MAO-0008,온천수,비소,2 ppm 이하,,,,
MAM-0027,우유 추출물,성상,무색 투명의 액상,,,,
MAM-0027,우유 추출물,비중(d20),0.98 ~ 1.04,,,,
MAM-0027,우유 추출물,P H,4.0 ~ 7.0,,,,
MAM-0027,우유 추출물,미생물,100 CFU/mL,,,,
MAM-0027,우유 추출물,납,10 ppm 이하,,,,
MAM-0027,우유 추출물,비소,2 ppm 이하,,,,
MCO-0001,Orange 205,성상,"주황색의 과립, 분말",,,,
MCO-0001,Orange 205,건조감량,1 ~ 3%,,,,
MCO-0001,Orange 205,중금속,10 ppm 이하,,,,
MCO-0001,Orange 205,비소,2 ppm 이하,,,,
MXO-0001,옥수수 전분,성상,백색분말,,,,
MXO-0001,옥수수 전분,P H,4.0 ~ 7.0,,,,
MXO-0001,옥수수 전분,비소,1.5 ppm 이하,,,,
MXO-0001,옥수수 전분,미생물,100 CFU/mL,,,,
MFO-0005,"Orange Oil, Valencia (sweet)",성상,무색~연한 황색의 액체,,,,
MFO-0005,"Orange Oil, Valencia (sweet)",냄새,표준품에준함,,,,
MFO-0005,"Orange Oil, Valencia (sweet)",비중(d20),0.835 ~ 0.855,,,,
MFO-0005,"Orange Oil, Valencia (sweet)",굴절률(n20),1.463 ~ 1.483,,,,
MAO-0009,오이추출물-PF,성상,무색의 액체,,,,
MAO-0009,오이추출물-PF,P H,5.0 ~ 8.0,,,,
MAO-0009,오이추출물-PF,비중(d20),0.98 ~ 1.04,,,,
MAO-0009,오이추출물-PF,납,10 ppm 이하,,,,
MAO-0009,오이추출물-PF,비소,2 ppm 이하,,,,
MAO-0009,오이추출물-PF,미생물,100 CFU/mL,,,,
MAS-0040,OPT Sugar Cane Extract (HD),성상,무색~ 밝은 황색의 액체,,,,
MAS-0040,OPT Sugar Cane Extract (HD),냄새,표준품에준함,,,,
MAS-0040,OPT Sugar Cane Extract (HD),비중(d20),0.980 ~ 1.020,,,,
MAS-0040,OPT Sugar Cane Extract (HD),PH,5.00 ~ 7.00,,,,
MAS-0040,OPT Sugar Cane Extract (HD),납,10 ppm 이하,,,,
MAS-0040,OPT Sugar Cane Extract (HD),비소,2 ppm 이하,,,,
MAS-0040,OPT Sugar Cane Extract (HD),미생물,100 CFU/mL,,,,
MAP-0011,하이드롤라이즈드실크-HD,성상,황색의 액체,,,,
MAP-0011,하이드롤라이즈드실크-HD,P H,5.00 ~ 8.00,,,,
MAP-0011,하이드롤라이즈드실크-HD,비중(d20),0.98 ~ 1.04,,,,
MAP-0011,하이드롤라이즈드실크-HD,중금속,10ppm 이하,,,,
MAP-0011,하이드롤라이즈드실크-HD,비소,2ppm 이하,,,,
MAP-0011,하이드롤라이즈드실크-HD,미생물,100Cfu/ml 이하,,,,
MAP-0015,Phytokine,성상,"엷은황색~갈색의액,특이취",,,,
MAP-0015,Phytokine,P H,5.20 ~ 6.70,,,,
MAP-0015,Phytokine,비중(d20),1.005 ~ 1.015,,,,
MAP-0015,Phytokine,중금속/비소,20ppm 이하/2ppm 이하,,,,
MAP-0015,Phytokine,건조잔분,2.1 ~ 3.1%,,,,
MAP-0015,Phytokine,강열잔분,0.9% 이하,,,,
MAP-0015,Phytokine,미생물,100Cfu/g 이하,,,,
MAP-0016,Prodhy Ext AHA,성상,"황색의투명액,특이취",,,,
MAP-0016,Prodhy Ext AHA,P H,4.50 ~ 5.60,,,,
MAP-0016,Prodhy Ext AHA,비중(d20),1.055 ~ 1.065,,,,
MAP-0016,Prodhy Ext AHA,굴절률(n20),1.370 ~ 1.390,,,,
MAP-0016,Prodhy Ext AHA,미생물,100Cfu/g 이하,,,,
MAP-0018,Photopreventine (Structurine),성상,"황색의투명액,특이취",,,,
MAP-0018,Photopreventine (Structurine),P H,6.50 ~ 7.50,,,,
MAP-0018,Photopreventine (Structurine),건조잔분,4.5 ~ 5.5%,,,,
MAP-0018,Photopreventine (Structurine),미생물,100Cfu/g 이하,,,,
MAP-0019,"Portulaca Ext
(마치현추출물)",성상,"백색~연갈색의맑은액,특이취",,,,
MAP-0019,"Portulaca Ext
(마치현추출물)",P H,5.50 ~ 6.50,,,,
MAP-0019,"Portulaca Ext
(마치현추출물)",비중(d25),0.950 ~ 1.060,,,,
MAP-0019,"Portulaca Ext
(마치현추출물)",굴절률(n25),1.300 ~ 1.400,,,,
MAP-0019,"Portulaca Ext
(마치현추출물)",중금속/비소,20ppm 이하/2ppm 이하,,,,
MAP-0019,"Portulaca Ext
(마치현추출물)",건조잔분,1.0 ~ 2.0% 이하,,,,
MAP-0019,"Portulaca Ext
(마치현추출물)",미생물,100Cfu/g 이하,,,,
MAP-0020,PHYTOKERATIN,성상,"황색의투명액상,특이취",,,,
MAP-0020,PHYTOKERATIN,P H,4.50 ~ 7.50,,,,
MAP-0020,PHYTOKERATIN,중금속,10ppm 이하,,,,
MAP-0020,PHYTOKERATIN,비소,2ppm 이하,,,,
MAP-0020,PHYTOKERATIN,미생물,100Cfu/g 이하,,,,
MAP-0021,Pine Bud Ext,성상,"연황색의투명한액상,특이취",,,,
MAP-0021,Pine Bud Ext,P H,4.00 ± 1.00,,,,
MAP-0021,Pine Bud Ext,비중(d20),1.010 ~ 1.050,,,,
MAP-0021,Pine Bud Ext,굴절률(n20),1.360 ~ 1.400,,,,
MAP-0021,Pine Bud Ext,중금속,10ppm 이하,,,,
MAP-0021,Pine Bud Ext,비소,2ppm 이하,,,,
MAP-0021,Pine Bud Ext,미생물,100Cfu/g 이하,,,,
MAP-0022,"석류추출물
(Punica Ext)",성상,"연갈색의맑은액,특이취",,,,
MAP-0022,"석류추출물
(Punica Ext)",P H,3.50 ~ 5.50,,,,
MAP-0022,"석류추출물
(Punica Ext)",비중(d25),0.950 ~ 1.060,,,,
MAP-0022,"석류추출물
(Punica Ext)",굴절률(n25),1.300 ~ 1.400,,,,
MAP-0022,"석류추출물
(Punica Ext)",중금속,10ppm 이하,,,,
MAP-0022,"석류추출물
(Punica Ext)",비소,2ppm 이하,,,,
MAP-0022,"석류추출물
(Punica Ext)",미생물,100Cfu/g 이하,,,,
MAP-0027,Pumpkin Powder,성상,"황색의파우더상,특이취",,,,
MAP-0027,Pumpkin Powder,P H,5.00 ~ 6.00,,,,
MAP-0027,Pumpkin Powder,건조잔분,8% 이상,,,,
MAP-0027,Pumpkin Powder,중금속,20ppm 이하,,,,
MAP-0027,Pumpkin Powder,비소,2ppm 이하,,,,
MAP-0027,Pumpkin Powder,미생물,100Cfu/g 이하,,,,
MAP-0028,Phyto Oligo,성상,"연황색~황색의맑은액,특이취",,,,
MAP-0028,Phyto Oligo,P H,5.00 ~ 7.00,,,,
MAP-0028,Phyto Oligo,비중(d20),0.980 ~ 1.020,,,,
MAP-0028,Phyto Oligo,굴절률(n20),1.320 ~ 1.360,,,,
MAP-0028,Phyto Oligo,중금속,10ppm 이하,,,,
MAP-0028,Phyto Oligo,비소,2ppm 이하,,,,
MAP-0028,Phyto Oligo,미생물,100Cfu/g 이하,,,,
MKP-0001,P G,성상,무색투명한점성액,,,,
MKP-0001,P G,비중(d20),1.037 ~ 1.039,,,,
MKP-0001,P G,중금속,2 ppm 이하,,,,
MKP-0001,P G,비소,1.0 ppm 이하,,,,
MKP-0001,P G,강열잔분,20ppm 이하,,,,
MKP-0003,Amino 8 Complex,성상,무색~미황색의액,,,,
MKP-0003,Amino 8 Complex,P H,6.00 ~ 10.00,,,,
MKP-0003,Amino 8 Complex,비중(d20),0.98 ~ 1.04,,,,
MKP-0003,Amino 8 Complex,중금속,10ppm 이하,,,,
MKP-0003,Amino 8 Complex,비소,2ppm 이하,,,,
MKP-0003,Amino 8 Complex,미생물,100Cfu/ml 이하,,,,
MFP-0003,PELT PH-5034005,성상,무색투명한액,,,,
MFP-0003,PELT PH-5034005,냄새,표준품에 준함,,,,
MFP-0003,PELT PH-5034005,비중(d20),0.930 ~ 0.950,,,,
MFP-0003,PELT PH-5034005,굴절률(n20),1.460 ~ 1.480,,,,
MFP-0004,Peach 71484,성상,엷은황색의 투명액,,,,
MFP-0004,Peach 71484,냄새,표준품에 준함,,,,
MFP-0004,Peach 71484,비중(d20),0.920 ~ 0.950,,,,
MFP-0004,Peach 71484,굴절률(n20),1.450 ~ 1.460,,,,
MFP-0006,Perfume E10003,성상,황색의 투명액상,,,,
MFP-0006,Perfume E10003,냄새,표준품에 준함,,,,
MFP-0006,Perfume E10003,비중(d20),0.950 ~ 0.970,,,,
MFP-0006,Perfume E10003,굴절률(n20),1.460 ~ 1.480,,,,
MFP-0007,Perfume 26000,성상,연황색의 투명액상,,,,
MFP-0007,Perfume 26000,냄새,표준품에 준함,,,,
MFP-0007,Perfume 26000,비중(d20),0.966 ~ 0.986,,,,
MFP-0007,Perfume 26000,굴절률(n20),1.478 ~ 1.488,,,,
MSP-0001,PEG-1500,성상,백색의부드러운바셀린상,,,,
MSP-0001,PEG-1500,P H,4.00 ~ 7.00,,,,
MSP-0001,PEG-1500,융점(℃),37 ~ 41,,,,
MSP-0001,PEG-1500,강열잔분,0.1% 이하,,,,
MSP-0002,PEG-400,성상,투명색의액상,,,,
MSP-0002,PEG-400,P H,5.00 ~ 7.00,,,,
MSP-0002,PEG-400,산가,0.5 이하,,,,
MSP-0004,Plantacare 2000,성상,"미황색의불투명점액상,특이취",,,,
MSP-0004,Plantacare 2000,P H,11.50 ~ 12.50,,,,
MSP-0004,Plantacare 2000,점도,"1,000 ~ 6,000",,,,
MSP-0004,Plantacare 2000,수분,45 ~ 49%,,,,
MSP-0004,Plantacare 2000,미생물,100Cfu/g 이하,,,,
MUP-0002,Parsol MCX,성상,엷은황색의점성이있는맑은액,,,,
MUP-0002,Parsol MCX,굴절률(n20),1.539 ~ 1.559,,,,
MUP-0002,Parsol MCX,산가,2 이하,,,,
MUP-0002,Parsol MCX,중금속,20ppm 이하,,,,
MUP-0002,Parsol MCX,비소,2ppm 이하,,,,
MUP-0002,Parsol MCX,강열잔분,0.1% 이하,,,,
MUP-0003,Parsol 5000,성상,"백색의 가루, 특이취",,,,
MUP-0003,Parsol 5000,융점(℃),66 ~ 68,,,,
MUP-0003,Parsol 5000,건조감량,0.5% 이하,,,,
MUP-0004,Hyshell EHS,성상,미황색의 맑은액,,,,
MUP-0004,Hyshell EHS,비중(d20),1.011 ~ 1.016,,,,
