product_code,sequence_no,ingredient_code,content_ratio
CCRW003,4,MK1-0002,2.0
WMCR003,1,MXD-0002,62.61900000000003
WMCR003,2,MKG-0001,9.0
WMCR003,3,MON-0004,6.5
WMCR003,4,MCT-0008,3.5
WMCR003,5,MK1-0001,3.0
WMCR003,6,MAP-0030,3.0
WMCR003,7,MAN-0001,2.0
WMCR003,8,MON-0001,2.0
WMCR003,9,MWE-0001,1.5
WMCR003,10,MST-0001,1.5
WMCR003,11,MSK-0001,0.8
WMCR003,12,MSA-0007,0.5
WMCR003,13,MWE-0004,0.5
WMCR003,14,MOD-0004,0.5
WMCR003,15,MAP-0032,0.5
WMCR003,16,MPS-0002,0.5
WMCR003,17,MVV-0004,0.4
WMCR003,18,MXT-0001,0.3
WMCR003,19,MPP-0005,0.3
WMCR003,20,MFP-0037,0.12
WMCR003,21,MWS-0001,0.1
WMCR003,22,MAA-0026,0.1
WMCR003,23,MAG-0009,0.1
WMCR003,24,MAR-0006,0.1
WMCR003,25,MAE-0013,0.1
WMCR003,26,MVP-0006,0.08
WMCR003,27,MWM-0005,0.05
WMCR003,28,MOR-0001,0.05
WMCR003,29,MAF-0006,0.05
WMCR003,30,MAM-0001,0.05
WMCR003,31,MAL-0020,0.05
CHHC001,1,MXD-0002,78.07858999999998
CHHC001,2,MOL-0002,7.2
CHHC001,3,MKG-0001,5.0
CHHC001,4,MWE-0002,2.8
CHHC001,5,MWP-0009,1.5
CHHC001,6,MST-0001,1.5
CHHC001,7,MSK-0001,1.0
CHHC001,8,MWS-0001,0.5
CHHC001,9,MOD-0004,0.5
CHHC001,10,MXT-0001,0.3
CHHC001,11,MFB-0059,0.3
CHHC001,12,MPP-0005,0.3
CHHC001,13,MPD-0003,0.18
CHHC001,14,MSA-0007,0.1
CHHC001,15,MPD-0004,0.1
CHHC001,16,MVC-0003,0.1
CHHC001,17,MAH-0008,0.1
CHHC001,18,MAM-0027,0.1
CHHC001,19,MWM-0002,0.05
CHHC001,20,MOM-0005,0.05
CHHC001,21,MAV-0002,0.05
CHHC001,22,MXE-0001,0.03
CHHC001,23,MVN-0001,0.03
CHHC001,24,MOS-0026,0.03
CHHC001,25,MOA-0009,0.03
CHHC001,26,MAA-0002,0.01
CHHC001,27,MAE-0013,0.01
CHHC001,28,MAM-0011,0.01
CHHC001,29,MAR-0006,0.01
CHHC001,30,MAT-0009,0.01
CHHC001,31,MAL-0020,0.01
CHHC002,1,MXD-0002,78.07884999999997
CHHC002,2,MOL-0002,7.2
CHHC002,3,MKG-0001,5.0
CHHC002,4,MWE-0002,2.8
CHHC002,5,MWP-0009,1.5
CHHC002,6,MST-0001,1.5
CHHC002,7,MSK-0001,1.0
CHHC002,8,MWS-0001,0.5
CHHC002,9,MOD-0004,0.5
CHHC002,10,MXT-0001,0.3
CHHC002,11,MFB-0040,0.3
CHHC002,12,MPP-0005,0.3
CHHC002,13,MPD-0003,0.18
CHHC002,14,MSA-0007,0.1
CHHC002,15,MPD-0004,0.1
CHHC002,16,MVC-0003,0.1
CHHC002,17,MAH-0008,0.1
CHHC002,18,MAM-0027,0.1
CHHC002,19,MWM-0002,0.05
CHHC002,20,MOM-0005,0.05
CHHC002,21,MAV-0002,0.05
CHHC002,22,MXE-0001,0.03
CHHC002,23,MVN-0001,0.03
CHHC002,24,MOS-0026,0.03
CHHC002,25,MOA-0009,0.03
CHHC002,26,MAA-0002,0.01
CHHC002,27,MAE-0013,0.01
CHHC002,28,MAM-0011,0.01
CHHC002,29,MAR-0006,0.01
CHHC002,30,MAT-0009,0.01
CHHC002,31,MAL-0020,0.01
CHHC003,1,MXD-0002,78.07877399999997
CHHC003,2,MOL-0002,7.2
CHHC003,3,MKG-0001,5.0
CHHC003,4,MWE-0002,2.8
CHHC003,5,MWP-0009,1.5
CHHC003,6,MST-0001,1.5
CHHC003,7,MSK-0001,1.0
CHHC003,8,MWS-0001,0.5
CHHC003,9,MOD-0004,0.5
CHHC003,10,MXT-0001,0.3
CHHC003,11,MFS-0059,0.3
CHHC003,12,MPP-0005,0.3
CHHC003,13,MPD-0003,0.18
CHHC003,14,MSA-0007,0.1
CHHC003,15,MPD-0004,0.1
CHHC003,16,MVC-0003,0.1
CHHC003,17,MAH-0008,0.1
CHHC003,18,MAM-0027,0.1
CHHC003,19,MWM-0002,0.05
CHHC003,20,MOM-0005,0.05
CHHC003,21,MAV-0002,0.05
CHHC003,22,MXE-0001,0.03
CHHC003,23,MVN-0001,0.03
CHHC003,24,MOS-0026,0.03
CHHC003,25,MOA-0009,0.03
CHHC003,26,MAA-0002,0.01
CHHC003,27,MAE-0013,0.01
CHHC003,28,MAM-0011,0.01
CHHC003,29,MAR-0006,0.01
CHHC003,30,MAT-0009,0.01
CHHC003,31,MAL-0020,0.01
PFSPR00,1,MXD-0002,41.62797400000001
PFSPR00,2,MSM-0026,30.0
PFSPR00,3,MSM-0025,20.0
PFSPR00,4,MSM-0013,4.5
PFSPR00,5,MSM-0027,1.25
PFSPR00,6,MKP-0001,0.5
PFSPR00,7,MFT-0003,0.42
PFSPR00,8,MPS-0003,0.4
PFSPR00,9,MXN-0003,0.3
PFSPR00,10,MVP-0009,0.22
PFSPR00,11,MLM-0003,0.15
PFSPR00,12,MXE-0001,0.1
PFSPR00,13,MXD-0001,0.1
PFSPR00,14,MFT-0023,0.1
PFSPR00,15,MAS-0029,0.1
PFSPR00,16,MXC-0001,0.07
PFSPR00,17,MPL-0001,0.06
PFSPR00,18,MSG-0004,0.04
PFSPR00,19,MUM-0001,0.03
PFSPR00,20,MAP-0011,0.01
PFSPR00,21,MAC-0036,0.01
PFSPR00,22,MAB-0014,0.01
PFSPR00,23,MOA-0008,0.001
PFSPR00,24,MAE-0014,0.001
PFSPR00,25,MCF-0001,2.6e-05
PDSG005,1,MXD-0002,65.25
PDSG005,2,MAJ-0002,20.0
PDSG005,3,MKG-0001,10.0
PDSG005,4,MKP-0001,3.0
PDSG005,5,MVP-0003,0.6
PDSG005,6,MPS-0002,0.6
PDSG005,7,MVC-0003,0.12
PDSG005,8,MAT-0009,0.1
PDSG005,9,MAS-0028,0.1
PDSG005,10,MAI-0003,0.1
PDSG005,11,MAY-0007,0.1
PDSG005,12,MXN-0004,0.03
FJCR001,1,MXD-0002,74.42999999999999
FJCR001,2,MK1-0001,6.0
FJCR001,3,MON-0004,5.0
FJCR001,4,MKG-0001,4.0
FJCR001,5,MON-0001,2.0
FJCR001,6,MKH-0004,2.0
FJCR001,7,MKA-0001,1.5
FJCR001,8,MK1-0002,1.2
FJCR001,9,MVS-0005,1.2
FJCR001,10,MOS-0011,0.5
FJCR001,11,MAY-0007,0.5
FJCR001,12,MPS-0002,0.5
FJCR001,13,MAL-0001,0.15
FJCR001,14,MAA-0001,0.1
FJCR001,15,MVN-0001,0.1
FJCR001,16,MVP-0006,0.1
FJCR001,17,MFB-0075,0.08
FJCR001,18,MAL-0019,0.05
FJCR001,19,MAI-0003,0.05
FJCR001,20,MAF-0006,0.05
FJCR001,21,MAS-0021,0.05
FJCR001,22,MAE-0013,0.05
FJCR001,23,MAG-0009,0.05
FJCR001,24,MAG-0021,0.05
FJCR001,25,MAA-0028,0.05
FJCR001,26,MAV-0005,0.05
FJCR001,27,MAA-0002,0.05
FJCR001,28,MAA-0030,0.05
FJCR001,29,MPL-0001,0.05
FJCR001,30,MXE-0001,0.03
FJCR001,31,MAD-0002,0.01
PDCO001,1,MOC-0010,82.15
PDCO001,2,MSE-0026,13.0
PDCO001,3,MOM-0004,4.0
PDCO001,4,MFL-0011,0.3
PDCO001,5,MOM-0005,0.1
PDCO001,6,MOO-0001,0.1
PDCO001,7,MOA-0011,0.1
PDCO001,8,MFM-0010,0.1
PDCO001,9,MAV-0002,0.06
PDCO001,10,MFB-0075,0.05
PDCO001,11,MOJ-0001,0.02
PDCO001,12,MOR-0001,0.02
MLHS005,1,MOS-0024,58.0
MLHS005,2,MOD-0006,21.37897
MLHS005,3,MOL-0002,20.0
MLHS005,4,MFS-0087,0.3
MLHS005,5,MAV-0002,0.1
MLHS005,6,MOF-0006,0.05
MLHS005,7,MOO-0001,0.05
MLHS005,8,MOD-0016,0.05
MLHS005,9,MOM-0005,0.05
MLHS005,10,MFN-0001,0.01
MLHS005,11,MOA-0008,0.01
MLHS005,12,MOO-0002,0.001
MLHS005,13,MKP-0003,1e-05
MLHS005,14,MAP-0020,1e-05
MLHS005,15,MAM-0011,1e-05
MLHS006,1,MOS-0024,58.0
MLHS006,2,MOD-0006,21.37897
MLHS006,3,MOL-0002,20.0
MLHS006,4,MFS-0061,0.3
MLHS006,5,MAV-0002,0.1
MLHS006,6,MOF-0006,0.05
MLHS006,7,MOO-0001,0.05
MLHS006,8,MOD-0016,0.05
MLHS006,9,MOM-0005,0.05
MLHS006,10,MFN-0001,0.01
MLHS006,11,MOA-0008,0.01
MLHS006,12,MOO-0002,0.001
MLHS006,13,MKP-0003,1e-05
MLHS006,14,MAP-0020,1e-05
MLHS006,15,MAM-0011,1e-05
BTPF001,1,MKD-0006,83.55
BTPF001,2,MFB-0051,15.0
BTPF001,3,MPS-0002,1.0
BTPF001,4,MAT-0009,0.1
BTPF001,5,MAI-0003,0.1
BTPF001,6,MAP-0031,0.1
BTPF001,7,MOM-0008,0.1
BTPF001,8,MAV-0002,0.02
BTPF001,9,MAH-0020,0.01
BTPF001,10,MAG-0009,0.01
BTPF001,11,MAH-0006,0.01
BTPF002,1,MKD-0006,83.55
BTPF002,2,MFB-0051,15.0
BTPF002,3,MPS-0002,1.0
BTPF002,4,MAT-0009,0.1
BTPF002,5,MAI-0003,0.1
BTPF002,6,MAP-0031,0.1
BTPF002,7,MOM-0008,0.1
BTPF002,8,MAV-0002,0.02
BTPF002,9,MAH-0020,0.01
BTPF002,10,MAG-0009,0.01
BTPF002,11,MAH-0006,0.01
BTPF003,1,MKD-0006,83.55
BTPF003,2,MFB-0051,15.0
BTPF003,3,MPS-0002,1.0
BTPF003,4,MAT-0009,0.1
BTPF003,5,MAI-0003,0.1
BTPF003,6,MAP-0031,0.1
BTPF003,7,MOM-0008,0.1
BTPF003,8,MAV-0002,0.02
BTPF003,9,MAH-0020,0.01
BTPF003,10,MAG-0009,0.01
BTPF003,11,MAH-0006,0.01
BTPF004,1,MKD-0006,83.55
BTPF004,2,MFB-0051,15.0
BTPF004,3,MPS-0002,1.0
BTPF004,4,MAT-0009,0.1
BTPF004,5,MAI-0003,0.1
BTPF004,6,MAP-0031,0.1
BTPF004,7,MOM-0008,0.1
BTPF004,8,MAV-0002,0.02
BTPF004,9,MAH-0020,0.01
BTPF004,10,MAG-0009,0.01
BTPF004,11,MAH-0006,0.01
BTPF005,1,MKD-0006,83.55
BTPF005,2,MFB-0051,15.0
BTPF005,3,MPS-0002,1.0
BTPF005,4,MAT-0009,0.1
BTPF005,5,MAI-0003,0.1
BTPF005,6,MAP-0031,0.1
BTPF005,7,MOM-0008,0.1
BTPF005,8,MAV-0002,0.02
BTPF005,9,MAH-0020,0.01
BTPF005,10,MAG-0009,0.01
BTPF005,11,MAH-0006,0.01
WMCR004,1,MXD-0002,39.49
WMCR004,2,MON-0004,15.49
WMCR004,3,MOD-0008,10.0
WMCR004,4,MK1-0001,7.0
WMCR004,5,MDD-0001,6.0
WMCR004,6,MXD-0001,5.0
WMCR004,7,MON-0001,4.0
WMCR004,8,MSA-0014,3.0
WMCR004,9,MWS-0001,2.0
WMCR004,10,MOM-0005,2.0
WMCR004,11,MWW-0001,1.9
WMCR004,12,MVT-0001,1.0
WMCR004,13,MXM-0005,1.0
WMCR004,14,MPS-0002,0.7
WMCR004,15,MDT-0009,0.3
WMCR004,16,MSO-0004,0.2
WMCR004,17,MAC-0040,0.18
WMCR004,18,MAV-0002,0.1
WMCR004,19,MAB-0012,0.1
WMCR004,20,MAV-0007,0.1
WMCR004,21,MAP-0031,0.1
WMCR004,22,MAP-0033,0.1
WMCR004,23,MPL-0001,0.06
WMCR004,24,MAA-0001,0.05
WMCR004,25,MXE-0001,0.05
WMCR004,26,MAD-0002,0.05
WMCR004,27,MAC-0018,0.01
WMCR004,28,MAP-0019,0.01
WMCR004,29,MAF-0006,0.01
AOBC001,1,MXD-0002,54.8096
AOBC001,2,MSM-0004,24.0
AOBC001,3,MSM-0003,12.0
AOBC001,4,MSM-0013,4.5
AOBC001,5,MSM-0011,2.2
AOBC001,6,MLM-0003,0.7
AOBC001,7,MFB-0059,0.6
AOBC001,8,MPS-0003,0.4
AOBC001,9,MXN-0003,0.2
AOBC001,10,MKP-0001,0.2
AOBC001,11,MXC-0001,0.1
AOBC001,12,MXE-0001,0.1
AOBC001,13,MPL-0001,0.06
AOBC001,14,MAA-0001,0.01
AOBC001,15,MOS-0026,0.01
AOBC001,16,MOM-0005,0.01
AOBC001,17,MOA-0009,0.01
AOBC001,18,MAA-0002,0.01
AOBC001,19,MAE-0013,0.01
AOBC001,20,MAM-0011,0.01
AOBC001,21,MAR-0006,0.01
AOBC001,22,MAT-0009,0.01
AOBC001,23,MAL-0020,0.01
AOBC001,24,MAH-0008,0.01
AOBC001,25,MAM-0027,0.01
AOBC001,26,MAA-0027,0.01
AOBC001,27,MCF-0005,0.0003
AOBC001,28,MCF-0006,0.0001
AOBC002,1,MXD-0002,54.80985
AOBC002,2,MSM-0004,24.0
AOBC002,3,MSM-0003,12.0
AOBC002,4,MSM-0013,4.5
AOBC002,5,MSM-0011,2.2
AOBC002,6,MLM-0003,0.7
AOBC002,7,MFB-0040,0.6
AOBC002,8,MPS-0003,0.4
AOBC002,9,MXN-0003,0.2
AOBC002,10,MKP-0001,0.2
AOBC002,11,MXC-0001,0.1
AOBC002,12,MXE-0001,0.1
AOBC002,13,MPL-0001,0.06
AOBC002,14,MAA-0001,0.01
AOBC002,15,MOS-0026,0.01
AOBC002,16,MOM-0005,0.01
AOBC002,17,MOA-0009,0.01
AOBC002,18,MAA-0002,0.01
AOBC002,19,MAE-0013,0.01
AOBC002,20,MAM-0011,0.01
AOBC002,21,MAR-0006,0.01
AOBC002,22,MAT-0009,0.01
AOBC002,23,MAL-0020,0.01
AOBC002,24,MAH-0008,0.01
AOBC002,25,MAM-0027,0.01
AOBC002,26,MAA-0027,0.01
AOBC002,27,MCR-0005,0.0001
AOBC002,28,MCF-0006,5e-05
AOBC003,1,MXD-0002,54.90976000000002
AOBC003,2,MSM-0004,24.0
AOBC003,3,MSM-0003,12.0
AOBC003,4,MSM-0013,4.5
AOBC003,5,MSM-0011,2.2
AOBC003,6,MLM-0003,0.7
AOBC003,7,MFS-0059,0.55
AOBC003,8,MPS-0003,0.4
AOBC003,9,MXN-0003,0.2
AOBC003,10,MKP-0001,0.15
AOBC003,11,MXC-0001,0.1
AOBC003,12,MXE-0001,0.1
AOBC003,13,MPL-0001,0.06
AOBC003,14,MAA-0001,0.01
AOBC003,15,MOS-0026,0.01
AOBC003,16,MOM-0005,0.01
AOBC003,17,MOA-0009,0.01
AOBC003,18,MAA-0002,0.01
AOBC003,19,MAE-0013,0.01
AOBC003,20,MAM-0011,0.01
AOBC003,21,MAR-0006,0.01
AOBC003,22,MAT-0009,0.01
AOBC003,23,MAL-0020,0.01
AOBC003,24,MAH-0008,0.01
AOBC003,25,MAM-0027,0.01
AOBC003,26,MAA-0027,0.01
AOBC003,27,MCR-0005,0.0002
AOBC003,28,MCF-0001,4e-05
AOBL001,1,MXD-0002,76.47959999999998
AOBL001,2,MOL-0002,9.3
AOBL001,3,MKG-0001,5.0
AOBL001,4,MST-0001,1.5
AOBL001,5,MWE-0001,1.2
AOBL001,6,MON-0001,1.0
AOBL001,7,MWE-0002,0.9
AOBL001,8,MWE-0004,0.9
AOBL001,9,MSK-0001,0.6
AOBL001,10,MOD-0004,0.6
AOBL001,11,MSA-0007,0.5
AOBL001,12,MFB-0059,0.45
AOBL001,13,MXT-0001,0.3
AOBL001,14,MPP-0005,0.3
AOBL001,15,MPD-0003,0.18
AOBL001,16,MPD-0004,0.1
AOBL001,17,MWS-0001,0.1
AOBL001,18,MWV-0001,0.1
AOBL001,19,MVP-0006,0.1
AOBL001,20,MAH-0008,0.1
AOBL001,21,MAM-0027,0.1
AOBL001,22,MVN-0001,0.03
AOBL001,23,MXE-0001,0.02
AOBL001,24,MOS-0026,0.02
AOBL001,25,MOM-0005,0.02
AOBL001,26,MOA-0009,0.02
AOBL001,27,MAV-0002,0.01
AOBL001,28,MAA-0002,0.01
AOBL001,29,MAE-0013,0.01
AOBL001,30,MAM-0011,0.01
AOBL001,31,MAR-0006,0.01
AOBL002,1,MXD-0002,76.47984999999997
AOBL002,2,MOL-0002,9.3
AOBL002,3,MKG-0001,5.0
AOBL002,4,MST-0001,1.5
AOBL002,5,MWE-0001,1.2
AOBL002,6,MON-0001,1.0
AOBL002,7,MWE-0002,0.9
AOBL002,8,MWE-0004,0.9
AOBL002,9,MSK-0001,0.6
AOBL002,10,MOD-0004,0.6
AOBL002,11,MSA-0007,0.5
AOBL002,12,MFB-0040,0.45
AOBL002,13,MXT-0001,0.3
AOBL002,14,MPP-0005,0.3
AOBL002,15,MPD-0003,0.18
AOBL002,16,MPD-0004,0.1
AOBL002,17,MWS-0001,0.1
AOBL002,18,MWV-0001,0.1
AOBL002,19,MVP-0006,0.1
AOBL002,20,MAH-0008,0.1
AOBL002,21,MAM-0027,0.1
AOBL002,22,MVN-0001,0.03
AOBL002,23,MXE-0001,0.02
AOBL002,24,MOS-0026,0.02
AOBL002,25,MOM-0005,0.02
AOBL002,26,MOA-0009,0.02
AOBL002,27,MAV-0002,0.01
AOBL002,28,MAA-0002,0.01
AOBL002,29,MAE-0013,0.01
AOBL002,30,MAM-0011,0.01
AOBL002,31,MAR-0006,0.01
AOBL003,1,MXD-0002,76.47975999999998
AOBL003,2,MOL-0002,9.3
AOBL003,3,MKG-0001,5.0
AOBL003,4,MST-0001,1.5
AOBL003,5,MWE-0001,1.2
AOBL003,6,MON-0001,1.0
AOBL003,7,MWE-0002,0.9
AOBL003,8,MWE-0004,0.9
AOBL003,9,MSK-0001,0.6
AOBL003,10,MOD-0004,0.6
AOBL003,11,MSA-0007,0.5
AOBL003,12,MFS-0059,0.45
AOBL003,13,MXT-0001,0.3
AOBL003,14,MPP-0005,0.3
AOBL003,15,MPD-0003,0.18
AOBL003,16,MPD-0004,0.1
AOBL003,17,MWS-0001,0.1
AOBL003,18,MWV-0001,0.1
AOBL003,19,MVP-0006,0.1
AOBL003,20,MAH-0008,0.1
AOBL003,21,MAM-0027,0.1
AOBL003,22,MVN-0001,0.03
AOBL003,23,MXE-0001,0.02
AOBL003,24,MOS-0026,0.02
AOBL003,25,MOM-0005,0.02
AOBL003,26,MOA-0009,0.02
AOBL003,27,MAV-0002,0.01
AOBL003,28,MAA-0002,0.01
AOBL003,29,MAE-0013,0.01
AOBL003,30,MAM-0011,0.01
AOBL003,31,MAR-0006,0.01
WMTN002,1,MXD-0002,81.97999999999999
WMTN002,2,MK1-0001,6.0
WMTN002,3,MKG-0001,3.0
WMTN002,4,MKH-0004,3.0
WMTN002,5,MK1-0002,1.5
WMTN002,6,MKA-0001,1.0
WMTN002,7,MKL-0001,1.0
WMTN002,8,MST-0002,0.6
WMTN002,9,MXD-0001,0.5
WMTN002,10,MPS-0002,0.5
WMTN002,11,MXS-0008,0.25
WMTN002,12,MXC-0001,0.06
WMTN002,13,MOT-0002,0.05
WMTN002,14,MAL-0019,0.05
WMTN002,15,MAI-0003,0.05
WMTN002,16,MAF-0006,0.05
WMTN002,17,MAS-0021,0.05
WMTN002,18,MAE-0013,0.05
WMTN002,19,MAG-0009,0.05
WMTN002,20,MAG-0021,0.05
WMTN002,21,MAA-0028,0.05
WMTN002,22,MAV-0005,0.05
WMTN002,23,MAY-0007,0.05
WMTN002,24,MXE-0001,0.03
WMTN002,25,MAD-0002,0.02
WMTN002,26,MAC-0040,0.01
WMBL001,1,MXD-0002,74.03799999999998
WMBL001,2,MOM-0005,5.0
WMBL001,3,MKG-0001,4.0
WMBL001,4,MON-0001,4.0
WMBL001,5,MKD-0006,3.0
WMBL001,6,MWE-0004,2.3
WMBL001,7,MSK-0001,2.0
WMBL001,8,MWE-0002,1.0
WMBL001,9,MSP-0007,0.8
WMBL001,10,MWS-0001,0.8
WMBL001,11,MPS-0002,0.6
WMBL001,12,MXD-0001,0.5
WMBL001,13,MOD-0004,0.5
WMBL001,14,MFB-0077,0.3
WMBL001,15,MAL-0001,0.13
WMBL001,16,MVC-0003,0.1
WMBL001,17,MAB-0012,0.1
WMBL001,18,MAV-0007,0.1
WMBL001,19,MAP-0031,0.1
WMBL001,20,MAP-0033,0.1
WMBL001,21,MVK-0001,0.05
WMBL001,22,MWM-0005,0.05
WMBL001,23,MPL-0001,0.05
WMBL001,24,MAP-0019,0.05
WMBL001,25,MAF-0006,0.05
WMBL001,26,MAI-0003,0.05
WMBL001,27,MAT-0009,0.05
WMBL001,28,MAC-0040,0.05
WMBL001,29,MXE-0001,0.03
WMBL001,30,MAV-0002,0.03
WMBL001,31,MOR-0001,0.02
MLDM023,1,MXD-0002,83.24
MLDM023,2,MKE-0001,12.0
MLDM023,3,MSE-0025,2.2
MLDM023,4,MKG-0001,1.0
MLDM023,5,MFS-0090,0.8
MLDM023,6,MPP-0005,0.7
MLDM023,7,MAA-0028,0.01
MLDM023,8,MAP-0032,0.01
MLDM023,9,MAS-0022,0.01
MLDM023,10,MAA-0026,0.01
MLDM023,11,MAG-0009,0.01
MLDM023,12,MAF-0006,0.01
MLDM024,1,MXD-0002,83.24
MLDM024,2,MKE-0001,12.0
MLDM024,3,MSE-0025,2.2
MLDM024,4,MKG-0001,1.0
MLDM024,5,MFS-0090,0.8
MLDM024,6,MPP-0005,0.7
MLDM024,7,MAA-0028,0.01
MLDM024,8,MAP-0032,0.01
MLDM024,9,MAS-0022,0.01
MLDM024,10,MAA-0026,0.01
MLDM024,11,MAG-0009,0.01
MLDM024,12,MAF-0006,0.01
MLDM025,1,MXD-0002,83.24
MLDM025,2,MKE-0001,12.0
MLDM025,3,MSE-0025,2.2
MLDM025,4,MKG-0001,1.0
MLDM025,5,MFS-0090,0.8
MLDM025,6,MPP-0005,0.7
MLDM025,7,MAA-0028,0.01
MLDM025,8,MAP-0032,0.01
MLDM025,9,MAS-0022,0.01
MLDM025,10,MAA-0026,0.01
MLDM025,11,MAG-0009,0.01
MLDM025,12,MAF-0006,0.01
VMSP006,1,MXD-0002,43.27900000000004
VMSP006,2,MSM-0026,24.0
VMSP006,3,MSM-0025,20.0
VMSP006,4,MSM-0013,4.5
VMSP006,5,MOD-0012,1.5
VMSP006,6,MSM-0027,1.3
VMSP006,7,MAR-0012,1.2
VMSP006,8,MFS-0081,0.9
VMSP006,9,MKP-0001,0.6
VMSP006,10,MAF-0008,0.5
VMSP006,11,MPS-0003,0.4
VMSP006,12,MVC-0010,0.3
VMSP006,13,MLM-0003,0.3
VMSP006,14,MXE-0001,0.2
VMSP006,15,MXN-0003,0.2
VMSP006,16,MVP-0009,0.1
VMSP006,17,MXC-0001,0.1
VMSP006,18,MPL-0001,0.05
VMSP006,19,MAP-0020,0.05
VMSP006,20,MAI-0003,0.05
VMSP006,21,MAE-0013,0.05
VMSP006,22,MAR-0006,0.05
VMSP006,23,MAF-0006,0.05
VMSP006,24,MAM-0001,0.05
VMSP006,25,MAA-0028,0.05
VMSP006,26,MAJ-0004,0.05
VMSP006,27,MAH-0020,0.05
VMSP006,28,MAT-0009,0.05
VMSP006,29,MAS-0029,0.05
VMSP006,30,MKA-0001,0.01
VMSP006,31,MFE-0019,0.01
VMSPP06,1,MXD-0002,43.27900000000004
VMSPP06,2,MSM-0026,24.0
VMSPP06,3,MSM-0025,20.0
VMSPP06,4,MSM-0013,4.5
VMSPP06,5,MOD-0012,1.5
VMSPP06,6,MSM-0027,1.3
VMSPP06,7,MAR-0012,1.2
VMSPP06,8,MFS-0081,0.9
VMSPP06,9,MKP-0001,0.6
VMSPP06,10,MAF-0008,0.5
VMSPP06,11,MPS-0003,0.4
VMSPP06,12,MVC-0010,0.3
VMSPP06,13,MLM-0003,0.3
VMSPP06,14,MXE-0001,0.2
VMSPP06,15,MXN-0003,0.2
VMSPP06,16,MVP-0009,0.1
VMSPP06,17,MXC-0001,0.1
VMSPP06,18,MPL-0001,0.05
VMSPP06,19,MAP-0020,0.05
VMSPP06,20,MAI-0003,0.05
VMSPP06,21,MAE-0013,0.05
VMSPP06,22,MAR-0006,0.05
VMSPP06,23,MAF-0006,0.05
VMSPP06,24,MAM-0001,0.05
VMSPP06,25,MAA-0028,0.05
VMSPP06,26,MAJ-0004,0.05
VMSPP06,27,MAH-0020,0.05
VMSPP06,28,MAT-0009,0.05
VMSPP06,29,MAS-0029,0.05
VMSPP06,30,MKA-0001,0.01
VMSPP06,31,MFE-0019,0.01
VMSP005,1,MXD-0002,43.12900000000003
VMSP005,2,MSM-0026,25.0
VMSP005,3,MSM-0025,20.0
VMSP005,4,MSM-0013,4.0
VMSP005,5,MOD-0012,2.5
VMSP005,6,MSM-0027,1.25
VMSP005,7,MKP-0001,0.9
VMSP005,8,MFF-0030,0.9
VMSP005,9,MPS-0003,0.4
VMSP005,10,MVC-0010,0.35
VMSP005,11,MLM-0003,0.3
VMSP005,12,MXE-0001,0.2
VMSP005,13,MXN-0003,0.2
VMSP005,14,MAC-0041,0.2
VMSP005,15,MVP-0009,0.1
VMSP005,16,MAJ-0006,0.1
VMSP005,17,MAG-0026,0.1
VMSP005,18,MXC-0001,0.08
VMSP005,19,MPL-0001,0.06
VMSP005,20,MAP-0020,0.05
VMSP005,21,MKA-0001,0.01
VMSP005,22,MAS-0003,0.01
VMSP005,23,MOC-0009,0.01
VMSP005,24,MOS-0026,0.01
VMSP005,25,MOP-0002,0.01
VMSP005,26,MOJ-0001,0.01
VMSP005,27,MOM-0005,0.01
VMSP005,28,MAI-0003,0.01
VMSP005,29,MAE-0013,0.01
VMSP005,30,MAR-0006,0.01
VMSP005,31,MKP-0003,0.01
VMRS005,1,MXD-0002,75.45
VMRS005,2,MKG-0001,5.0
VMRS005,3,MSM-0024,4.0
VMRS005,4,MOD-0012,3.0
VMRS005,5,MWE-0004,2.3
VMRS005,6,MWE-0002,2.2
VMRS005,7,MOM-0005,2.0
VMRS005,8,MOS-0025,2.0
VMRS005,9,MKP-0001,0.8
VMRS005,10,MFF-0030,0.6
VMRS005,11,MSS-0003,0.5
VMRS005,12,MVC-0010,0.3
VMRS005,13,MSK-0001,0.3
VMRS005,14,MSA-0007,0.3
VMRS005,15,MAC-0041,0.3
VMRS005,16,MPD-0003,0.18
VMRS005,17,MKA-0001,0.1
VMRS005,18,MWM-0005,0.1
VMRS005,19,MOO-0001,0.1
VMRS005,20,MAJ-0006,0.1
VMRS005,21,MAG-0026,0.1
VMRS005,22,MXE-0001,0.05
VMRS005,23,MAP-0020,0.05
VMRS005,24,MAS-0003,0.01
VMRS005,25,MOC-0009,0.01
VMRS005,26,MOS-0026,0.01
VMRS005,27,MOP-0002,0.01
VMRS005,28,MOJ-0001,0.01
VMRS005,29,MXC-0001,0.01
VMRS005,30,MAI-0003,0.01
VMRS005,31,MAE-0013,0.01
BTMS001,1,MXD-0002,63.79
BTMS001,2,MKE-0001,26.0
BTMS001,3,MAV-0007,3.0
BTMS001,4,MKL-0001,2.0
BTMS001,5,MXC-0007,1.5
BTMS001,6,MXL-0002,1.2
BTMS001,7,MK1-0002,1.2
BTMS001,8,MSE-0025,0.35
BTMS001,9,MPP-0005,0.2
BTMS001,10,MFS-0041,0.13
BTMS001,11,MAA-0001,0.1
BTMS001,12,MAM-0001,0.1
BTMS001,13,MAS-0022,0.1
BTMS001,14,MAL-0018,0.1
BTMS001,15,MAG-0009,0.1
BTMS001,16,MAE-0013,0.05
