product_code,sequence_no,ingredient_code,content_ratio
EVBLN040,20,MOM-0005,0.1
EVBLN040,21,MAS-0028,0.1
EVBLN040,22,MAA-0028,0.1
EVBLN040,23,MVN-0001,0.05
EVBLN040,24,MXE-0001,0.02
EVBLN040,25,MAV-0002,0.01
EVBLN040,26,MAH-0008,0.01
EVBLN040,27,MCF-0005,0.0003
LBCR001,1,MXD-0002,0.98962
LBCR001,2,MAG-0021,42.0
LBCR001,3,MXE-0001,0.02
LBCR001,4,MAD-0002,0.02
LBCR001,5,MK1-0001,4.0
LBCR001,6,MKD-0005,12.0
LBCR001,7,MXT-0001,0.1
LBCR001,8,MST-0004,3.0
LBCR001,9,MWL-0001,2.0
LBCR001,10,MWK-0002,1.7
LBCR001,11,MWW-0001,3.0
LBCR001,12,MWM-0002,0.5
LBCR001,13,MAS-0004,0.01
LBCR001,14,MOM-0005,9.0
LBCR001,15,MON-0004,3.0
LBCR001,16,MOD-0008,1.0
LBCR001,17,MON-0001,5.0
LBCR001,18,MAV-0002,0.05
LBCR001,19,MXD-0002A-1,8.0
LBCR001,20,MVC-0003,0.08
LBCR001,21,MFF-0010,0.05
LBCR001,22,MXD-0002A-2,2.0
LBCR001,23,MAA-0021,0.04
LBCR001,24,MAV-0007,1.0
LBCR001,25,MAE-0014,0.2
LBCR001,26,MAL-0013,0.1
LBCR001,27,MAM-0011,0.1
LBCR001,28,MAA-0016,0.05
LBCR001,29,MAH-0008,0.01
LBCR001,30,MPS-0001,0.3
LBCR001,31,MPS-0002,0.3
VTMT001,1,MXD-0002,89.23989999999999
VTMT001,2,MXC-0001,0.05
VTMT001,3,MXS-0008,0.18
VTMT001,4,MAN-0001,0.01
VTMT001,5,MK1-0001,4.0
VTMT001,6,MKE-0001,3.8
VTMT001,7,MSC-0006,0.4
VTMT001,8,MPS-0002,0.35
VTMT001,9,MAV-0002,0.0001
VTMT001,10,MFP-0004,0.04
VTMT001,11,MAV-0007,0.5
VTMT001,12,MKC-0003,0.01
VTMT001,13,MAV-0005,0.1
VTMT001,14,MAF-0006,0.2
VTMT001,15,MAR-0006,1.0
VTMT001,16,MXD-0001,0.01
VTMT001,17,MAD-0006,0.01
VTMT001,18,MAG-0022,0.1
VTMT002,1,MXD-0002,89.2499
VTMT002,2,MXC-0001,0.05
VTMT002,3,MXS-0008,0.18
VTMT002,4,MAN-0001,0.01
VTMT002,5,MK1-0001,4.0
VTMT002,6,MKE-0001,3.8
VTMT002,7,MSC-0006,0.4
VTMT002,8,MPS-0002,0.35
VTMT002,9,MAV-0002,0.0001
VTMT002,10,MFS-0021,0.04
VTMT002,11,MAV-0007,0.5
VTMT002,12,MKC-0003,0.01
VTMT002,13,MAV-0005,0.1
VTMT002,14,MAF-0006,0.2
VTMT002,15,MAR-0006,1.0
VTMT002,16,MXD-0001,0.01
VTMT002,17,MAL-0019,0.1
VTMT003,1,MXD-0002,89.25089999999999
VTMT003,2,MXC-0001,0.05
VTMT003,3,MXS-0008,0.18
VTMT003,4,MAN-0001,0.01
VTMT003,5,MK1-0001,4.0
VTMT003,6,MKE-0001,3.8
VTMT003,7,MSC-0006,0.4
VTMT003,8,MPS-0002,0.35
VTMT003,9,MAV-0002,0.0001
VTMT003,10,MFS-0032,0.013
VTMT003,11,MFB-0027,0.026
VTMT003,12,MAV-0007,0.5
VTMT003,13,MKC-0003,0.01
VTMT003,14,MAV-0005,0.1
VTMT003,15,MAF-0006,0.2
VTMT003,16,MAR-0006,1.0
VTMT003,17,MXD-0001,0.01
VTMT003,18,MAO-0006,0.1
SHHC000,1,MXD-0002A-1,62.588
SHHC000,2,MXE-0001,0.02
SHHC000,3,MPD-0003,0.2
SHHC000,4,MKG-0001A-3,5.0
SHHC000,5,MXT-0001,0.3
SHHC000,6,MVN-0001,0.03
SHHC000,7,MXD-0002A-4,3.0
SHHC000,8,MPD-0004,0.1
SHHC000,9,MSA-0007,0.1
SHHC000,10,MWS-0001,0.05
SHHC000,11,MWM-0002,0.05
SHHC000,12,MWE-0002,3.0
SHHC000,13,MSK-0001,1.0
SHHC000,14,MWP-0009,1.5
SHHC000,15,MAV-0002,0.001
SHHC000,16,MWV-0001,0.1
SHHC000,17,MOD-0004,0.5
SHHC000,18,MST-0001,1.5
SHHC000,19,MOL-0002,7.2
SHHC000,20,MOO-0002,0.1
SHHC000,21,MOR-0001,0.001
SHHC000,22,MVC-0003,0.12
SHHC000,23,MXD-0002B-4,11.88
SHHC000,24,MFF-0015,0.02
SHHC000,25,MXD-0002A-6,1.0
SHHC000,26,MAA-0021,0.04
SHHC000,27,MAL-0017,0.1
SHHC000,28,MAR-0006,0.2
SHHC000,29,MPP-0005,0.3
BCAS000,1,MXD-0002,87.01
BCAS000,2,MXE-0001,0.02
BCAS000,3,MAA-0001,0.02
BCAS000,4,MKA-0001,0.1
BCAS000,5,MAA-0021,0.04
BCAS000,6,MK1-0001,0.5
BCAS000,7,MKE-0001,10.0
BCAS000,8,MSN-0011,0.3
BCAS000,9,MSC-0006,0.35
BCAS000,10,MFM-0018,0.2
BCAS000,11,MFS-0048,0.15
BCAS000,12,MPD-0003,0.15
BCAS000,13,MPP-0005,0.3
BCAS000,14,MKC-0003,0.1
BCAS000,15,MAH-0001,0.2
BCAS000,16,MAA-0016,0.1
BCAS000,17,MAD-0006,0.05
BCAS000,18,MAE-0014,0.01
BCAS000,19,MAR-0006,0.2
BCAS000,20,MAC-0032,0.2
BCAL000,1,MXD-0002A-1,64.24
BCAL000,2,MAA-0001,0.02
BCAL000,3,MXE-0001,0.02
BCAL000,4,MPD-0003,0.2
BCAL000,5,MKA-0001,0.5
BCAL000,6,MK1-0001,4.0
BCAL000,7,MKG-0001,1.0
BCAL000,8,MXT-0001,0.1
BCAL000,9,MST-0004,2.5
BCAL000,10,MWK-0002,0.8
BCAL000,11,MWL-0001,1.0
BCAL000,12,MPD-0004,0.1
BCAL000,13,MWM-0005,0.2
BCAL000,14,MON-0004,4.0
BCAL000,15,MOD-0009,2.5
BCAL000,16,MOK-0003,1.5
BCAL000,17,MVC-0004,0.1
BCAL000,18,MXD-0002B-4,10.0
BCAL000,19,MXD-0002B-2,2.0
BCAL000,20,MAA-0021,0.04
BCAL000,21,MKE-0001,3.9
BCAL000,22,MFM-0018,0.2
BCAL000,23,MFS-0048,0.15
BCAL000,24,MPP-0005,0.3
BCAL000,25,MKC-0003,0.2
BCAL000,26,MAH-0001,0.2
BCAL000,27,MAR-0006,0.1
BCAL000,28,MAC-0032,0.1
BCAL000,29,MAD-0006,0.01
BCAL000,30,MAA-0016,0.01
BCAL000,31,MAE-0014,0.01
LBSB000,1,MPD-0001,0.1
LBSB000,2,MPD-0004,0.1
LBSB000,3,MWW-0001,1.5
LBSB000,4,MUP-0003,2.0
LBSB000,5,MUT-0001,2.0
LBSB000,6,MSO-0004,0.9
LBSB000,7,MUP-0002,7.0
LBSB000,8,MUP-0004,5.0
LBSB000,9,MSA-0014,2.5
LBSB000,10,MSG-0005,1.0
LBSB000,11,MWA-0003,1.0
LBSB000,12,MUN-0002,2.0
LBSB000,13,MOC-0008,4.4
LBSB000,14,MVB-0003,4.0
LBSB000,15,MOD-0013,2.0
LBSB000,16,MUO-0001,2.0
LBSB000,17,MUT-0002,3.52
LBSB000,18,MUZ-0001,7.5
LBSB000,19,MAV-0007,42.48
LBSB000,20,MXE-0001,0.1
LBSB000,21,MAD-0002,0.1
LBSB000,22,MXN-0003,1.0
LBSB000,23,MKG-0001,2.0
LBSB000,24,MK1-0001,4.0
LBSB000,25,MAA-0016,0.01
LBSB000,26,MAP-0019,0.5
LBSB000,27,MAW-0002,0.1
LBSB000,28,MAP-0018,0.05
LBSB000,29,MAE-0014,0.15
LBSB000,30,MAL-0013,0.1
LBSB000,31,MKC-0003,0.01
BPOP001,1,MKE-0001,90.7798
BPOP001,2,MUA-0001,0.02
BPOP001,3,MFB-0043,8.0
BPOP001,4,MXD-0002A-1,1.0
BPOP001,5,MXD-0002A-2,0.2
BPOP001,6,MCF-0006,0.0002
BPOP004,1,MKE-0001,88.6998
BPOP004,2,MUA-0001,0.1
BPOP004,3,MFP-0010,8.0
BPOP004,4,MXD-0002A-1,3.0
BPOP004,5,MXD-0002A-2,0.2
BPOP004,6,MCF-0006,0.0002
BPOP005,1,MKE-0001,88.6998
BPOP005,2,MUA-0001,0.1
BPOP005,3,MFB-0046,8.0
BPOP005,4,MXD-0002A-1,3.0
BPOP005,5,MXD-0002A-2,0.2
BPOP005,6,MCF-0006,0.0002
BPOP007,1,MKE-0001,88.6998
BPOP007,2,MUA-0001,0.1
BPOP007,3,MFB-0044,8.0
BPOP007,4,MXD-0002A-1,3.0
BPOP007,5,MXD-0002A-2,0.2
BPOP007,6,MCF-0006,0.0002
BPOP009,1,MKE-0001,86.6998
BPOP009,2,MUA-0001,0.1
BPOP009,3,MFB-0045,10.0
BPOP009,4,MXD-0002A-1,3.0
BPOP009,5,MXD-0002A-2,0.2
BPOP009,6,MCF-0006,0.0002
NPBC001,1,MXD-0002,58.47
NPBC001,2,MXC-0001,0.04
NPBC001,3,MXN-0003,0.4
NPBC001,4,MXE-0001,0.2
NPBC001,5,MLM-0003,0.8
NPBC001,6,MSM-0011,2.2
NPBC001,7,MSM-0004,22.0
NPBC001,8,MSM-0003,10.0
NPBC001,9,MSM-0013,5.0
NPBC001,10,MKP-0001,0.3
NPBC001,11,MFB-0030,0.25
NPBC001,12,MFT-0007,0.1
NPBC001,13,MPK-0001,0.07
NPBC001,14,MAC-0001,0.01
NPBC001,15,MAL-0016,0.01
NPBC001,16,MAC-0038,0.1
NPBC001,17,MAO-0006,0.05
NPBC002,1,MXD-0002,58.47
NPBC002,2,MXC-0001,0.04
NPBC002,3,MXN-0003,0.4
NPBC002,4,MXE-0001,0.2
NPBC002,5,MLM-0003,0.8
NPBC002,6,MSM-0011,2.2
NPBC002,7,MSM-0004,22.0
NPBC002,8,MSM-0003,10.0
NPBC002,9,MSM-0013,5.0
NPBC002,10,MKP-0001,0.3
NPBC002,11,MFB-0017,0.2
NPBC002,12,MFT-0021,0.15
NPBC002,13,MPK-0001,0.07
NPBC002,14,MAC-0001,0.01
NPBC002,15,MAL-0016,0.01
NPBC002,16,MAL-0020,0.1
NPBC002,17,MAS-0022,0.05
NPBC003,1,MXD-0002,58.4
NPBC003,2,MXC-0001,0.04
NPBC003,3,MXN-0003,0.4
NPBC003,4,MXE-0001,0.2
NPBC003,5,MLM-0003,0.8
NPBC003,6,MSM-0011,2.2
NPBC003,7,MSM-0004,22.0
NPBC003,8,MSM-0003,10.0
NPBC003,9,MSM-0013,5.0
NPBC003,10,MKP-0001,0.3
NPBC003,11,MFT-0022,0.24
NPBC003,12,MFT-0024,0.18
NPBC003,13,MPK-0001,0.07
NPBC003,14,MAC-0001,0.01
NPBC003,15,MAL-0016,0.01
NPBC003,16,MAR-0006,0.1
NPBC003,17,MAH-0006,0.05
NPBC004,1,MXD-0002,58.51
NPBC004,2,MXC-0001,0.04
NPBC004,3,MXN-0003,0.4
NPBC004,4,MXE-0001,0.2
NPBC004,5,MLM-0003,0.8
NPBC004,6,MSM-0011,2.2
NPBC004,7,MSM-0004,22.0
NPBC004,8,MSM-0003,10.0
NPBC004,9,MSM-0013,5.0
NPBC004,10,MKP-0001,0.3
NPBC004,11,MFB-0032,0.35
NPBC004,12,MPK-0001,0.07
NPBC004,13,MAC-0001,0.01
NPBC004,14,MAL-0016,0.01
NPBC004,15,MAL-0014,0.1
NPBC004,16,MAH-0008,0.01
SMBC001,1,MXD-0002,62.66
SMBC001,2,MXE-0001,0.2
SMBC001,3,MXC-0001,0.07
SMBC001,4,MXN-0003,0.4
SMBC001,5,MLM-0003,0.5
SMBC001,6,MSM-0011,2.7
SMBC001,7,MSM-0004,20.0
SMBC001,8,MSM-0003,10.0
SMBC001,9,MSM-0013,3.0
SMBC001,10,MFE-0002,0.35
SMBC001,11,MPK-0001,0.07
SMBC001,12,MAR-0006,0.01
SMBC001,13,MAF-0006,0.01
SMBC001,14,MAV-0007,0.01
SMBC001,15,MAW-0002,0.01
SMBC001,16,MXD-0001,0.01
SMBC002,1,MXD-0002,62.75
SMBC002,2,MXE-0001,0.2
SMBC002,3,MXC-0001,0.07
SMBC002,4,MXN-0003,0.4
SMBC002,5,MLM-0003,0.5
SMBC002,6,MSM-0011,2.7
SMBC002,7,MSM-0004,20.0
SMBC002,8,MSM-0003,10.0
SMBC002,9,MSM-0013,3.0
SMBC002,10,MFT-0004,0.27
SMBC002,11,MPK-0001,0.07
SMBC002,12,MAR-0006,0.01
SMBC002,13,MAF-0006,0.01
SMBC002,14,MAG-0021,0.01
SMBC002,15,MAS-0003,0.01
KSCS000,1,MXD-0002,62.60999999999999
KSCS000,2,MKE-0001,35.0
KSCS000,3,MFM-0017,0.47
KSCS000,4,MSN-0011,0.4
KSCS000,5,MSC-0006,0.4
KSCS000,6,MAH-0001,0.2
KSCS000,7,MKA-0001,0.1
KSCS000,8,MKC-0003,0.1
KSCS000,9,MAL-0013,0.1
KSCS000,10,MAG-0021,0.1
KSCS000,11,MAB-0014,0.1
KSCS000,12,MAR-0006,0.1
KSCS000,13,MAL-0020,0.1
KSCS000,14,MK1-0001,0.05
KSCS000,15,MAY-0007,0.05
KSCS000,16,MAA-0021,0.04
KSCS000,17,MXE-0001,0.02
KSCS000,18,MAA-0001,0.02
KSCS000,19,MAA-0016,0.02
KSCS000,20,MOF-0005,0.01
KSCS000,21,MAE-0014,0.01
KSCL000,1,MXD-0002,75.69999999999999
KSCL000,2,MK1-0001,4.0
KSCL000,3,MON-0004,4.0
KSCL000,4,MKE-0001,3.9
KSCL000,5,MST-0004,2.5
KSCL000,6,MOD-0009,2.4
KSCL000,7,MOK-0003,1.5
KSCL000,8,MWL-0001,1.1
KSCL000,9,MKG-0001,1.0
KSCL000,10,MWK-0002,0.8
KSCL000,11,MKA-0001,0.5
KSCL000,12,MFM-0017,0.35
KSCL000,13,MPP-0005,0.3
KSCL000,14,MPD-0003,0.2
KSCL000,15,MWM-0005,0.2
KSCL000,16,MAH-0001,0.2
KSCL000,17,MXT-0001,0.1
KSCL000,18,MPD-0004,0.1
KSCL000,19,MWS-0001,0.1
KSCL000,20,MOM-0005,0.1
KSCL000,21,MVC-0004,0.1
KSCL000,22,MKC-0003,0.1
KSCL000,23,MAL-0013,0.1
KSCL000,24,MAG-0021,0.1
KSCL000,25,MAB-0014,0.1
KSCL000,26,MAR-0006,0.1
KSCL000,27,MAL-0020,0.1
KSCL000,28,MOA-0008,0.05
KSCL000,29,MAY-0007,0.05
KSCL000,30,MAA-0016,0.05
KSCL000,31,MAA-0021,0.04
EXPM001,1,MSE-0013,0.7
EXPM001,2,MFS-0041,2.2
EXPM001,3,MKE-0001,6.0
EXPM001,4,MUA-0001,0.1
EXPM001,5,MKE-0001,56.0
EXPM001,6,MXD-0002,34.60976
EXPM001,7,MXD-0002,0.24
EXPM001,8,MCF-0006,0.0002
EXPM001,9,MCR-0005,4e-05
EXPM001,10,MAV-0007,0.05
EXPM001,11,MAC-0032,0.05
EXPM001,12,MAF-0006,0.05
EXPM002,1,MSE-0013,0.7
EXPM002,2,MFA-0014,2.2
EXPM002,3,MKE-0001,6.0
EXPM002,4,MUA-0001,0.1
EXPM002,5,MKE-0001,56.0
EXPM002,6,MXD-0002,34.85
EXPM002,7,MAV-0007,0.05
EXPM002,8,MAC-0032,0.05
EXPM002,9,MAF-0006,0.05
EXPM003,1,MSE-0013,0.7
EXPM003,2,MFS-0037,2.2
EXPM003,3,MKE-0001,6.0
EXPM003,4,MUA-0001,0.1
EXPM003,5,MKE-0001,56.0
EXPM003,6,MXD-0002,34.729879999999994
EXPM003,7,MXD-0002,0.12
EXPM003,8,MCF-0006,2e-05
EXPM003,9,MCR-0005,0.0001
EXPM003,10,MAV-0007,0.05
EXPM003,11,MAC-0032,0.05
EXPM003,12,MAF-0006,0.05
EXPM004,1,MSE-0013,0.7
EXPM004,2,MFP-0009,2.2
EXPM004,3,MKE-0001,6.0
EXPM004,4,MUA-0001,0.1
EXPM004,5,MKE-0001,56.0
EXPM004,6,MXD-0002,34.2494
EXPM004,7,MXD-0002,0.6
EXPM004,8,MCF-0005,0.0006
EXPM004,9,MAV-0007,0.05
EXPM004,10,MAC-0032,0.05
EXPM004,11,MAF-0006,0.05
EXPM005,1,MSE-0013,0.7
EXPM005,2,MFP-0004,2.2
EXPM005,3,MKE-0001,6.0
EXPM005,4,MUA-0001,0.1
EXPM005,5,MKE-0001,56.0
EXPM005,6,MXD-0002,34.549699999999994
EXPM005,7,MXD-0002,0.3
EXPM005,8,MCF-0005,0.0002
EXPM005,9,MCF-0006,0.0001
EXPM005,10,MAV-0007,0.05
EXPM005,11,MAC-0032,0.05
EXPM005,12,MAF-0006,0.05
EXPM006,1,MSE-0013,0.7
EXPM006,2,MFB-0047,2.2
EXPM006,3,MKE-0001,6.0
EXPM006,4,MUA-0001,0.1
EXPM006,5,MKE-0001,56.0
EXPM006,6,MXD-0002,34.69985
EXPM006,7,MXD-0002,0.15
EXPM006,8,MCF-0001,5e-05
EXPM006,9,MCR-0005,0.0001
EXPM006,10,MAV-0007,0.05
EXPM006,11,MAC-0032,0.05
EXPM006,12,MAF-0006,0.05
MJCW0000,1,MXD-0002,85.049
MJCW0000,2,MXE-0001,0.05
MJCW0000,3,MAN-0001,0.01
MJCW0000,4,MXD-0001,0.01
MJCW0000,5,MKP-0004,2.0
MJCW0000,6,MK1-0001,5.0
MJCW0000,7,MSC-0006,1.0
MJCW0000,8,MFF-0011,0.25
MJCW0000,9,MAV-0002,0.001
MJCW0000,10,MSC-0003,6.0
MJCW0000,11,MPS-0002,0.4
MJCW0000,12,MAV-0007,0.2
MJCW0000,13,MAG-0012,0.01
MJCW0000,14,MAP-0022,0.01
MJCW0000,15,MAO-0006,0.01
AOSP000,1,MXD-0002,44.5994
AOSP000,2,MSM-0026,25.0
AOSP000,3,MSM-0025,20.0
AOSP000,4,MSM-0013,5.0
AOSP000,5,MLM-0003,1.5
AOSP000,6,MSM-0027,1.3
AOSP000,7,MKP-0001,0.5
AOSP000,8,MOD-0012,0.5
AOSP000,9,MPS-0003,0.4
AOSP000,10,MFS-0023,0.3
AOSP000,11,MVC-0010,0.2
AOSP000,12,MXE-0001,0.2
AOSP000,13,MXN-0003,0.2
AOSP000,14,MVP-0009,0.1
AOSP000,15,MXC-0001,0.1
AOSP000,16,MPL-0001,0.06
AOSP000,17,MKA-0001,0.01
AOSP000,18,MOO-0001,0.01
AOSP000,19,MOA-0008,0.01
AOSP000,20,MAP-0020,0.01
AOSP000,21,MCF-0005,0.0005
AOSP000,22,MCR-0005,0.0001
AORS000,1,MXD-0002A-1,83.836
AORS000,2,MSM-0024,4.0
AORS000,3,MOD-0012,3.0
AORS000,4,MWE-0004,2.5
AORS000,5,MWE-0002,2.0
AORS000,6,MOL-0002,1.7
AORS000,7,MKG-0001,1.5
AORS000,8,MFS-0023,0.3
AORS000,9,MSA-0007,0.3
AORS000,10,MSK-0001,0.3
AORS000,11,MPD-0003,0.2
AORS000,12,MVC-0010,0.2
AORS000,13,MOO-0001,0.1
AORS000,14,MXE-0001,0.02
AORS000,15,MAP-0020,0.01
AORS000,16,MOA-0008,0.01
AORS000,17,MKA-0001,0.01
AORS000,18,MXD-0001,0.01
AORS000,19,MXC-0001,0.004
EHWS000,1,MXD-0002,59.39
EHWS000,2,MXE-0001,0.03
EHWS000,3,MXM-0004,9.0
EHWS000,4,MKE-0001,30.0
EHWS000,5,MSC-0006,0.7
EHWS000,6,MFB-0016,0.15
EHWS000,7,MPD-0003,0.1
EHWS000,8,MAS-0023,0.5
EHWS000,9,MKP-0003,0.01
EHWS000,10,MAP-0020,0.01
EHWS000,11,MAM-0011,0.1
EHWS000,12,MXD-0001,0.01
AOHS000,1,MOS-0024,56.0
AOHS000,2,MOD-0006,23.728990000000003
AOHS000,3,MOL-0002,20.0
AOHS000,4,MFT-0014,0.13
AOHS000,5,MOA-0008,0.1
AOHS000,6,mfb-0034,0.04
AOHS000,7,MAV-0002,0.001
AOHS000,8,MAM-0011,1e-05
ETSCA01,1,MKE-0001,66.0
ETSCA01,2,MSC-0006,0.4
ETSCA01,3,MSE-0013,0.4
ETSCA01,4,MFS-0050,3.0
ETSCA01,5,MKE-0001,4.0
ETSCA01,6,MUA-0001,0.1
ETSCA01,7,MXD-0002,25.93994
ETSCA01,8,MK1-0001,0.1
ETSCA01,9,MXD-0002,0.06
ETSCA01,10,MCR-0005,6e-05
ETSCA02,1,MKE-0001,66.0
ETSCA02,2,MSC-0006,0.6
ETSCA02,3,MSE-0013,0.6
ETSCA02,4,MFS-0049,3.0
ETSCA02,5,MKE-0001,4.0
ETSCA02,6,MUA-0001,0.1
ETSCA02,7,MXD-0002,25.6
ETSCA02,8,MK1-0001,0.1
ETSCA03,1,MKE-0001,66.0
ETSCA03,2,MSC-0006,0.4
ETSCA03,3,MSE-0013,0.4
ETSCA03,4,MFS-0051,3.0
ETSCA03,5,MKE-0001,4.0
ETSCA03,6,MUA-0001,0.1
ETSCA03,7,MXD-0002,25.94995
ETSCA03,8,MK1-0001,0.1
ETSCA03,9,MXD-0002,0.05
ETSCA03,10,MCF-0002,5e-05
VTSG000,1,MXD-0002,83.04899999999998
VTSG000,2,MKE-0001,7.0
VTSG000,3,MK1-0001,4.0
VTSG000,4,MKG-0001,2.0
VTSG000,5,MXT-0001,0.6
VTSG000,6,MVC-0003,0.54
VTSG000,7,MSC-0006,0.4
VTSG000,8,MAC-0021,0.3
VTSG000,9,MFB-0047,0.3
VTSG000,10,MPP-0005,0.3
VTSG000,11,MPD-0003,0.2
VTSG000,12,MXS-0010,0.16
VTSG000,13,MXV-0001,0.15
VTSG000,14,MAA-0001,0.1
VTSG000,15,MAG-0009,0.1
VTSG000,16,MAL-0013,0.1
VTSG000,17,MAR-0012,0.1
VTSG000,18,MAA-0016,0.1
VTSG000,19,MAY-0007,0.1
VTSG000,20,MAP-0022,0.1
VTSG000,21,MAV-0007,0.1
VTSG000,22,MKC-0003,0.1
VTSG000,23,MVN-0001,0.06
VTSG000,24,MXE-0001,0.02
VTSG000,25,MAN-0001,0.01
VTSG000,26,MXD-0001,0.01
VTSG000,27,MAV-0002,0.001
YPML000,1,MXD-0002,60.239
YPML000,2,MKG-0001,4.0
YPML000,3,MAL-0001,0.5
YPML000,4,MVN-0001,0.03
YPML000,5,MXD-0002A-1,3.0
YPML000,6,MSA-0007,0.5
YPML000,7,MWS-0001,0.1
YPML000,8,MWE-0002,0.9
YPML000,9,MWE-0004,0.9
YPML000,10,MSK-0001,0.5
YPML000,11,MWE-0001,1.0
YPML000,12,MAC-0018,0.001
YPML000,13,MST-0001,1.6
YPML000,14,MON-0001,6.8
YPML000,15,MON-0004,3.0
YPML000,16,MAV-0002,0.01
YPML000,17,MVP-0006,0.12
YPML000,18,MXD-0002A-2,12.0
YPML000,19,MPS-0002,0.7
YPML000,20,MAS-0029,4.0
YPML000,21,MAA-0028,0.1
KLSG000,1,MXD-0002,31.295
KLSG000,2,MAD-0002,0.02
KLSG000,3,MKA-0001,0.2
KLSG000,4,MAA-0001,0.1
KLSG000,5,MK1-0001,6.0
KLSG000,6,MKG-0001,1.0
KLSG000,7,MKU-0002,1.0
KLSG000,8,MVN-0001,0.06
KLSG000,9,MXD-0002A-1,6.0
KLSG000,10,MVC-0003,0.4
KLSG000,11,MXD-0002A-3,40.0
KLSG000,12,MKE-0001,8.0
KLSG000,13,MSC-0006,0.3
KLSG000,14,MPS-0002,0.8
KLSG000,15,MFT-0021,0.025
KLSG000,16,MAM-0011,0.5
KLSG000,17,MAA-0002,0.1
KLSG000,18,MAH-0001,0.9
KLSG000,19,MAV-0007,0.9
KLSG000,20,MXT-0001,0.4
KLSG000,21,MXD-0002B-3,2.0
PDIR000,1,MXD-0002,71.15
PDIR000,2,MKG-0001,10.0
PDIR000,3,MSM-0013,10.0
PDIR000,4,MSP-0004,6.0
PDIR000,5,MAL-0017,1.0
PDIR000,6,MAY-0007,0.5
PDIR000,7,MPS-0003,0.4
PDIR000,8,MFT-0009,0.24
PDIR000,9,MXC-0001,0.15
PDIR000,10,MXE-0001,0.1
PDIR000,11,MXS-0008,0.1
PDIR000,12,MFG-0005,0.06
PDIR000,13,MXL-0001,0.05
PDIR000,14,MXC-0004,0.05
PDIR000,15,MPL-0001,0.05
PDIR000,16,MAH-0011,0.05
PDIR000,17,MAH-0006,0.05
PDIR000,18,MAF-0006,0.05
SFSC001,1,MKE-0001,70.0
SFSC001,2,MXD-0002,25.99986
SFSC001,3,MFB-0045,3.0
SFSC001,4,MSC-0006,0.4
SFSC001,5,MSE-0013,0.4
SFSC001,6,MUA-0001,0.1
SFSC001,7,MK1-0001,0.1
SFSC001,8,MCR-0005,0.0001
SFSC001,9,MCF-0001,4e-05
SFSC002,1,MKE-0001,70.0
SFSC002,2,MXD-0002,25.999939999999995
SFSC002,3,MFB-0046,3.0
SFSC002,4,MSC-0006,0.4
SFSC002,5,MSE-0013,0.4
SFSC002,6,MUA-0001,0.1
SFSC002,7,MK1-0001,0.1
SFSC002,8,MCR-0005,6e-05
SFSC003,1,MKE-0001,70.0
SFSC003,2,MXD-0002,25.9999
SFSC003,3,MFB-0044,3.0
SFSC003,4,MSC-0006,0.4
SFSC003,5,MSE-0013,0.4
SFSC003,6,MUA-0001,0.1
SFSC003,7,MK1-0001,0.1
SFSC003,8,MCF-0005,0.0001
SFSC004,1,MKE-0001,70.0
SFSC004,2,MXD-0002,25.99995
SFSC004,3,MFP-0010,3.0
SFSC004,4,MSC-0006,0.4
SFSC004,5,MSE-0013,0.4
SFSC004,6,MUA-0001,0.1
SFSC004,7,MK1-0001,0.1
SFSC004,8,MCF-0002,5e-05
BPOP024,1,MKE-0001,86.6998
BPOP024,2,MUA-0001,0.1
BPOP024,3,MFP-0011,10.0
BPOP024,4,MXD-0002A-1,3.0
BPOP024,5,MXD-0002A-2,0.2
BPOP024,6,MCF-0006,0.0002
BPOP008,1,MKE-0001,86.6998
BPOP008,2,MUA-0001,0.1
BPOP008,3,MFP-0012,10.0
BPOP008,4,MXD-0002A-1,3.0
BPOP008,5,MXD-0002A-2,0.2
BPOP008,6,MCF-0006,0.0002
BPOP072,1,MKE-0001,86.6998
BPOP072,2,MUA-0001,0.1
BPOP072,3,MFP-0014,10.0
BPOP072,4,MXD-0002A-1,3.0
BPOP072,5,MXD-0002A-2,0.2
BPOP072,6,MCF-0006,0.0002
BPOP017,1,MKE-0001,86.6998
BPOP017,2,MUA-0001,0.1
BPOP017,3,MFP-0013,10.0
BPOP017,4,MXD-0002A-1,3.0
BPOP017,5,MXD-0002A-2,0.2
BPOP017,6,MCF-0006,0.0002
BPSG000,1,MXD-0002,59.85988
BPSG000,2,MUM-0001,0.02
BPSG000,3,MXC-0001,0.05
BPSG000,4,MXN-0003,0.3
BPSG000,5,MXE-0001,0.1
BPSG000,6,MSM-0011,2.4
BPSG000,7,MSM-0004,22.0
BPSG000,8,MSM-0003,10.0
BPSG000,9,MSM-0013,4.5
BPSG000,10,MAF-0006,0.05
BPSG000,11,MAD-0006,0.05
BPSG000,12,MPK-0001,0.05
BPSG000,13,MXD-0002A-1,0.12
BPSG000,14,MCF-0005,4e-05
BPSG000,15,MCF-0001,8e-05
BPSG000,16,MFP-0010,0.4
BPSG000,17,MFT-0021,0.1
BPBL001,1,MXD-0002A-1,60.54885
BPBL001,2,MXE-0001,0.02
BPBL001,3,MPD-0003,0.2
BPBL001,4,MKG-0001,6.0
BPBL001,5,MVN-0001,0.03
BPBL001,6,MXD-0002A-2,3.0
BPBL001,7,MXT-0001,0.3
BPBL001,8,MXD-0002A-3,1.0
