ingredient_code,component_order,inci_name_en,inci_name_kr,cas_number,composition_ratio,function,country_of_origin
MKP-0004,1,PEG-16 Macadamia Glycerides,피이지-16마카다미아글리세라이즈,-,100,Skin Conditioning Agent,
MKP-0005,1,Pentylene Glycol,펜틸렌글라이콜,5343-92-0,100,Humectants,독일
MKP-0006,1,Polyglycerin-3,폴리글리세린-3,56090-54-1,100,Humectants,중국
MKS-0002,1,Quaternium 60,쿼터늄-60,-,67,Skin Conditioning Agent,대한민국
MKS-0002,2,Propyiene Glycol,프로필렌글라이콜,57-55-6,33,Skin Conditioning Agent,대한민국
MKS-0003,1,Glycerin,글리세린,56-81-5,41.5,Skin Conditioning Agent,대한민국
MKS-0003,2,Water,정제수,7732-18-5,55,Skin Conditioning Agent,대한민국
MKS-0003,3,Glyceryl Acrylate/Acrylic Acid Copolymer,글리세릴아크릴레이트/아크릴릭애씨드코폴리머,-,1.5,Skin Conditioning Agent,대한민국
MKS-0003,4,"1,2-Hexanediol","1,2-헥산다이올",6920-22-5,2,Skin Conditioning Agent,대한민국
MKS-0004,1,Sorbitol,솔비톨,50-70-4,70,Humectants,대한민국
MKS-0004,2,Water,정제수,7732-18-5,30,Humectants,대한민국
MKU-0001,1,Urea,우레아,57-13-6,100,Humectants,
MKU-0002,1,PEG/PPG-17/6 Copolymer,피이지/피피지-17/6코폴리머,9003-11-6 (Generic),100,Solvent,
MLL-0001,1,Glycol Stearate,글라이콜스테아레이트,111-60-4,100,Skin Conditioning Agent,
MLM-0003,1,Glycol Distearate,글라이콜다이스테아레이트,627-83-8,100,Skin Conditioning Agent,
MO2-0001,1,Ethylhexyl Isononanoate,에틸헥실아이소노나노에이트,70969-70-9,100,Skin Conditioning Agent,
MOA-0005,1,Helianthus Annuus (Sunflower) Seed Oil,해바라기씨오일,8001-21-6,100,Skin Conditioning Agent,스웨덴
MOA-0007,1,Canola Oil,카놀라오일,8002-13-9,100,Skin Conditioning Agent,
MOA-0008,1,Argania Spinosa Kernel Oil,아르간커넬오일,223747-87-3,100,Skin Conditioning Agent,프랑스
MOA-0009,1,Persea Gratissima (Avocado) Oil,아보카도오일,8024-32-6,100,Skin Conditioning Agent,미국
MOA-0010,1,Bixa Orellana Seed Oil,아나토씨오일,-,0.33,Skin Conditioning Agent,브라질
MOA-0010,2,Helianthus Annuus (Sunflower) Seed Oil,해바라기씨오일,164250-88-8,91.95,Skin Conditioning Agent,브라질
MOA-0010,3,Glycine Soja (Soybean) Oil,돌콩오일,8001-22-7,7.67,Skin Conditioning Agent,브라질
MOA-0010,4,Tocopherol,토코페롤,59-02-9,0.05,Skin Conditioning Agent,브라질
MOA-0011,1,Prunus Armeniaca (Apricot) Kernel Oil,살구씨오일,72869-69-3,100,Skin Conditioning Agent,영국
MOB-0002,1,Borago Officinalis Seed Oil,보리지씨오일,-,100,Skin Conditioning Agent,
MOB-0004,1,Mauritia Flexuosa Fruit Oil,이테야자열매오일,-,100,Skin Conditioning Agent,
MOB-0005,1,Hydrogenated Castor Oil Dimer Dilinoleate,하이드로제네이티드캐스터오일다이머디리놀리에이트,-,50,Skin Conditioning Agent,대한민국
MOB-0005,2,Caprylic/Capric Triglyceride,카프릴릭/카프릭트라이글리세라이드,65381-09-1,50,Skin Conditioning Agent,대한민국
MOC-0007,1,Di-C12-13 Alkyl Malate,다이-C12-13알킬말레이트,-,100,Skin Conditioning Agent,
MOC-0008,1,Dicaprylyl Carbonate,다이카프릴릴카보네이트,1680-31-5,100,Skin Conditioning Agent,
MOC-0009,1,Cocos Nucifera (Coconut) Oil,코코넛야자오일,8001-31-8,100,Skin Conditioning Agent,
MOC-0010,1,Canola Oil,카놀라오일,8002-13-9,100,Skin conditioning agent,
MOC-0011,1,Melia Azadirachta Leaf Extract,인도멀구슬나무잎추출물,84696-25-3/90063-92-6,40,Skin Conditioning Agent,싱가포르
MOC-0011,2,Melia Azadirachta Flower Extract,인도멀구슬나무꽃추출물,90063-92-6,30,Skin Conditioning Agent,싱가포르
MOC-0011,3,Coccinia Indica Fruit Extract,아이비고드열매추출물,-,15,Skin Conditioning Agent,싱가포르
MOC-0011,4,Solanum Melongena (Eggplant) Fruit Extract,가지열매추출물,84012-19-1,5,Skin Conditioning Agent,싱가포르
MOC-0011,5,Aloe Barbadensis Flower Extract,알로에베라꽃추출물,85507-69-3/94349-62-9,5,Skin Conditioning Agent,싱가포르
MOC-0011,6,Simmondsia Chinensis (Jojoba) Seed Oil,호호바씨오일,90045-98-0,2,Skin Conditioning Agent,싱가포르
MOC-0011,7,Ocimum Sanctum Leaf Extract,홀리바질잎추출물,91845-35-1,1,Skin Conditioning Agent,싱가포르
MOC-0011,8,Curcuma Longa (Turmeric) Root Extract,울금뿌리추출물,84775-52-0,1,Skin Conditioning Agent,싱가포르
MOC-0011,9,Corallina Officinalis Extract,참산호말추출물,89997-92-2,1,Skin Conditioning Agent,싱가포르
MOC-0012,1,Eclipta Prostrata Extract,한련초추출물,93165-22-1,81,Skin Conditioning Agent,싱가포르
MOC-0012,2,Melia Azadirachta Leaf Extract,인도멀구슬나무잎추출물,90063-92-6,16,Skin Conditioning Agent,싱가포르
MOC-0012,3,Moringa Oleifera Seed Oil,드럼스틱씨오일,93165-54-9,3,Skin Conditioning Agent,싱가포르
MOC-0013,1,Gardenia Florida Fruit Extract,치자추출물,92457-01-7,25,Skin Conditioning Agent,대한민국
MOC-0013,2,Carthamus Tinctorius (Safflower) Flower Extract,잇꽃추출물,223749-52-8,50,Skin Conditioning Agent,대한민국
MOC-0013,3,Dextrin,덱스트린,9004-53-9,25,Skin Conditioning Agent,대한민국
MOD-0004,1,Dimethicone,다이메티콘,63148-62-9,100,"Antifoaming Agents, Skin Conditioning Agent",대한민국
MOD-0006,1,Cyclopentasiloxane,사이클로펜타실록세인,541-02-6,66,"Hair Conditioning Agent, Skin Conditioning Agent",대한민국
MOD-0006,2,Cyclohexasiloxane,사이클로헥사실록세인,540-97-6,34,"Hair Conditioning Agent, Skin Conditioning Agent",대한민국
MOD-0008,1,Dimethicone,다이메티콘,63148-62-9,100,"Antifoaming Agents, Skin Conditioning Agent",대한민국
MOD-0009,1,Neopentyl Glycol Diheptanoate,네오펜틸글라이콜다이헵타노에이트,-,100,Skin Conditioning Agent,프랑스
MOD-0010,1,Butylene Glycol Dicaprylate/Dicaprate,부틸렌글라이콜다이카프릴레이트/다이카프레이트,-,100,Skin Conditioning Agent,독일
MOD-0011,1,Dimethicone/Vinyl Dimethicone Crosspolymer,다이메티콘/비닐다이메티콘크로스폴리머,-,0,Skin Conditioning Agent,
MOD-0011,2,Cyclomethicone,사이클로메티콘,69430-24-6,0,Skin Conditioning Agent,
MOD-0012,1,Dimethicone,다이메티콘,9006-65-9,60,"Hair Conditioning Agent, Skin Conditioning Agent",대한민국
MOD-0012,2,Water,정제수,7732-18-5,33.9,"Hair Conditioning Agent, Skin Conditioning Agent",대한민국
MOD-0012,3,Laureth-23,라우레스-23,9002-92-0,2.1,"Hair Conditioning Agent, Skin Conditioning Agent",대한민국
MOD-0012,4,Laureth-3,라우레스-3,3055-94-5,2.1,"Hair Conditioning Agent, Skin Conditioning Agent",대한민국
MOD-0012,5,Xanthan Gum,잔탄검,11138-66-2,0.3,"Hair Conditioning Agent, Skin Conditioning Agent",대한민국
MOD-0012,6,Phenoxyethanol,페녹시에탄올,122-99-6,1,"Hair Conditioning Agent, Skin Conditioning Agent",대한민국
MOD-0012,7,Sodium benzoate,소듐벤조에이트,532-32-1,0.6,"Hair Conditioning Agent, Skin Conditioning Agent",대한민국
MOD-0013,1,Cyclopentasiloxane,사이클로펜타실록세인,541-02-6,88,"Hair Conditioning Agent, Skin Conditioning Agent",대한민국
MOD-0013,2,Dimethicone/Vinyl Dimethicone Crosspolymer,다이메티콘/비닐다이메티콘크로스폴리머,156065-02-0,12,"Hair Conditioning Agent, Skin Conditioning Agent",대한민국
MOD-0014,1,Hydrogenated Polyisobuten,하이드로제네이티드폴리아이소부텐,68937-10-0,100,Skin Conditioning Agent,
MOD-0015,1,Fragrance,향료,34590-94-8,100,"Fragrance, Solvent",
MOD-0016,1,Camellia Japonica Seed Oil,동백나무씨오일,-,100,Skin Conditioning Agent,
MOD-0017,1,Diisostearyl Malate,다이아이소스테아릴말레이트,67763-18-2,100,Skin Conditioning Agent,일본
MOE-0002,1,Phenyl Trimethicone,페닐트라이메티콘,2116-84-9,0,"Antifoaming Agents, Hair Conditioning Agent, Skin Conditioning Agent",일본
MOE-0002,2,Squalane,스쿠알란,111-01-3,0,"Antifoaming Agents, Hair Conditioning Agent, Skin Conditioning Agent",일본
MOE-0002,3,Octyldodecanol,옥틸도데칸올,5333-42-6,0,"Antifoaming Agents, Hair Conditioning Agent, Skin Conditioning Agent",일본
MOE-0003,1,Octyldodecanol,옥틸도데칸올,5333-42-6,100,Skin Conditioning Agent,
MOF-0002,1,C12-15 Alkyl Benzoate,C12-15알킬벤조에이트,68411-27-8,100,Skin Conditioning Agent,
MOF-0004,1,Perfluorodecalin,퍼플루오로데칼린,306-94-5,100,Skin Conditioning Agent,
MOF-0005,1,Fragrance,향료,59259-38-0,100,Fragrance,Germany
MOF-0006,1,Helianthus Annuus (Sunflower) Seed Oil,해바라기씨오일,8001-21-6,0,Skin Conditioning Agent,미국
MOF-0006,2,Tocopherol,토코페롤,1406-18-4,0,Skin Conditioning Agent,미국
MOH-0001,1,Cannabis Sativa (Hemp) Seed Oil,삼씨오일,8016-24-8,100,Skin Conditioning Agent,
MOI-0001,1,Isododecane,아이소도데케인,13475-82-6,100,Skin Conditioning Agent,독일
MOJ-0001,1,Simmondsia Chinensis (Jojoba) Seed Oil,호호바씨오일,61789-91-1,100,Skin Conditioning Agent,
MOK-0003,1,Dimethicone,다이메티콘,9006-65-9,100,Skin Conditioning Agent,대한민국
MOL-0002,1,White Mineral Oil,미네랄오일,8042-47-5,100,Skin Conditioning Agent,
MOL-0003,1,Isopropyl Myristate,아이소프로필미리스테이트,110-27-0,100,Skin Conditioning Agent,싱카포르
MOL-0005,1,Lavandula Angustifolia (Lavender) Oil,라벤더오일,8000-28-0,100,Skin Conditioning Agent,
MOL-0007,1,Mineral Oil,미네랄오일,8012-95-1,100,Skin Conditioning Agent,
MOM-0004,1,Cetyl ethyl hexanoate,,59130-69-7,100,Skin Conditioning Agent,
MOM-0005,1,Macadamia Ternifolia Seed Oil,마카다미아씨오일,128497-20-1,100,Skin Conditioning Agent,
MOM-0006,1,Tricaprylin,트라이카프릴린,538-23-8,100,Skin Conditioning Agent,
MOM-0007,1,Horse Fat,말지방,-,100,Skin Conditioning Agent,
MOM-0008,1,Moringa Oleifera Seed Oil,드럼스틱씨오일,-,100,Skin Conditioning Agent,
MOM-0009,1,Phenyl Trimethicone,페닐트라이메티콘,2116-84-9,100,Skin Conditioning Agent,대한민국
MOM-0010,1,Cyclopentasiloxane,사이클로펜타실록세인,541-02-6,50,Skin Conditioning Agent,대한민국
MOM-0010,2,Polypropylsilsesquioxane,폴리프로필실세스퀴옥세인,36088-62-7,50,Skin Conditioning Agent,대한민국
MON-0001,1,Caprylic/Capric Triglyceride,카프릴릭/카프릭트라이글리세라이드,65381-09-1,100,Skin Conditioning Agent,말레이시아
MON-0004,1,Hydrogenated Polydecene,하이드로제네이티드폴리데센,68037-01-4,100,Skin Conditioning Agent,영국
MOO-0001,1,Olea Europaea (Olive) Fruit Oil,올리브오일,8001-25-0,100,Skin Conditioning Agent,스페인
MOO-0002,1,Organic virgin rapeseed oil,,8002-13-9,70,Skin Conditioning Agent,
MOO-0002,2,Organic virgin olive extra oil,,8001-25-0,20,Skin Conditioning Agent,
MOO-0002,3,Organic virgin flax oil,,8001-26-1,8,Skin Conditioning Agent,
MOO-0002,4,Organic virgin wheatgerm oil,,8006-95-9,2,Skin Conditioning Agent,
MOP-0002,1,Arachis Hypogaea (Peanut) Oil,땅콩오일,8002-03-07 00:00:00,100,Skin Conditioning Agent,
MOP-0003,1,Polyisobutene,폴리아이소부텐,9003-27-4,100,Skin Conditioning Agent,대한민국
MOP-0004,1,Ethylhexyl Palmitate,에틸헥실팔미테이트,29806-73-3,100,Skin Conditioning Agent,
MOR-0001,1,Rosa Canina Fruit Oil,로즈힙열매오일,84696-47-9,100,Skin Conditioning Agent,
MOS-0011,1,Squalane,스쿠알란,111-01-3,100,Skin Conditioning Agent,
MOS-0021,1,Hydrogenated Polydecene,하이드로제네이티드폴리데센,68037-01-4,100,Skin Conditioning Agent,
MOS-0024,1,Cyclopentasiloxane,사이클로펜타실록세인,541-02-6,70,Skin Conditioning Agent,
MOS-0024,2,Dimethicone,다이메티콘,9006-65-9,30,Skin Conditioning Agent,
MOS-0025,1,Water,정제수,7732-18-5,65.02,Skin Conditioning Agent,
MOS-0025,2,Amodimethicone,아모다이메티콘,71750-79-3,23,Skin Conditioning Agent,
MOS-0025,3,C12-14 Sec-Alketh-7,C12-14Sec-알케스-7,84133-50-6,9,Skin Conditioning Agent,
MOS-0025,4,Propylene Glycol,프로필렌글라이콜,57-55-6,2,Skin Conditioning Agent,
MOS-0025,5,Phenoxyethanol,페녹시에탄올,122-99-6,0.98,Skin Conditioning Agent,
MOS-0026,1,Prunus Amygdalus Dulcis (Sweet Almond) Oil,스위트아몬드오일,8007-69-0,100,Skin Conditioning Agent,
MOS-0027,1,Dimethicone,다이메티콘,63148-62-9,100,Skin Conditioning Agent,대한민국
MOT-0001,1,Triethylhexanoin,트리에칠헥사노인,7360-38-5,100,Skin Conditioning Agent,
MOT-0002,1,Melaleuca Alternifolia (Tea Tree) Leaf Oil,티트리잎오일,68647-73-4,100,Skin Conditioning Agent,이탈리아
MOT-0003,1,Triethyl Citrate,트라이에틸시트레이트,77-93-0,100,Skin Conditioning Agent,인도
MOH-0002,1,Polyglyceryl-2 Isostearate/Dimer Dilinoleate Copolymer,폴리글리세릴-2아이소스테아레이트/다이머다이리놀리에이트코폴리머,73296-86-3,100,Skin Conditioning Agent,일본
MOR-0002,1,Polyglyceryl-2 Triisostearate,폴리글리세릴-2트라이아이소스테아레이트,120486-24-0,100,Skin Conditioning Agent,일본
MOU-0001,1,Citrus Junos Seed Oil,유자씨오일,-,100,Skin Conditioning Agent,중국
MOV-0001,1,Glyceryl Linoleate,글리세릴리놀리에이트,2277-28-3,0,Skin Conditioning Agent,독일
MOV-0001,2,Glyceryl Linolenate,글리세릴리놀리네이트,18465-99-1,0,Skin Conditioning Agent,독일
MOV-0001,3,Glyceryl Arachidonate,글리세릴아라키도네이트,35474-99-8,0,Skin Conditioning Agent,독일
MPB-0001,1,BHT,비에이치티,128-37-0,100,Antioxidant,
MPD-0001,1,Butylparaben,부틸파라벤,94-26-8,100,Preservatives,
MPD-0002,1,Ethylparaben,에틸파라벤,120-47-8,100,Preservative,
MPD-0003,1,Methylparaben,메틸파라벤,99-76-3,100,Preservative,일본
MPD-0004,1,Propylparaben,프로필파라벤,94-13-3,100,Preservative,일본
MPE-0001,1,Methyldibromo glutaronitrile,메칠디브로모글루타로나이트릴,35691-65-7,0,Preservatives,
MPE-0001,2,Phenoxyethanol,페녹시에탄올,122-99-6,0,Preservatives,
MPE-0002,1,Methylpropanediol,메틸프로판다이올,2163-42-0,91,Skin Conditioning Agent,
MPE-0002,2,Laurylpyridinium Chloride,라우릴피리디늄클로라이드,104-74-5,6,Skin Conditioning Agent,
MPE-0002,3,Allantoin,알란토인,97-59-6,3,Skin Conditioning Agent,
MPE-0003,1,Water,정제수,7732-18-5,34,Skin Conditioning Agent,대한민국
MPE-0003,2,Pentylene Glycol,펜틸렌글라이콜,5343-92-0,30,Skin Conditioning Agent,대한민국
MPE-0003,3,Caprylyl glycol,카프릴릴글라이콜,1117-86-8,20,Skin Conditioning Agent,대한민국
MPE-0003,4,Glycerin,글리세린,56-81-5,15,Skin Conditioning Agent,대한민국
MPE-0003,5,Adipic acid,아디픽애씨드,124-04-9,1,Skin Conditioning Agent,대한민국
MPG-0001,1,Imidazolidinyl Urea,이미다졸리디닐우레아,39236-46-9,100,Preservative,
MPG-0002,1,DMDM Hydantoin,디엠디엠하이단토인,6440-58-0,100,Preservative,
MPG-0005,1,DMDM Hydantoin,디엠디엠하이단토인,6440-58-0,100,Preservative,
MPK-0001,1,Methylchloroisothiazolinone,메칠클로로이소치아졸리논,26172-55-4,0,Preservative,한국
MPK-0001,2,Methylisothiazolinone,메칠이소치아졸리논,2682-20-4,0,Preservative,한국
MPL-0001,1,Ethylhexylglycerin,에틸헥실글리세린,70445-33-9,100,Skin Conditioning Agent,
MPP-0001,1,Chloroxylenol,클로로자일레놀,88-04-0,100,Deodorant,중국
MPP-0005,1,Phenoxyethanol,페녹시에탄올,122-99-6,100,Preservative,인도
MPP-0006,1,Phenoxyethanol,페녹시에탄올,122-99-6,0,Preservative,이스라엘
MPP-0006,2,Methylparaben,메틸파라벤,99-76-3,0,Preservative,이스라엘
MPP-0006,3,Ethylparaben,에틸파라벤,120-47-8,0,Preservative,이스라엘
MPP-0006,4,Butylparaben,부틸파라벤,94-26-8,0,Preservative,이스라엘
MPP-0006,5,Propylparaben,프로필파라벤,94-13-3,0,Preservative,이스라엘
MPS-0001,1,Caprylhydroxamic Acid,카프릴하이드록사믹애씨드,7377-03-09,0,Skin Conditioning Agent,미국
MPS-0001,2,Caprylyl Glycol,카프릴릴글라이콜,1117-86-8,0,Skin Conditioning Agent,미국
MPS-0001,3,Glycerin,글리세린,56-81-5,0,Skin Conditioning Agent,미국
MPS-0002,1,"1,2-Hexanediol","1,2-헥산다이올",6920-22-5,25,Skin Conditioning Agent,인도
MPS-0002,2,Propanediol,프로판다이올,504-63-2,20,Skin Conditioning Agent,인도
MPS-0002,3,Caprylyl Glycol,카프릴릴글라이콜,1117-86-8,52.5,Skin Conditioning Agent,인도
MPS-0002,4,Illicium Verum (Anise) Fruit Extract,스타아니스추출물,84650-59-9,2.5,Skin Conditioning Agent,인도
MPS-0003,1,Sodium Benzoate,소듐벤조에이트,532-32-1,100,Preservative,중국
MPS-0004,1,Chlorphenesin,클로페네신,104-29-0,100,Preservative,인도
MSA-0001,1,Sodium PCA,소듐피씨에이,28874-51-3,100,Skin Conditioning Agent,
MSA-0002,1,TEA-Cocoyl Glutamate,티이에이-코코일글루타메이트,68187-29-1,100,Surfactant,
MSA-0007,1,Glyceryl Stearate,글리세릴스테아레이트,123-94-4,50,Skin Conditioning Agent,
MSA-0007,2,PEG-100 Stearate,피이지-100스테아레이트,9004-99-3,50,Skin Conditioning Agent,
MSA-0008,1,Sorbitan Sesquioleate,솔비탄세스퀴올리에이트,8007-43-0,100,Surfactant,
MSA-0014,1,Cetyl PEG/PPG-10/1 Dimethicone,세틸피이지/피피지-10/1다이메티콘,-,100,Surfactant,독일
MSA-0017,1,Polyglyceryl-4 Isostearate,폴리글리세릴-4아이소스테아레이트,91824-88-3,0,Skin Conditioning Agent,
MSA-0017,2,Cetyl PEG/PPG-10/1 Dimethicone,세틸피이지/피피지-10/1다이메티콘,-,0,Skin Conditioning Agent,
MSA-0017,3,Hexyl Laurate,헥실라우레이트,34316-64-8,0,Skin Conditioning Agent,
MSA-0018,1,Potassium Cocoyl Glycinate,포타슘코코일글리시네이트,301341-58-2,18,Surfactant,대한민국
MSA-0018,2,Lauryl Hydroxysultaine,라우릴하이드록시설테인,13197-76-7,13,Surfactant,대한민국
MSA-0018,3,Glycerin,글리세린,56-81-5,4,Surfactant,대한민국
MSA-0018,4,Sodium Chloride,소듐클로라이드,7647-14-5,3,Surfactant,대한민국
MSA-0018,5,Coco-Glucoside,코코-글루코사이드,110615-47-9,0.5,Surfactant,대한민국
MSA-0018,6,Glyceryl Oleate,글리세릴올리에이트,91744-09-1,0.5,Surfactant,대한민국
MSA-0018,7,Citric Acid,시트릭애씨드,77-92-9,0.5,Surfactant,대한민국
MSA-0018,8,Water,정제수,7732-18-5,60.5,Surfactant,대한민국
MSB-0003,1,Hydrogenated Lecithin,하이드로제네이티드레시틴,92128-87-5,0,Skin Conditioning Agent,
MSB-0003,2,C12-16 Alcohols,C12-16알코올,68855-56-1,0,Skin Conditioning Agent,
MSB-0003,3,Palmitic Acid,팔미틱애씨드,57-10-3,0,Skin Conditioning Agent,
MSB-0004,1,Glycol Stearate Se,글라이콜스테아레이트에스이,86418-55-5,0,Skin Conditioning Agent,한국
MSB-0004,2,Cetearyl Alcohol,세테아릴알코올,8005-44-5,0,Skin Conditioning Agent,한국
MSB-0004,3,Stearic Acid,스테아릭애씨드,57-11-4,0,Skin Conditioning Agent,한국
MSB-0004,4,Hydrogenated Lecithin,하이드로제네이티드레시틴,92128-87-5,0,Skin Conditioning Agent,한국
MSB-0005,1,Propylene Glycol Laurate,프로필렌글라이콜라우레이트,27194-74-7,100,Surfactant,말레이시아
MSC-0003,1,PEG-7 Glyceryl Cocoate,피이지-7글리세릴코코에이트,66105-29-1,100,Skin Conditioning Agent,
MSC-0005,1,PEG-8 Beeswax,피이지-8비즈왁스,-,100,Surfactants,
MSC-0006,1,PEG-40 Hydrogenated Castor Oil,피이지-40하이드로제네이티드캐스터오일,61788-85-0 (Generic),100,Surfactant,독일
MSC-0007,1,PEG-6 Caprylic/Capric Glycerides,피이지-6카프릴릭/카프릭글리세라이즈,308067-11-0,100,Skin Conditioning Agent,한국
MSE-0002,1,PEG-3 Oleate,피이지-3올리에이트,9004-96-0 (Generic) 10233-14-4,100,Surfactant,
MSE-0006,1,PEG-150 Distearate,피이지-150다이스테아레이트,9005-08-7 (Generic),100,Surfactant,일본
MSE-0008,1,PEG-5 Glyceryl Stearate,피이지-5글리세릴스테아레이트,-,100,Surfactant,일본
MSE-0009,1,PEG-15 Glyceryl Isostearate,피이지-15글리세릴아이소스테아레이트,68958-58-7 (Generic),100,Surfactant,
MSE-0013,1,PEG-40 Castor Oil,피이지-40캐스터오일,61791-12-6 (Generic),100,Surfactant,독일
MSE-0023,1,Dimethicone Copolyol,디메티콘코폴리올,-,100,Surfactant,일본
MSE-0024,1,PPG-2-Deceth-12,피피지-2데세스-12,-,100,Surfactant,
MSE-0025,1,Coceth-7,코세스-7,61791-13-7,0,Surfactant,
MSE-0025,2,PPG-1-PEG-9 Lauryl Glycol Ether,피피지-1-피이지-9라우릴글라이콜에터,-,0,Surfactant,
MSE-0025,3,PEG-40 Hydrogenated Castor Oil,피이지-40하이드로제네이티드캐스터오일,61788-85-0,0,Surfactant,
MSE-0026,1,PEG-20 Glyceryl Triisostearate,피이지-20글리세릴트라이아이소스테아레이트,,100,Surfactant,대한민국
MSE-0027,1,Water,정제수,7732-18-5,60,Surfactant,대한민국
MSE-0027,2,Sodium Cocoyl Alaninate,소듐코코일알라니네이트,90170-45-9,32,Surfactant,대한민국
MSE-0027,3,Glycerin,글리세린,56-81-5,6,Surfactant,대한민국
MSE-0027,4,Citric Acid,시트릭애씨드,77-92-9,2,Surfactant,대한민국
MSE-0028,1,Ceteareth-25,세테아레스-25,68439-49-6(Generic),100,Emusifying Agent,이탈리아
MSE-0029,1,Zea Mays (Corn) Starch,옥수수전분,9005-25-8,55.8,Surfactant,대한민국
MSE-0029,2,Sodium Cocoyl Isethionate,소듐코코일이세티오네이트,61789-32-0,22,Surfactant,대한민국
MSE-0029,3,Sodium Lauroyl Glutamate,소듐라우로일글루타메이트,29923-31-7,18,Surfactant,대한민국
MSE-0029,4,Sorbitol,솔비톨,50-70-4,3,Surfactant,대한민국
MSE-0029,5,Cellulose Gum,셀룰로오스검,9004-32-4,0.5,Surfactant,대한민국
MSE-0029,6,"1,2-Hexanediol",,6920-22-5,0.5,Surfactant,대한민국
MSE-0029,7,Papain,말토덱스트린,9001-73-4,0.1,Surfactant,대한민국
MSE-0029,8,Maltodextrin,,9050-36-6,0.1,Surfactant,대한민국
MSE-0030,1,Decyl Glucoside,C10-16알킬글루코사이드,110615-47-9,53,surfactant,대한민국
MSE-0030,2,Water,정제수,7732-18-5,47,surfactant,대한민국
MSF-0001,1,PTFE,,9005-25-8,100,Surfactant,대한민국
MCH-0001,1,Iron Oxide Yellow,황색산화철,"11115-92-7
2943-75-1",97,Colorant,대한민국
MCH-0001,2,Triethoxycaprylylsilane,트라이에톡시카프릴릴실레인,,3,Colorant,대한민국
MCH-0002,1,Iron Oxide Red,적색산화철,"1309-37-1
2943-75-1",97,Colorant,대한민국
MCH-0002,2,Triethoxycaprylylsilane,트라이에톡시카프릴릴실레인,,3,Colorant,대한민국
MCH-0003,1,Iron Oxide Black,흑색산화철,"12227-89-3
2943-75-1",97,Colorant,대한민국
MCH-0003,2,Triethoxycaprylylsilane,트라이에톡시카프릴릴실레인,,3,Colorant,대한민국
MSG-0004,1,PEG-120 Methyl Glucose Dioleate,피이지-120메틸글루코스디올리에이트,86893-19-8,100,Surfactant,
MSG-0005,1,Methyl Glucose Dioleate,메틸글루코오스다이올리에이트,-,100,Surfactant,
MSG-0006,1,Cyclopentasiloxane,사이클로펜타실록세인,541-02-6,0,Surfactant,
MSG-0006,2,Polysilicone-11,폴리실리콘-11,63394-02-5,0,Surfactant,
MSG-0006,3,Glyceryl Laurate,글리세릴라우레이트,142-18-7,0,Surfactant,
MSG-0006,4,Cetyl PEG/PPG-10/1 Dimethicone,세틸피이지/피피지-10/1다이메티콘,-,0,Surfactant,
MSG-0006,5,PEG/PPG-18/18 Dimethicone,피이지/피피지-18/18다이메티콘,-,0,Surfactant,
MSI-0001,1,Sodium Lauroyl Methyl Isethionate,소듐라우로일메틸이세티오네이트,-,100,Surfactant,미국
MSK-0001,1,Glyceryl Stearate,글리세릴스테아레이트,123-94-4,100,Emusifying Agent,대한민국
MSK-0002,1,Sodium Cocoyl Isethionate,소듐코코일이세치오네이트,58969-27-0,100,Surfactant,중국
MSL-0001,1,Hydrogenated Lecithin,하이드로제네이티드레시틴,92128-87-5,100,"Surfactant, Skin Conditioning Agent",일본
MSM-0003,1,Sodium Lauryl Ether Sulfate,,3088-31-1,30,Surfactant,
MSM-0003,2,Water,,7732-18-5,70,Surfactant,
MSM-0004,1,Sodium Lauryl Sulfate,소듐라우릴설페이트,151-21-3,30,Surfactant,
MSM-0004,2,Water,,7732-18-5,70,Surfactant,
MSM-0004,3,Phenoxy ethanol,,122-99-6,0.5,Surfactant,
MSM-0005,1,TEA-Lauryl Sulfate,티이에이-라우릴설페이트,139-96-8,30,Surfactant,
MSM-0005,2,Water,,,70,Surfactant,
MSM-0011,1,Lauramide DEA,라우라마이드디이에이,120-40-1,100,Surfactant,
MSM-0013,1,Cocamidopropyl Betaine,코카미도프로필베타인,61789-40-0,30,Surfactant,대한민국
MSM-0013,2,Sodium chloride,소듐클로라이드,7647-14-5,5,Surfactant,대한민국
MSM-0013,3,Water,정제수,7732-18-5,65,Surfactant,대한민국
MSM-0023,1,Disodium Cocoamphodiacetate,다이소듐코코암포다이아세테이트,68650-39-5,36.7,Surfactant,대한민국
MSM-0023,2,Water,정제수,7732-18-5,50,Surfactant,대한민국
MSM-0023,3,Sodium chloride,소듐클로라이드,7647-14-5,13,Surfactant,대한민국
MSM-0023,4,Hexylene glycol,헥실렌글라이콜,107-41-5,0.3,Surfactant,대한민국
MSM-0024,1,Propylene glycol,프로필렌글라이콜,"112-03-8
57-55-6
7732-18-5",60,"Antistatic Agents, Hair Conditioning Agent",
MSM-0024,2,Steartrimonium chloride,스테아트라이모늄클로라이드,,30,"Antistatic Agents, Hair Conditioning Agent",
MSM-0024,3,Water,정제수,,10,"Antistatic Agents, Hair Conditioning Agent",
MSM-0025,1,Sodium Metabisulfite,,2235-54-3,100,Surfactant,
MSM-0026,1,Ammonium Laureth Sulfate,암모늄라우레스설페이트,32612-48-9,25,Surfactant,대한민국
MSM-0026,2,Sodium Benzoate,소듐벤조에이트,532-32-1,0.5,Surfactant,대한민국
